epoch,train_loss,val_loss
1,0.9057696313206757,0.5041780611489628
2,0.8206746843277113,0.42915651649055153
3,0.7438567867055964,0.36614469969886776
4,0.6745528849410908,0.31126497229884703
5,0.6118928204312717,0.2648852599394252
6,0.5560427164858617,0.2251464087860927
7,0.504802699967313,0.1915676694189168
8,0.45907836981746947,0.16303958807511906
9,0.41723792199345605,0.139595625549363
10,0.3801179238558408,0.12298733967908092
11,0.3458577784590107,0.10744182692705749
12,0.31544769608132667,0.09389690178269941
13,0.28865089320946635,0.08576253696205415
14,0.26359196365631615,0.07660967832423181
15,0.24100190894644533,0.06954457088199019
16,0.2201246788067117,0.06441757104384557
17,0.20118953567326392,0.06107664897065342
18,0.18403707374482423,0.05943340551812855
19,0.16855313094878815,0.05868045521521045
20,0.15448395625522965,0.059296892635214746
21,0.14175495098550614,0.06083545680393198
22,0.13047159832797742,0.06187671535141973
23,0.120041683779366,0.06529633775204342
24,0.110847973446811,0.06868143176510416
25,0.10216448374259061,0.07259850922083826
26,0.09440397442038607,0.07750798500622193
27,0.08730009014399757,0.08210379425569508
28,0.08092761106018373,0.088081346598411
29,0.07503600090919636,0.09313300456667678
