epoch,train_rate_mse,val_rate_mse,val_value_mse
1,0.00013788588694296777,0.00017865914560388774,0.0009859040146693587
2,8.672675176057965e-05,0.00016020757902879268,0.0012046049814671278
3,7.373794505838305e-05,0.00015187342069111764,0.0009929105872288346
4,5.850821253261529e-05,0.00015601578343193978,0.0008559155976399779
5,5.159069405635819e-05,0.00014447102148551494,0.0009484188049100339
6,4.6735240175621584e-05,0.00015175450243987143,0.0008644902845844626
7,4.1822037019301206e-05,0.00014189837384037673,0.0007868329994380474
8,3.872221350320615e-05,0.00014402641681954265,0.0008188567007891834
9,3.779571125051007e-05,0.00013819767627865076,0.0007865999359637499
10,3.678740904433653e-05,0.00014369306154549122,0.0008552469662390649
11,3.707439100253396e-05,0.0001514233008492738,0.0008342337096109986
12,3.544448554748669e-05,0.00013842707267031074,0.0008492390625178814
13,3.6411554901860654e-05,0.00014991640637163073,0.0008480105898343027
14,3.467606438789517e-05,0.000159481045557186,0.0008975736564025283
15,3.5247139749117196e-05,0.00013538244820665568,0.0008830023580230772
16,3.3386226277798414e-05,0.0001554666378069669,0.0008716601878404617
17,3.4067226806655526e-05,0.00014861277304589748,0.0008217579452320933
18,3.258412471041083e-05,0.0001448143448214978,0.0008684273343533278
19,3.4888806112576276e-05,0.00016156367200892419,0.000886657158844173
20,8.8385735580232e-05,0.00013701403804589063,0.0009216394391842186
21,4.4131353206466883e-05,0.00012748033623211086,0.0008343551307916641
22,3.5826644307235256e-05,0.00013084791135042906,0.0008308690739795566
23,3.398009721422568e-05,0.00012965509085915983,0.0008035800419747829
24,3.2865777029655874e-05,0.00013237519306130707,0.0008796289330348372
25,3.184586967108771e-05,0.0001370404352201149,0.0008126272005029023
26,3.3084368624258786e-05,0.00015555103891529143,0.0009002402657642961
27,3.4735272492980585e-05,0.00013679794210474938,0.0008656972786411643
28,3.0889663321431726e-05,0.0001491516741225496,0.00089338916586712
29,3.138546162517741e-05,0.00013575583579950035,0.000854929443448782
30,3.0229166441131383e-05,0.00013719708658754826,0.0008431714377366006
31,2.931513881776482e-05,0.00014609002391807735,0.000818192376755178
32,2.8990918508497998e-05,0.00014242208271753043,0.0008938562241382897
33,2.842853791662492e-05,0.00014430098235607147,0.0007932676235213876
34,3.408970223972574e-05,0.0001327891368418932,0.0007945419056341052
35,2.9989852919243276e-05,0.00014544192526955158,0.0009290070738643408
36,3.088007360929623e-05,0.00013619304809253663,0.0008520630653947592
37,2.8193708203616552e-05,0.0001433779252693057,0.0008548740297555923
38,2.7510468498803675e-05,0.0001397460582666099,0.000824896851554513
39,2.7544136173673905e-05,0.00014242947509046644,0.0009448806522414088
40,2.700986442505382e-05,0.00014106307935435325,0.0008605666807852685
41,2.9927092327852733e-05,0.00014603800082113594,0.0008793091983534396
42,2.64619302470237e-05,0.00014535797527059913,0.0007984846015460789
43,2.9208864361862652e-05,0.00015628340770490468,0.0008636366110295057
44,2.738008879532572e-05,0.0001445874950150028,0.0008312204154208302
45,2.595741898403503e-05,0.00015016357065178454,0.0008270420366898179
46,2.5760478820302524e-05,0.00015375409566331655,0.0009088051738217473
47,2.5755714887054637e-05,0.00014770911366213113,0.0009696200722828507
48,2.642890831339173e-05,0.00014500602264888585,0.0008441939717158675
49,2.5458364689256996e-05,0.00014322435890790075,0.0008189843501895666
50,2.5751282009878196e-05,0.0001520278019597754,0.0008686163928359747
51,2.488984500814695e-05,0.00014719864702783525,0.0009445848991163075
52,3.3012354833772406e-05,0.00015210601850412786,0.0009454303653910756
53,3.988886237493716e-05,0.0001828472304623574,0.0008848072029650211
54,2.6718300432548858e-05,0.00014952693891245872,0.0008025728166103363
55,2.5399478545296006e-05,0.00014285737415775657,0.000853328499943018
56,2.5085544621106237e-05,0.0001475301687605679,0.0008409704896621406
57,2.403330108791124e-05,0.00014766378444619477,0.000859537860378623
58,2.3472934117307886e-05,0.00014600295980926603,0.0008748567197471857
59,2.3621068976353854e-05,0.00015163954230956733,0.0008681889739818871
60,2.4313538233400322e-05,0.00015532349061686546,0.0008463716367259622
61,2.3722675905446522e-05,0.00015869253547862172,0.0008879391825757921
62,3.120017936453223e-05,0.00014097669918555766,0.0009645004174672067
63,2.805739495670423e-05,0.00015373008500318974,0.000801223679445684
64,2.5618601284804754e-05,0.00015397898096125573,0.001072511775419116
65,2.4194370780605823e-05,0.00015559600433334708,0.000952858361415565
66,2.3478873117710464e-05,0.00015382531273644418,0.0008440386736765504
67,2.3236951165017672e-05,0.00015457204426638782,0.0008433652110397816
68,2.330225834157318e-05,0.00015941761375870556,0.000883430358953774
69,2.45642768277321e-05,0.00016598588263150305,0.0008710921392776072
70,2.991339351865463e-05,0.00015036897093523294,0.0010391685646027327
71,2.6588311811792664e-05,0.0001486580731580034,0.0008509967010468245
72,9.575000149197876e-05,0.0002415784983895719,0.0012556202709674835
73,5.6674660299904644e-05,0.00014768249820917845,0.0009057971183210611
74,3.767356975004077e-05,0.0001675891544437036,0.0009071230888366699
75,3.165404268656857e-05,0.0001811628317227587,0.0009242884116247296
76,3.078634472331032e-05,0.00016545179823879153,0.0008258444722741842
77,2.801966547849588e-05,0.00017317861784249544,0.0009314600611105561
78,2.6831541617866606e-05,0.000172215310158208,0.0008342317305505276
79,2.6434769097249955e-05,0.0001553761394461617,0.0008383701788261533
80,2.8266791559872217e-05,0.0001569039886817336,0.0009196731843985617
81,2.8840222512371838e-05,0.00017222132009919733,0.000922865467146039
82,2.6461690140422434e-05,0.00017905666027218103,0.000904262822587043
83,2.6393023290438578e-05,0.00015584554057568312,0.0008574636885896325
84,2.467253216309473e-05,0.0001684188173385337,0.0008675700519233942
85,2.4362299882341176e-05,0.000156535767018795,0.0008527665631845593
86,2.423799378448166e-05,0.0001639513357076794,0.0009057546267285943
87,2.6586259991745465e-05,0.00015997652371879667,0.0008300276822410524
88,3.214093158021569e-05,0.0001570154563523829,0.0008228706428781152
89,2.6905923732556403e-05,0.0001465480454498902,0.0008128797635436058
90,3.6455359804676846e-05,0.00019498338224366307,0.0009209896670654416
91,3.373123035999015e-05,0.00015861273277550936,0.00080673344200477
92,2.756755566224456e-05,0.00018092624668497592,0.0008675116114318371
93,2.476584995747544e-05,0.00016929279081523418,0.0008738356409594417
94,2.391831367276609e-05,0.00016345457697752863,0.0008286876836791635
95,2.2770896975998767e-05,0.0001824173959903419,0.0008857296779751778
96,2.3285916540771723e-05,0.00017321838822681457,0.0008662042673677206
97,2.2582473320653662e-05,0.00016392253746744245,0.000879781786352396
98,2.215100175817497e-05,0.00015963961777742952,0.0008409724105149508
99,2.214209598605521e-05,0.00015435865498147905,0.0008343770168721676
100,3.5164179280400276e-05,0.00016284019511658698,0.0011057517258450389
101,8.704815991222858e-05,0.00014149466005619615,0.0012381910346448421
102,5.3973613830748945e-05,0.0001499495847383514,0.0008986045140773058
103,3.912546162609942e-05,0.00013471211423166096,0.0008887770818546414
104,3.4879049053415656e-05,0.00015422661090269685,0.0008931895135901868
105,3.2865551474969834e-05,0.0001570963067933917,0.0008629082585684955
106,2.8869173547718674e-05,0.00016253121430054307,0.0008923681452870369
107,2.7708732886821963e-05,0.00017737525922711939,0.000864900357555598
108,2.6047348001156934e-05,0.00016776840493548661,0.0009752468904480338
109,2.564365422585979e-05,0.00017156566900666803,0.0008527865284122527
110,2.589122232166119e-05,0.00015973583504091948,0.0009078457951545715
111,2.6366396923549473e-05,0.00016585836419835687,0.0010262990836054087
112,2.456624679325614e-05,0.00018087192438542843,0.0009235314792022109
113,2.402270183665678e-05,0.0001802513434085995,0.001006204867735505
114,2.5020834073075093e-05,0.00015631015412509441,0.0009850505739450455
115,2.4229177142842673e-05,0.00016558477364014834,0.0009190819691866636
116,2.410792512819171e-05,0.00017127612954936922,0.0008990105707198381
117,2.3352031348622404e-05,0.0001691014040261507,0.000972733017988503
118,2.364840474911034e-05,0.00017710374959278852,0.0009399553528055549
119,2.2849260858492926e-05,0.0001867620158009231,0.0009662226657383144
120,2.2991896912571974e-05,0.00015465941396541893,0.0009021559380926192
121,2.436758040857967e-05,0.0001841830089688301,0.0010425926884636283
122,2.2635178538621403e-05,0.0001685077731963247,0.0011502406559884548
123,7.549656584160402e-05,0.0001325048942817375,0.0010430990951135755
124,4.098044882994145e-05,0.00015308044385164976,0.000875524478033185
125,3.32060044456739e-05,0.00013984771794639528,0.0007892601424828172
126,3.0808667361270636e-05,0.00014981560525484383,0.0007895033922977746
127,2.7929196221521124e-05,0.00014339665358420461,0.0007942087249830365
128,2.8550120987347327e-05,0.0001506116532254964,0.0008156174444593489
129,2.9478786018444225e-05,0.0001480987702962011,0.0008215688867494464
130,2.651613249327056e-05,0.00014735864533577114,0.0008371244184672832
131,2.5844128686003387e-05,0.00014690695388708264,0.0008454463677480817
