trial_number,value,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,reg_lambda,subsample
75,0.15850243180379922,0.7473202063090156,0.31226283456347825,0.014790650854237537,5,4,2.219734505675653,0.6107534895215215
76,0.15454863659675627,0.7383464404867175,0.11969001315618623,0.009756799800145344,4,5,1.7378525880136446,0.6262716024917122
77,0.15866481489978138,0.7224151588140573,0.11596187307674662,0.01727669650061595,7,5,1.463747612026283,0.6012376641806567
78,0.1791672729513102,0.6874390153561265,0.07518967457423038,0.009579457174951204,9,6,1.7341915228830997,0.6470553205669758
79,0.15875259025207775,0.7303068098134592,0.14648161206145643,0.01267807088009794,6,5,1.5913194552351932,0.622938102457756
80,0.1588250740650957,0.7926846517249941,0.0880174553953634,0.015490008455395178,5,6,1.9111088743862426,0.6208772003940833
81,0.15461454776088643,0.7384300835022981,0.1715657512896993,0.013522307943705564,4,4,2.4454516671295594,0.6308109167418265
82,0.15057734544093807,0.7483156996765687,0.034666279357046234,0.013688946493894438,4,3,2.2102108381985026,0.637795004372369
83,0.1524458589010624,0.751662340131183,0.03154318200776647,0.0181894310916185,5,3,2.182167490090693,0.6127478631650378
84,0.16036554187176252,0.7704414990769326,0.036657961969524276,0.021291308833560327,8,3,2.202909763677416,0.6123906860086009
85,0.15888865294216686,0.7534145077234543,0.04960353894271375,0.01882532722678294,5,3,1.8558696774166745,0.6087091082612561
86,0.16692527325083667,0.7501889787549051,0.01751096725026779,0.0271957943601906,6,5,2.7546461095615187,0.9121487517567796
87,0.15450225259919192,0.7847559815208839,0.03112995590599713,0.011838786396711671,4,3,2.2787799737553094,0.6215590598453339
88,0.16018273473532946,0.7855207826522829,0.022507804981459833,0.011901269198935902,7,3,2.1865145950506384,0.6007193037382594
89,0.152568659818281,0.8054679084910266,0.031758287349741926,0.01638239003692661,5,3,3.078231543343041,0.6441006578781061
90,0.16457847302195122,0.8008747520240453,0.03114858885165787,0.01651693521056199,10,3,3.0254726553714906,0.6483284996454676
91,0.15243631279001169,0.7762671707244998,0.013102670756962184,0.015624918201548012,5,3,2.2642078827596634,0.618851192917657
92,0.1533891546494358,0.8143660722857031,0.013042231870434143,0.015451310266342418,5,3,2.2557167945829626,0.6191585421042471
93,0.152933483464868,0.8190948580009504,0.012922570088776111,0.019466762641775787,5,3,2.6980108456590735,0.6156207316710602
94,0.15290286208374287,0.8408136700982836,0.007377886212836415,0.021752703174287534,5,3,2.685669154291968,0.6158013985625881
95,0.1528828693573204,0.8502923790529017,0.00766675789772143,0.02503305299582813,5,3,3.1540009706447907,0.6163466835549418
96,0.16559033684103616,0.8431466958707039,0.008027384190546182,0.022936975204375844,8,3,3.067771292667516,0.6171071700122229
97,0.1642036704419262,0.8559482401480901,0.006794366963710677,0.019607574093145307,6,3,2.7103004947144034,0.6088042772626945
98,0.15256636439282464,0.8840288779085833,0.012337369361959272,0.026162509670110523,5,3,3.2463297427137117,0.6144769214711067
99,0.16394068611842114,0.8767877774213915,0.011677306049239526,0.025994467519764856,7,2,2.9238443499275455,0.6060613541718175
100,0.16346156506841666,0.8954886693031935,0.004685114801531014,0.021910808462441585,6,3,3.236679001816615,0.8014131941385224
101,0.14926596888571067,0.822601335461171,0.011510137077166737,0.024592460685754707,5,3,2.524171487779864,0.6134892579144865
102,0.14927453381028485,0.857065666189831,0.017525475529797212,0.024545404508122835,5,3,2.5306879139865694,0.6130007355945203
103,0.15620627051690877,0.8603856424116791,0.015670862013271294,0.024834665389184704,5,2,2.4962230676363673,0.6048844669124575
104,0.16249383350015367,0.9239155297771194,0.009895331683929958,0.02980978911843322,6,3,3.591754662053488,0.6131726325104053
105,0.1646596121998079,0.8359743858776,0.006251019099623005,0.022985991691886545,8,3,3.3671817049029813,0.6424888726568958
106,0.1528706510387685,0.8468877767930606,0.004087013220592484,0.027874056299604797,5,2,2.831664005068942,0.6220780016779262
107,0.16238660378836836,0.9046013730976917,0.0033533061112440846,0.027560663721697187,7,2,2.364206356330876,0.6240829601294865
108,0.16345717437085208,0.8694077225754293,0.003863010604001756,0.024700330681107018,6,1,3.1185146066129423,0.6318650854201702
109,0.16490666890031502,0.8254800904874268,0.019182407114004364,0.026792664107731862,13,2,2.545795658527725,0.6015701148618166
110,0.15619152560632202,0.9301979001272548,0.0023236250132021323,0.028356431499357376,5,3,2.8636182122238405,0.6073917047556565
111,0.15341728274587405,0.8454209268781051,0.008611182677889382,0.024436311229888524,5,3,2.6260448023288023,0.6146365211766007
112,0.15286308694198192,0.8892695921273286,0.0065352967274282595,0.017836574170127524,5,3,2.911124370652893,0.622723668001535
113,0.1633866805690277,0.8659492886673339,0.02411125307106811,0.01791346921227,6,2,3.3220811332409492,0.6248163448343652
114,0.16528994310502274,0.8925464353982231,0.011259989946277846,0.020299948278383384,7,3,2.9568771735357835,0.6425494557727263
115,0.16217549474138063,0.9460415473466018,0.019947094027237336,0.016781264849633274,4,3,3.153445708311797,0.6002778444903961
116,0.16454913083248238,0.8813393178088256,0.0163455661523459,0.025215017686786526,6,2,2.79704065884032,0.6540627507668131
117,0.153378039117971,0.8298098554936191,0.001578006398529158,0.023763832619652977,5,3,2.35705816370329,0.6210373083263372
118,0.1514329399271847,0.80930021056322,0.0056995601651576066,0.01861455233874431,4,1,2.4750286594953383,0.6304607328480881
119,0.1476501869943739,0.8043339364561374,0.004768016144947067,0.01802913325020568,4,1,2.4691937157829047,0.6333159858580998
120,0.15322475829941015,0.8047118869245937,0.005795212482985588,0.01792239265497039,4,1,1.9663377488261968,0.846402795882927
121,0.15030561372764922,0.7963889485401606,0.004503876001312351,0.01592268709925823,4,1,2.491927470103031,0.6428781189384034
122,0.14805426311195782,0.7955388738167657,0.004570191721508344,0.01590820665451033,4,1,2.5031826644611965,0.6699568696288459
123,0.15030856544771645,0.7937885017598365,0.005004948884445106,0.015291615791397487,4,1,2.4500144128543466,0.6423662770553903
124,0.1547274000734598,0.7923739088047272,0.0027207755946200784,0.013426710625698637,4,1,2.417752083144757,0.6590180060054646
125,0.15453771774931785,0.7721339494273023,0.005150970327049757,0.015480928176209833,4,1,2.511513434569222,0.6327374317563441
126,0.14805812208702612,0.7773817363086396,0.004155507545560357,0.018854875500551913,4,1,2.2402277296845194,0.6699076240975036
127,0.1517732141169061,0.7803878709203761,0.0027601664895455054,0.019069522535368002,4,1,2.1658534196937516,0.6691861090757879
128,0.14780734199868437,0.7970285957463056,0.0029107375966544633,0.019253930945941865,4,1,2.149893199498947,0.665382397190201
129,0.1480583782449541,0.777428833044786,0.0018726657440267269,0.018807023871865648,4,1,2.1611747401918207,0.6728053278261232
130,0.15177974228426352,0.7960850819774516,0.0015215125267429408,0.019445333872908425,4,1,2.309271784793078,0.6689451386117902
131,0.15175724977039343,0.7784793855154846,0.0018199657828219826,0.019072780676489716,4,1,2.1568607167182754,0.6681014067613399
132,0.14780548938266724,0.7955516917100105,0.001476712563157219,0.019180815013014718,4,1,2.151786441343021,0.6664935644601825
133,0.14747960077777286,0.8125793073346077,0.0019193123981935123,0.02069806510232714,4,1,2.004981777445837,0.6721290145862192
134,0.1535834449663092,0.8112967797264875,0.0017350615093397947,0.020441927091333488,4,1,1.9617968131580075,0.6841539005420821
135,0.15002583995984045,0.8210946781015794,0.0019294068987208864,0.021104812703017454,4,1,2.5730881156141763,0.6982672120700018
136,0.16478332611680416,0.8204587241407137,0.0020309986421413583,0.02133904957629461,6,1,2.595707665136606,0.6972315533957839
137,0.15175590063173092,0.7895223314078206,0.0010883171190470486,0.01727765391751079,4,1,2.390077889637527,0.6888108751153452
138,0.1500821173914893,0.8031745606008742,0.0013209046795825152,0.022383756747397,4,1,2.4939470834588358,0.676390653482736
139,0.1668796078507585,0.7976607015791253,0.0014267503436658485,0.02252327856621967,6,1,2.007357214776886,0.6762057541777978
140,0.15551704451634882,0.7997058561870983,0.0029013485455960685,0.020468367925787767,5,1,1.849604929595238,0.6609841229329111
141,0.151544211756825,0.81413279220682,0.003529947855598991,0.021008443853813685,4,1,2.5550282394298995,0.6644179575542074
142,0.1535767584896897,0.824208589516292,0.004157422870872292,0.016795487382385257,4,1,2.4991531425053823,0.6847690605261509
143,0.14743792182234963,0.8094773788863441,0.001332458728025871,0.014332903174705314,4,1,2.3370351863479932,0.6518491301118875
144,0.15744630970305015,0.7670626678778788,0.0013641041991553093,0.014536068841656044,5,1,2.34866086874201,0.6518219454318087
145,0.15006292717459818,0.8046347291014405,0.001200506487120874,0.016162441492808224,4,1,2.1111089432838614,0.671183214593822
146,0.16390377349414692,0.8044853170914918,0.0012369688072032706,0.016015352458592154,12,1,2.6531631800732605,0.6742127436831744
147,0.152802162513844,0.8345852243156652,0.0010296515864466544,0.02236963063285762,5,1,2.086303347414117,0.7006191102621704
148,0.1517431012542975,0.7906620063278004,0.0019839496784951676,0.017081435966749974,4,1,2.294292930389242,0.6940373967147252
149,0.16498448268744953,0.8157907577142187,0.0011984470119715221,0.020017398045525315,6,1,2.005974959426658,0.6553559501280736
150,0.1518041700986905,0.7844124242392367,0.0021633317855050045,0.021502388214751523,4,1,2.4078840320937642,0.681556349050797
151,0.14728495276251807,0.8002567613919385,0.00303075517449335,0.013717885124735152,4,1,2.174344538669295,0.6618434344662643
152,0.15291011861382492,0.8051800656040464,0.0025342806922826026,0.014899295214651869,5,1,2.16357049091999,0.6729990597673295
153,0.15287463227439974,0.7970019532047301,0.003030250769635231,0.016137137176912154,4,1,2.731665941062944,0.6607334173508801
154,0.15377108673962184,0.8264367942553851,0.004709115616620987,0.023778840692376266,5,1,0.5724188912497131,0.6512361265459665
155,0.15004713547350673,0.8110391802251595,0.0016615665156734375,0.017747790788982875,4,1,2.239323530499271,0.6657364914400187
156,0.15691370204763616,0.8110265410930898,0.0016961195531829305,0.018182628995161203,5,1,1.7709592149937015,0.6648160570137172
157,0.16581435043774917,0.8185097200344351,0.0013116405239623368,0.0175473692536008,14,1,2.1202707947552493,0.6711246990187589
158,0.15173124467216292,0.7875062936327618,0.001884180583580624,0.018853768675179308,4,2,1.9329599860639315,0.6899092577783912
159,0.1530307826443767,0.8021923154806222,0.002470570305217882,0.020057362920778088,5,1,2.249812119437272,0.6805311294262157
160,0.1655412861027608,0.8303673006570155,0.0033868442934405297,0.01409677075092678,6,1,2.312844706068789,0.6580732363152406
161,0.14779771409983825,0.7931144447662659,0.0016260398265613891,0.016507030593615482,4,1,2.4758045112540707,0.66794869115764
162,0.1477992975113898,0.7754027682102207,0.0015634490708943097,0.016467858419953678,4,1,2.5965995949889304,0.6648504932935381
163,0.15291423584381708,0.774192083521355,0.0015718449684491017,0.016999516280757892,4,1,2.615902240234696,0.663641439065289
164,0.1577133162354377,0.7832089628895231,0.0012030766964940603,0.02204971839100348,5,1,2.044349110058994,0.6714405601254182
165,0.15177886133297222,0.7637768299970926,0.0021370005757986583,0.01863219772024246,4,1,2.2482794223465126,0.6862230382436214
166,0.15341655542960536,0.8077546459380088,0.0010259366805353916,0.020778125155550133,5,2,2.7452185487984497,0.6761564919035845
167,0.1474283469275085,0.820823846715772,0.0014494806559679082,0.02308066397454742,4,1,2.3777261607861835,0.651345400650775
168,0.15296758200024943,0.8205404134276714,0.0016739158667231455,0.017666114877897512,5,1,2.3671804791099995,0.6507230892721387
169,0.16548067947510758,0.8358007882573307,0.002322419454324767,0.016352232903156606,6,1,2.1461906585488233,0.6624582511391678
170,0.154682350104217,0.7772879821478921,0.001483256879137609,0.019626444237566244,4,2,2.6072217793986927,0.6557986509964178
171,0.15008213441207596,0.812727059437746,0.0013744319502542982,0.023015781779198264,4,1,2.435459611799035,0.6704206573583428
172,0.1500283711490728,0.8018045881561371,0.0019601527989497364,0.02353407410323798,4,1,2.1970048159186577,0.6779238704966323
173,0.15546751937820208,0.7889847383507405,0.0018863426010000063,0.02614627250844489,5,1,2.230677300842335,0.6649018345922286
174,0.15359818258074032,0.8207967665773361,0.0031092215225432722,0.018593655704721747,4,1,2.0876344088035923,0.6814828212266089
175,0.15744084865245275,0.7977219538910325,0.0020658480520347315,0.02415623108572367,5,1,1.8589220546587542,0.6506216707174846
176,0.14780345966366662,0.770329850018591,0.0017168247013493617,0.0132899574694224,4,1,2.2617813051781974,0.6665470273068618
177,0.15174799901689082,0.7698792781108843,0.0026580472920525273,0.02061797221764929,4,2,2.3322237772060284,0.7280830875737382
178,0.15751850587949423,0.779701793866951,0.0017331928075289568,0.012914523206480349,5,1,2.2175942945193774,0.6565022340909192
179,0.14780005430255524,0.7581499155286778,0.002164204119298775,0.014988408516234411,4,1,2.3667760307848953,0.6659291470656492
180,0.16678128235908563,0.7566073572923065,0.003711326089155444,0.013163696210065001,6,1,2.536856428317171,0.6479876481550226
181,0.15167112512466355,0.7666286262239638,0.0023615600914996416,0.015050681296738939,4,1,0.7493614502834847,0.6652595143763743
182,0.15177008197626496,0.7906051769713592,0.001705841889765027,0.01388838391354377,4,1,2.321555698939898,0.678299549731956
183,0.15752331926701685,0.7853062338546738,0.002055220753780163,0.014476038052232248,5,1,2.379909285916546,0.6573275457661834
184,0.14779412945964068,0.7713688551172353,0.0014719803136590294,0.017665796908484105,4,1,2.6633420367666822,0.6676221020530032
185,0.15570897365934355,0.7585690297362288,0.0015159845025458781,0.01940236264258595,5,1,2.6286289479787626,0.6920350435539381
186,0.1480531960034102,0.7735964328339775,0.002912464089673479,0.02152841286085583,4,1,2.4660672535812527,0.6702723423626151
187,0.1619258442563172,0.7725326308817895,0.003142520565624995,0.01699855412735069,16,2,2.7870777504541504,0.6600964335866015
188,0.15772462895355926,0.7659906200727492,0.0026848057009369567,0.021682433209282325,5,1,2.525672850542441,0.6683272669400412
189,0.1518076143512327,0.7772078034818278,0.0023426142018909933,0.01981544297733317,4,1,2.714016281651745,0.64866924590326
190,0.14805445535345022,0.7598979797524759,0.004256513340352403,0.01835330178197633,4,1,2.447901212335848,0.6726889907688902
191,0.14805422330485044,0.7628596970542953,0.0041388345439277215,0.018331383990625096,4,1,2.431410873253117,0.6729633723238835
192,0.1517721193294998,0.7583689613831848,0.0040247120874617355,0.018383609295246968,4,1,2.36673028934004,0.6854007341004462
193,0.15772684077715635,0.753383334439618,0.0034945327977132777,0.016740168395493266,5,1,2.4493709597158224,0.670175273849762
194,0.15286089084877663,0.76601451699287,0.004386452075179727,0.015740112373202518,4,1,2.428410040225829,0.6606638970489278
195,0.15701916512868813,0.775606331574189,0.002814965114289084,0.017464711595992822,5,1,2.630579647712691,0.6743581821648444
196,0.1546866162158988,0.7821884504929666,0.0037155416699925533,0.01870957627205807,4,1,2.4738201822345767,0.6556657973666239
197,0.14780508816980117,0.7636665251271403,0.005575665358180862,0.012268450214256287,4,1,2.3046305063993437,0.6652894907149088
198,0.14780389151594506,0.7613962326854327,0.005281104504816051,0.012555096259781788,4,1,2.331020452625599,0.6651758205651186
199,0.1478049613920095,0.7633224527132515,0.004537405939304657,0.012096313062475642,4,1,2.311861161785482,0.6652020449820121
