trial_number,value,batch_size,dropout,history_length,learning_rate,num_layers,units,weight_decay
0,0.38142649665881445,197,0.2581393897443317,86,0.0002989015356150848,2,343,0.00011446156924918487
1,0.499447853035397,152,0.2824778448014498,62,0.0010138640285822537,6,314,0.00042045890164841025
2,0.36245735377628835,350,0.4657220744785639,109,0.00020846173667794828,7,152,0.00342649054643124
3,0.31008393188448563,330,0.39807005078141455,103,0.00024247708548632833,9,77,0.0007825138132169184
4,0.4279279323900733,185,0.49605934291564796,106,0.00048825696508939545,10,299,0.00010759138676578824
5,0.4627209479898907,370,0.49410511795291523,52,0.0007235695361122628,10,81,0.0004086439221015398
6,0.6676343450985799,230,0.32550809564478944,123,0.0008406144141160923,5,263,0.0015193456015505722
7,0.4860101958265506,297,0.4660310451178233,112,0.0004521568306480014,6,355,0.0015954796574043143
8,0.44067920557275975,229,0.38894217695121014,76,0.000736676155966791,10,284,0.0016698082005591939
9,0.5837757761786584,110,0.20544754822650957,155,0.0016102551646220234,3,336,0.0002945453997364702
10,0.4246376749548145,309,0.3992089105533439,149,0.00021713329711818254,8,180,0.008746357880804873
11,0.3125041462413001,383,0.42702918297267284,129,0.00024243174175744842,8,85,0.005812824804009252
12,0.42956367319486305,382,0.40005369863345047,140,0.00033179593052528483,8,69,0.008947563400486238
13,0.44608300077747703,290,0.3442963755865027,135,0.00029696200834270604,8,130,0.004033917032474975
14,0.45405653431891296,334,0.4334351782005158,38,0.0004286743135803861,9,204,0.000802058123340025
15,0.3897839991705809,265,0.4272182305967688,90,0.0002497829222910867,9,115,0.0037486987430661446
16,0.35264301322653746,333,0.3815410512559295,124,0.00036182322776611505,4,99,0.0007771661225909281
17,0.523527397863046,64,0.3124685545274818,127,0.000572989961905804,7,160,0.00022702852225952463
18,0.4369090257953572,265,0.3634349439966658,98,0.0013449703681045427,9,226,0.0025096999820634273
19,0.384830430457182,379,0.4259227556427874,74,0.00024595181136499115,7,67,0.005565200772770728
20,0.28654596989758535,347,0.44722877227657437,141,0.00038095270416271744,5,127,0.0011263368358079247
21,0.27927893875033977,349,0.45616997830411976,159,0.000383702828462972,5,123,0.0010613223453568904
22,0.3726646712252704,323,0.46001210621355776,156,0.0003616241459382702,5,129,0.0010621457105907557
23,0.29332361896625314,263,0.4360581018801256,144,0.0005691231421599353,4,110,0.0005913673425145349
24,0.36020751563075426,271,0.4589745174887154,145,0.0005663009940625525,4,183,0.0004682776333480728
25,0.3184222624084629,240,0.4448759075575085,159,0.00041507882463011375,4,147,0.0005538448466006419
26,0.31279934486900557,358,0.4779858649398962,144,0.0005620645408328845,5,110,0.0011201211796531255
27,0.5494202292217589,282,0.416900569921145,117,0.000985204535481199,3,236,0.0023296385267743544
28,0.4059410934270448,198,0.4473030255359552,136,0.0005029262941471258,3,183,0.00025182636873494473
29,0.38511120674036275,194,0.48623397564450904,160,0.0002929855271249415,2,133,0.0005615836834645442
30,0.34363881256339585,310,0.3631255870495816,148,0.0006667755876564245,5,96,0.00015369317950978716
31,0.3054191463596218,345,0.41414139378064346,134,0.00037551682129162856,6,113,0.0007986167299737695
32,0.3442713183069986,352,0.40784863763311935,134,0.00039558786977529576,6,119,0.0013589202541258861
33,0.3462420787103819,349,0.4531684558313418,151,0.0003228106814619317,6,155,0.0006288819707575005
34,0.37526266231127314,310,0.4762680593693391,142,0.0004785183415447007,4,99,0.00033757280190619543
35,0.4394869147929416,251,0.44117176269216374,118,0.0003754985555744964,6,171,0.002206574988313539
36,0.6018213613377629,161,0.2588281357327539,131,0.0005210735091972598,5,381,0.0008506656210421811
37,0.3501495118499831,364,0.3707670895213521,150,0.0006264887834825339,4,205,0.0010387707310852113
38,0.387341585580255,333,0.4963086624159364,138,0.0002889124531935221,7,140,0.00040270854077987525
39,0.3499845470423284,342,0.4714426066370029,116,0.00044398726581766136,5,87,0.0012608672522599256
40,0.3812731181760486,318,0.41378210027878815,104,0.0008698126223808724,6,113,0.0006626763053628456
41,0.29276564855541964,298,0.3879820351765538,69,0.0002085309012655497,6,65,0.0019160280238113237
42,0.33494152029529345,297,0.3853542794703635,59,0.00020860274645699892,6,79,0.0019099197241388098
43,0.4184802603273967,287,0.3446241602623384,81,0.0007364306550425616,7,64,0.0009247779925097508
44,0.2948897086311254,365,0.41610973354706576,68,0.0002588654936402148,5,94,0.0015586722240054504
45,0.33411144502854934,367,0.43652162961112745,70,0.000269285391859277,5,92,0.0018431595955371585
46,0.34721452154158994,218,0.32711316601895024,38,0.00022369971748984656,3,77,0.0027119407989983904
47,0.33989853259237085,251,0.4017441252337193,64,0.00026704005738119703,4,103,0.0031725900838412216
48,0.37884927603069546,304,0.38714844602205495,55,0.00034384069945376914,5,128,0.0014384427279051603
49,0.3654589022881065,319,0.42773296662740246,89,0.00022685804814935137,2,167,0.0015509159997246218
50,0.38375015083121417,373,0.37333915959604924,67,0.00020638499817720357,5,144,0.0012418580974316179
51,0.3855748709843115,350,0.40866379592904034,44,0.0003177548032607924,6,118,0.0007049586985254037
52,0.32472830776894196,339,0.41733051636822144,154,0.00027481651523151164,6,90,0.0009569181906123942
53,0.3807721856565639,362,0.3943317999235311,79,0.00040387348820324195,5,75,0.0019548894926647645
54,0.3622167852830716,278,0.45616012856444593,98,0.00045911006675928857,4,105,0.0004898069733369352
55,0.42238727299351586,331,0.43995328881281426,50,0.0002551655814561464,7,123,0.0008384019450238942
56,0.4715829127423505,323,0.4206857116336195,83,0.00031733171640494374,6,267,0.0011290954687018747
57,0.4465079022364735,345,0.46401201030452077,123,0.0019997882937200255,4,323,0.001730289415017385
58,0.389074157291371,376,0.43520415535217977,110,0.00020072639151003444,5,140,0.000736101404584452
59,0.3404986109921151,296,0.21185427126200593,145,0.00037643102580172104,3,197,0.004360662094665806
60,0.3262090509224275,257,0.48259649526980264,74,0.00022734010892526654,6,110,0.0027892361209886805
61,0.28574087357491584,328,0.35520508332415696,154,0.00024013115685229524,7,80,0.0005626189129700869
62,0.25114492239782316,354,0.3603475168016134,157,0.0002975479411982438,7,81,0.00038278831190807143
63,0.3035556166072379,365,0.3522143931648745,157,0.0002890655603172855,7,65,0.00040005821587425983
64,0.27635247257110734,325,0.31937698941514514,153,0.00025672142840878746,7,82,0.00032503404555759674
65,0.2578627067612895,325,0.29953663755901666,153,0.00023704072706353781,8,78,0.00018220755908084234
66,0.26981797659743195,326,0.2979635211175925,153,0.00023742387661819693,7,79,0.00019525305100906893
67,0.40696839863901824,327,0.3056467094751536,154,0.00023773872517553757,8,81,0.00017418601687947167
68,0.4233937902426897,120,0.2906150939316298,160,0.0002407146174818441,8,76,0.00013026622140259556
69,0.41590490518825984,355,0.32885764845909604,148,0.00034051673405449846,9,85,0.0001990676835132596
70,0.31122523811128405,384,0.2809452529836333,152,0.00027446287478282414,7,100,0.00030511596341473797
71,0.3217299980518622,316,0.3061712125496997,155,0.00021407913853640294,7,70,0.0002552762332438705
72,0.32303911909534067,310,0.3353109005073357,140,0.00023766360003545255,8,64,0.00011912513815523664
73,0.41955713386135346,335,0.2792594474971423,146,0.0003011751914549324,7,88,0.0003509157566915111
74,0.2967628880920056,303,0.3173965059630343,157,0.0002512100266860918,8,75,0.00021761566526244861
75,0.3119270730988753,340,0.2972875754499191,150,0.00030635072914559145,7,84,0.00015134603181341574
76,0.3068680575769566,354,0.2685615499786769,141,0.00021838049273332154,9,96,0.0002656989690736361
77,0.27768905443347036,321,0.3521763007814306,153,0.00028239481119928905,7,71,0.000472272088460689
78,0.4751072939365141,326,0.35269111435789696,160,0.0011858800654056454,7,105,0.0004790564128568523
79,0.43194835462871894,289,0.3162565147162767,152,0.0003464925557585094,8,134,0.0003458740416879337
80,0.26896101626983054,343,0.3381966911071379,147,0.0002886838306424935,7,72,0.0001848527156881216
81,0.32662779483428367,346,0.33529747352020833,147,0.000277616420463721,7,75,0.00018179492337498448
82,0.34946507898431417,315,0.34194896628830634,153,0.0002567436333127584,8,92,0.00022765238407711002
83,0.3565980011280107,358,0.3652497281665893,157,0.00030380262505706203,8,83,0.00010250614051161697
84,0.3438717730942498,334,0.3590878143211869,143,0.00023959724710767146,7,101,0.00016038497347968227
85,0.3157419811856144,327,0.2930638965805678,150,0.00032865238681106985,7,71,0.00013346335839261873
86,0.29343024448898186,341,0.37812414532058536,157,0.0002838933008565877,7,81,0.0005378221832702665
87,0.37035982816591173,370,0.32012450809053267,137,0.0002285722202851635,8,122,0.0002920919701694837
