trial_number,value,batch_size,dropout,history_length,learning_rate,mid_layer_count,mid_layer_size,weight_decay
0,0.40162035421340053,405.513530176432,0.42053735102266165,54.16397260786152,0.000839434125826991,14.771975827760501,366.40777871236133,0.00016869750881660985
1,0.46407776332187084,471.3108696170734,0.2064933967799,76.52346067835308,0.0017991181978305158,10.020571133149684,797.8729629392242,0.0050125363228638534
2,1.4364612645017887,360.37063857829446,0.24469890622688514,117.32962141954991,0.0009390397159276301,6.0723347981524425,696.1221325644767,0.007819409001808601
3,1.4457582957016493,314.4367171291227,0.29768500602619563,31.858161436237495,0.0016456079510206287,4.794283886781431,367.95387438537034,0.00992922271614698
4,0.4642353068836435,437.4998998150777,0.25863981756968346,46.722515349905834,0.0018961438913863357,13.511627194406882,755.8653615261741,0.005120483034444277
5,0.4751988073844396,155.64013081061825,0.35255774864736433,95.4927863520602,0.001695852725863486,10.556744575161652,363.5586124161367,0.004870516020968282
6,0.4728014507068845,130.3212938202297,0.40748827734282334,120.97466060538069,0.0019688275344693215,5.484474443289418,419.6684917573714,0.005752678592488121
7,1.4404666265684687,341.91237959711833,0.36156827499876676,68.84796255099616,0.0006195769524234253,6.771497692596081,438.8501131650746,0.0072383378854169525
8,0.3517894035818691,483.1834575907759,0.15718851021290897,91.88538632092586,0.0010724463044059084,3.477943775979983,920.9146226938531,0.0012484919563711461
9,0.33663343595352,302.1878430975349,0.31955050194035794,99.12930834517054,0.0005682360161660002,13.974466142889419,601.9466715407096,0.0005197785621991102
10,0.4269522981729336,260.32069846010296,0.4873371624271571,17.45127298848685,0.000411502475145728,12.508388689527443,614.1705917553928,0.0024828973607697574
11,0.3997210353122143,241.98267864209626,0.10432296206600303,97.34482794813269,0.0012360570982026574,2.5441311659351755,982.1777437235206,0.00024037369197308007
12,0.42956905225793757,487.31175993277645,0.15379398948192216,96.46328506414605,0.0013113329354666598,8.046126709076333,974.6992417690009,0.0022393590903586886
13,0.4521501914291325,262.7375645712446,0.18120565091710092,80.6969318110758,0.0009119643903791514,15.948274728254923,568.2654495136164,0.0021166172131288083
14,0.41408561969588614,393.75431164297424,0.31681869478317926,108.55570540000974,0.0014585948207722218,2.6159977737324116,859.8110335800864,0.0013468088233255788
15,0.4897064841480669,199.53610844772209,0.11855579574254452,85.56940898035523,0.0006332823623442968,11.244972722741082,535.8155280841354,0.0033878204889668923
16,0.4156173910521819,309.17732265863503,0.24036783761550123,63.21130560242059,0.0011106246089979566,9.148735357545728,906.446170233997,0.00108305848656145
17,0.4064071299251682,441.3590376950028,0.29327057976869353,108.4738329782567,0.0004399377257847326,7.705094689723967,274.26862266300844,0.0031196303581106427
18,0.4023930325390336,507.7605988390614,0.18780694453680358,126.84343195217009,0.0007118096956870068,12.399557408051527,710.3269765086053,0.0038641232204603814
19,0.3683821326422834,379.8735210019534,0.37093900255744106,89.78386550654429,0.0010565650586312604,4.20839424661934,500.4098148757315,0.0011553222328605955
20,0.45442747428210195,214.3488594807509,0.49931638636975506,107.4362862729644,0.0007485549692780953,14.229641145643912,637.5374982259071,2.462296154608556e-05
21,0.4137286448728539,383.5851377193835,0.3956119607498569,89.07924870314375,0.001064936480286421,4.0585556228938255,506.88691205866974,0.001357294806602748
22,0.35490172479948595,297.02950364775023,0.34163811025280627,102.07589324599165,0.001467424151210804,3.546588656924523,505.0844467185583,0.0010609082918114543
23,0.3967770045835101,290.64241354696514,0.32943324007009356,101.92737878357606,0.001437196041962256,3.3668638110692086,595.5673598596339,0.0017831017474260582
24,0.4301438735273784,338.7276772167637,0.45244830864023666,113.21191219387927,0.0014923114013616304,7.1902819015801285,681.029549420841,0.0005701923502377278
25,0.4163412154122384,287.155370463381,0.2832189489105802,71.53651455538616,0.0013399136097738671,5.530457031967243,796.073089036191,0.0028485666010606573
26,0.46080652742596445,203.60640028901264,0.33274032588339175,82.130881827634,0.0016127291752193553,2.2422770334273405,457.08451001327035,0.0037512803378164494
27,0.358032895419412,432.1180232472241,0.21957403507435644,127.9855459613359,0.000542829605070004,8.918064636622736,909.6804674453657,0.0007547431653965311
28,0.3944905838745083,346.81723225279586,0.27019276238801054,102.86134355688382,0.0011990337470438822,3.6086436446227905,271.0384986548419,0.0017500359352892547
29,0.4123789578185467,243.08537003487444,0.4453960097673959,58.07576667307303,0.0008597969250838876,15.91316207617542,564.557844175823,0.00020303832147163252
30,0.4334604020068745,415.8431319684923,0.3851067489291271,93.23475813607152,0.000998903366098489,12.175544930542788,747.1750473684527,0.004137326856227493
31,0.4944154970615567,445.82159071443164,0.1356095360197375,126.85685496061254,0.0005471197520821476,8.609314488463873,907.5216527599669,0.0012028475874030628
32,0.38862628266661464,462.048246187937,0.2216004944456582,116.9078102822462,0.0007777548081147459,9.480710304878466,860.025878022732,0.0006517715593285897
33,0.3418717909448161,417.33809400685925,0.1595387126822455,101.74370378029985,0.0004870521541104877,10.632513793053391,1019.7707244319225,0.000693445250005152
34,0.45706165792520886,509.7703887751752,0.16229014623522497,101.88048271407068,0.0005013675673780426,11.38303999468097,1022.7546509647948,0.0018193641441181859
35,1.4430130482433798,366.5487465994766,0.3091188961633818,74.47794523965138,0.001757007338562852,14.038125002187597,1008.6262215785538,0.009308997422376463
36,0.39796834566636,314.7090986522771,0.1992862982302511,79.69377129937334,0.0006692467543489579,5.058764058219065,951.5496734909809,0.0026413579112969125
37,0.39127490808685383,474.1223515395018,0.25464788750874495,112.70956461330702,0.0015469523153350036,10.149252413414926,686.0935514084122,0.000757306427020895
38,0.33085926225531603,413.3258267819496,0.34920496717513577,88.90712745966482,0.0008050362826412872,6.368800900180037,383.16481091643016,0.0068661501374179335
39,0.4268088283653031,416.2769608792075,0.15608742439718287,46.29920269710943,0.0008739366862774517,6.201462951324632,370.7204264331274,0.006340373122730846
40,1.438858683023624,489.35014225900494,0.43539592168046404,87.32372091871412,0.0008234463075437433,13.219468154744607,831.6555488043541,0.007248486517654366
41,1.434849511078018,294.22935443959625,0.3455929319552244,99.24103061028269,0.0005840292597288539,4.589728202206811,412.2874903979049,0.008694342405542201
42,0.4532065743100857,355.80190896263986,0.3603841458132633,93.36767052463794,0.0009760354094154505,6.3374971669383084,320.2004104588361,0.004674584800340755
43,0.4426543192993738,333.7011143680646,0.3776467604082492,106.0232537017154,0.00045991891838048854,3.0532755157960683,478.4538726553781,0.005577889252307595
44,1.4363028891429215,461.30036562977017,0.4062061054996436,93.33886561049349,0.0006852218362247555,5.4751262886166,542.1361608409657,0.006566101965973794
45,1.4374052744068786,403.0081547330391,0.3409612346981218,119.50814437277472,0.0012012974220430993,14.950005144792971,386.47974662239756,0.008415988366524586
46,0.42535605965527945,261.9253048405982,0.32101117586910555,83.5972337262625,0.001347799477935173,7.19436964340647,315.926508020217,4.114849517786569e-06
47,0.39189576134531795,322.8710571294176,0.30407575756497196,66.8506274284775,0.0007999689986711305,8.220846908542962,652.0229427619909,0.0015883238068218866
48,0.4228582847796514,276.9599431821447,0.1330805171437405,76.71279338184891,0.0006095937332025321,10.970129845182532,954.6881718598655,0.002176187255616879
49,0.44831540638101314,484.56674077868746,0.2836542763314445,112.49374932835154,0.0004794092424678922,2.792542923644003,589.7776446346359,0.007533254480749752
50,0.4219677940814081,428.730947195921,0.10375086158079272,96.8562704201368,0.0011283756173780602,11.854323750286227,332.7586458559902,0.006517299533445623
51,0.39965030547387587,448.4865122259801,0.23356596313745812,122.60957928414385,0.0005363683497022559,9.7965619345328,911.6212689790284,0.0007594156342207179
52,0.30395190881754824,428.3621975466815,0.21972659155268492,89.82598866786904,0.000728843671480034,8.748576116476123,985.6164831523313,0.0005655954284326235
53,0.3605600727889352,371.8197711770183,0.18060299658957676,90.88633515112228,0.000732051817653011,13.228377331791462,989.4796771889013,0.0004560765282892348
54,0.37381316650502694,389.34917379959927,0.17497303550065973,99.13335043902623,0.00042210010719876187,10.42591539656577,948.3221833091263,0.001137783290292924
