trial_number,value,colsample_bytree,learning_rate,max_depth,min_child_samples,reg_alpha,reg_lambda,subsample
0,0.50548217612924,0.9370149982787195,0.002631892167945515,7,85,0.0024528217968180243,0.997661586710997,0.7230615696866327
1,0.5054120399353144,0.917983194197679,0.00479244494769101,6,17,0.037719557389857085,1.0896066764702437,0.8684174013458488
2,0.5040114048886538,0.902949519121882,0.008281573161637188,9,98,0.013805700175687871,2.7570260739658243,0.6241797282442949
3,0.5014692519096712,0.8153439526011905,0.005951125312236767,5,78,0.14862327869382846,3.2685098873329856,0.9753180917228056
4,0.5077928562946425,0.6097106533135518,0.012025784570210403,10,24,0.001204753203799448,3.361940014131756,0.9330643613224222
5,0.5040044903426019,0.7559482288670895,0.014256716523524221,12,12,0.049108284155482865,2.017575063120257,0.7953261106048841
6,0.4967146561095261,0.6414739088785388,0.0033356031017691425,10,12,0.0829955043742804,2.6031526852588454,0.6607960943789971
7,0.49811351526161446,0.67896062166523,0.0022867264768244135,29,19,0.03192871091031012,2.1748892591779656,0.6383961159048692
8,0.49580618832705275,0.7082831267995443,0.01065098226659541,21,29,0.0067850788326643575,1.5169770277234045,0.7561470373486606
9,0.506877037024056,0.8921559014158301,0.0025979465192757494,17,43,0.02283812230162371,4.821810445442541,0.7969206817236633
10,0.5041518496869981,0.7277536606478653,0.019405908486467248,27,47,1.5873920841143212,0.7076086516993572,0.7193364678987514
11,0.49217344518879336,0.6442039277247611,0.0041647260225474115,21,37,0.005071236544034305,1.488209205606863,0.6832647753393879
12,0.49586878640114224,0.6945054044501745,0.0086281025688063,23,35,0.00542218019614677,1.464647707443081,0.7142666739600033
13,0.5074336747115239,0.8123270624203632,0.004400238439748113,20,63,0.006348196316568285,1.3938954925906137,0.6959161939470278
14,0.4971279679057566,0.6541629012517348,0.007890976480026091,17,60,0.005275169697326892,0.572118721378755,0.8459526843814821
15,0.5009200707199937,0.6004447876853373,0.011351429917768104,23,32,0.28849474495751304,0.9755275236747221,0.6004778354725263
16,0.49272833726799564,0.7209953328921672,0.0038488666295265934,15,49,0.0012849208926740637,1.755945849337026,0.7586040238200372
17,0.5057199180539285,0.7767023978402986,0.003683546626094816,15,51,0.0010157729420993895,1.877962298579485,0.6727719620611724
18,0.4962374141677892,0.6476836107415019,0.00576512097446677,15,68,0.002265478745810876,1.221173438686793,0.7605871050717293
19,0.5059466797425097,0.7334259354319685,0.0033241640655673655,26,39,0.0026666181150457424,1.7959651603895626,0.8636812174204127
20,0.5059459396728417,0.8004402169994277,0.0020008022003687453,19,55,0.012789323777676215,0.8960770719810907,0.8246710540447083
21,0.49647285353558784,0.7021672089724064,0.004422168678379452,21,28,0.009250329237731543,1.54727072710485,0.7541145632119151
22,0.4966864403349796,0.6688230619245373,0.006364703832711787,23,40,0.0031526718035633085,1.2758309328117368,0.7467187775156408
23,0.49513799825860433,0.7117765523958307,0.003802637830950796,14,27,0.0014385481731430956,2.365858193184676,0.6848473531514182
24,0.4936248991550715,0.6246698217869152,0.003719719693752445,13,47,0.0015668063402662143,2.356266176579322,0.6817189551116862
25,0.4911139408077853,0.6199273882068982,0.0029287493123235486,13,53,0.003685156525262708,3.2133475730657177,0.6541775877637481
26,0.4952798108619006,0.6291509195188173,0.0027586778067141752,17,75,0.0036269959754730153,4.26497929830859,0.6457008430938603
27,0.4927062986172179,0.6680342527950608,0.003106722369136202,12,55,0.01150270646424393,3.4275866917714497,0.6043190337229897
28,0.5023275684042753,0.9903875952049989,0.003067520120167243,12,59,0.018149875023661225,3.456753493456802,0.6024516907862223
29,0.49237770835868194,0.6763446805070116,0.002530866349674024,8,71,0.00918852493312297,4.3744943095459865,0.625630377034433
30,0.49561226211668613,0.6207865974417859,0.002376979755320493,8,94,0.5051394347857983,4.200781254989862,0.6316368106839968
31,0.4864095184254895,0.6650114333024447,0.002049549889291468,4,88,0.009502592213012112,3.901620360344086,0.6159837977241553
32,0.49361638561913623,0.6419718900762694,0.002064676617789249,7,84,0.0038603256621169784,4.856339370251648,0.6599275746989548
33,0.4885707828913739,0.6821542151006047,0.0027456938911024653,4,89,0.008863826942810035,4.022072956467283,0.62298902411533
34,0.4951036343434157,0.6056634899233472,0.002946345146351408,5,94,0.019588500724526763,2.8230105341140224,0.6524193131085554
35,0.4885217277133995,0.6549549640862807,0.0051695133739542605,4,88,0.0021249193233149975,3.7078680727057494,0.6217295745157121
36,0.4948538410792307,0.7469003406650657,0.004929781595541804,4,86,0.0023092895806408136,3.9026084916318795,0.6216544387168019
37,0.49837200835116363,0.8516052144995067,0.0021814709198673134,4,100,0.08345144057637514,2.8478452986754013,0.6144582229933349
38,0.49681459054895866,0.6613636767710992,0.0056024631226882825,7,86,0.034871768086683456,3.10580370169685,0.9269373879364022
39,0.4912051894296899,0.6871159891274626,0.0024340183910386264,10,81,0.002102858651429007,3.9788390463182477,0.6402085983947273
40,0.4909493797453786,0.6276293607012132,0.006968212151808821,6,92,0.007558506690253292,3.7147354516817788,0.7024331774930286
41,0.48892008423309324,0.6196492806245808,0.008330522933465371,6,91,0.009134174596510582,3.67464364101818,0.6573500856619254
42,0.49146017055447605,0.6352082788282565,0.007189545371820254,6,93,0.05336776387056479,3.667315020959247,0.6996594172589532
43,0.4847047169422811,0.6161061877501636,0.01038613517955438,5,90,0.009077248949641605,4.870603276004858,0.6167168538909669
44,0.4845553729366989,0.6116181889621392,0.009900594546082725,4,87,0.023437914727521405,4.862962290445426,0.6176788158593681
45,0.48486181977872,0.6567958957036354,0.013702278121736668,4,79,0.027572135572438,4.601051050269827,0.6178455087196459
46,0.48738826130877033,0.6547562917479217,0.013825017376896596,5,77,0.06291110638885226,4.8926629697583115,0.6112308713851858
47,0.49728444707120995,0.606821979264353,0.014055754743729163,9,77,0.06796490924204336,4.982032511215766,0.6108724498753283
48,0.48899316019375855,0.6376065292092988,0.009644245757642386,5,82,0.027894885616069762,4.530067762186762,0.6398645311245813
49,0.4941835390171865,0.6004706498429085,0.017927464345711033,9,68,0.12165355227986013,4.609122770640808,0.6326295283882559
50,0.49259491263967936,0.6579072340307174,0.014143469101659829,8,96,0.04446119458953516,4.892463514926036,0.6116727642887596
51,0.4900519173702169,0.6533853228280576,0.016159836778783975,4,79,0.025346530934004588,4.381660757960393,0.667647457981287
52,0.48531248914850234,0.6865244643402779,0.01255442585324968,5,88,0.016061499808475876,3.164399306142304,0.6209299268206294
53,0.48785243621954555,0.6143126014109056,0.01293918198295996,6,74,0.018420814465107918,3.148632070944036,0.6134214887240422
54,0.49430049133811144,0.70159262966128,0.010202740794555585,7,99,0.036740412331087324,4.5002193923802745,0.6434586842557918
55,0.48429823160172275,0.6775437434832724,0.011926012567381098,5,84,0.01518687779380564,4.978184631024118,0.6324698889887873
56,0.4876538335600847,0.6856551421740792,0.012148800139187765,5,82,0.013644086282892211,4.070301237875634,0.6309726682289304
57,0.5012016399949681,0.7734191320633007,0.009245757149255409,10,89,0.01692578827865142,2.626587515794466,0.6016240674668235
58,0.49187651441182706,0.6693121142270506,0.011252280842394867,6,84,0.023403547738930094,3.3981849209154595,0.9942814003307795
59,0.49785525082781734,0.7116857045480623,0.016465537427766973,7,96,0.01188564466289828,4.493365896538925,0.6715292971288709
60,0.4975496145829215,0.724984082058409,0.015409672798629832,4,66,0.00528144622383062,2.983075881069334,0.904627048896843
