trial_number,value,colsample_bytree,learning_rate,max_depth,min_child_samples,reg_alpha,reg_lambda,subsample
61,0.484772078328444,0.6365789135500163,0.012380109694957717,5,79,0.05115082805526325,4.92793928499417,0.6215609552093698
62,0.4881876359698087,0.641228147708155,0.010556735418277776,5,72,0.01500026975752477,4.9694981952950465,0.650617204563846
63,0.4921826113171072,0.6317744258093906,0.012595489500965756,8,80,0.030145103288677186,4.149368007930272,0.6195547073915557
64,0.4915446955447573,0.6957221037372138,0.011430434269670199,6,89,0.1191557422478706,3.7738722124297612,0.6334053709939877
65,0.4875964565244954,0.6745219354303291,0.009085361116455729,5,84,0.04530170762816979,4.6721951808159385,0.6013923393635214
66,0.49226383963162473,0.6123906232959012,0.019773382042747246,9,97,0.006685868110684966,4.266495639930677,0.6392183955437791
67,0.4929691960259821,0.6446442213984458,0.01330250181433728,7,87,0.02286315034474707,3.463252278542295,0.7337316431631543
68,0.4924459102452983,0.6632273099858729,0.015517700178329654,11,77,0.01210103487298688,4.542071896783863,0.6273562212383453
69,0.4913604436844105,0.6315134944361179,0.010165629151923442,4,74,0.25451359276180663,0.547937269715084,0.8069138012792515
70,0.5026131672545647,0.7454315641940067,0.01149613403600007,29,90,0.010499682072751515,2.143936272148111,0.6462463706860709
71,0.48732064108409684,0.6490663383943611,0.013852735947797014,5,79,0.06489010086628777,4.745807557039526,0.6104380486137843
72,0.4857618362570036,0.647004870236827,0.014987549815483297,5,82,0.10392902639626926,4.020725864629761,0.6176751104143112
73,0.48697339592395766,0.6157683448059128,0.017677624758797188,4,83,0.2095269833923903,3.930084081161302,0.6201907962347807
74,0.48947369312050776,0.677130675033221,0.014896127181347195,6,86,0.08411954422325756,0.826478080732092,0.6288873330488731
75,0.49145033708535873,0.6892361425934478,0.007700626857306002,7,15,0.016247064828025633,4.222500905150164,0.7757237399282885
76,0.49516613035128865,0.6267579729462521,0.012035514698179485,8,92,0.03202520420002064,3.5468250270565314,0.6635637977695606
77,0.5015645533319826,0.8377358346330116,0.010898772473127944,4,87,1.9532830823612086,3.9084691942792693,0.679987023188506
78,0.48419323077678916,0.6633527351888335,0.012437392189123226,5,71,0.47387461998378955,3.3064400933478035,0.6183700531785874
79,0.5017557690961917,0.934853267022684,0.012748644833162624,5,66,0.8077722785468096,3.2852883606336887,0.6046791069382955
80,0.48714221797251805,0.6488295101961257,0.014863880017741728,6,71,0.4158174234707863,3.01236921544382,0.6535764018731185
81,0.4851121270649624,0.6668166905752428,0.009941673855517249,5,81,1.2155999208364723,4.278510051677605,0.620719399411742
82,0.48585553491947814,0.6369668790853743,0.009702470174953483,5,81,1.3100847323213578,4.234692365666172,0.6242478134600196
83,0.49373554211308907,0.6678928471595899,0.01208641114034611,7,76,0.9361777112246029,4.758479329404134,0.6361117082852747
84,0.49605414718353863,0.6063943766646651,0.008905556172908226,6,73,0.7229274867669321,4.375022425860983,0.6096793781707645
85,0.49724790570999605,0.6244176992660397,0.01740599079261143,25,59,0.3697975205202646,2.495276877737317,0.6178835181814228
86,0.49326515215202454,0.6571221876574822,0.010731384669522021,18,79,1.2392129331830641,4.9607420648698675,0.6431239629317855
87,0.4850538452281876,0.677723892814867,0.013266391831838753,5,69,0.5602802572100319,4.636121695498972,0.6285346144368318
88,0.4928914743604275,0.698953905249021,0.013360342846479165,30,62,0.9045741128024519,4.6085240212044996,0.6000201779482875
89,0.4851631291741758,0.6824627401114762,0.00982202102964546,4,71,0.6899901416957033,1.6671857725649732,0.6304429348739585
90,0.48790355923648443,0.7097585139857762,0.008215268970493347,4,69,0.6040507980591363,1.1100854620856246,0.6349938100376258
91,0.4843063323159149,0.6799043721547942,0.0096750835051319,5,70,0.6331316526795506,1.9069886777591845,0.6267156914664529
92,0.4889167414083133,0.6778547102805363,0.009605447361493987,4,65,0.5681136717489146,1.5894463892426411,0.6498124940264728
93,0.48820486386497786,0.6609650532131418,0.010050707143888497,6,69,1.1192011620830207,1.6423961948989978,0.6282336742225679
94,0.4871596895451791,0.7200910107203028,0.01141105274577488,5,63,0.4216950782494692,1.2097983257214522,0.607950713332403
95,0.49411218252937833,0.6707269667315917,0.007826217957467664,7,75,1.5260558008983927,1.8548349016662675,0.6599970381202602
96,0.4857441165207354,0.6804372072137843,0.010782385087922383,4,71,0.7003841032783452,2.0998359169405227,0.6264026191951548
97,0.5001815681100512,0.9838473308074801,0.008701276461690522,6,77,0.32043897508874986,1.316506175872399,0.6389532030157248
98,0.4886822328489436,0.6920700283751013,0.011757573205753623,8,85,1.0115553564334883,1.4233543569652578,0.61475408751264
99,0.487116124257408,0.6206164616651756,0.007287000533099561,5,68,0.20061624427378869,1.9433544281482011,0.6466875256836331
