epoch,train_loss,val_loss
1,0.8778246269670248,0.49133963460845903
2,0.9112700012720781,0.6463354516389042
3,0.9139458889940885,0.38578032565491244
4,0.8359570948857971,0.5528102417114039
5,0.6078218190624987,0.4881920581637639
6,0.5047367543411192,0.42058028282570137
7,0.45027611304721876,0.44026549885352256
8,0.4099659203026723,0.42170141801568384
9,0.533568865930505,0.46552375454473965
10,0.541515580837981,0.7237557502179016
11,0.673502247016185,0.43500722704335976
12,0.5623080146874433,0.5467853159483137
13,0.52206632333878,0.5467975453973697
14,0.32888225437778396,0.5200909775649679
15,0.29608519172016834,0.5924062542066786
16,0.3179497180552561,0.6249428414212072
17,0.4152719685132145,0.8798523121719877
18,0.4614252493665926,0.5010097409814156
