trial_number,value,batch_size,dropout,history_length,learning_rate,num_layers,units,weight_decay
0,0.5175228542374993,271.3559921831198,0.42019193734084304,177.54125703412893,0.00022467004480088916,3.057026321304095,139.59164092730413,0.00035935326160575927
1,0.486818631965957,221.7826410743096,0.47873095970515644,49.238023378786366,0.00030858795908963766,2.1010344690792353,106.19093938922903,0.0006442384675303703
2,0.6472291133004034,323.3012376246447,0.4082548444283347,72.73247096054897,0.001109781889784597,8.115440498964109,98.02542715756901,0.000181025365296451
3,0.7424199440432879,109.52209723662375,0.31014306299558986,37.20060286945194,0.0007547769889987555,5.8368520703592655,159.78804275149227,0.002455547400547686
4,0.4723528900010857,86.30418207008789,0.4704276545098895,127.5441039666246,0.00034248414024414333,4.237956310644148,266.97392146504535,0.0030272313988525352
5,0.36918583078655653,314.52950892927845,0.2711321802709068,93.22964608124204,0.00032919020549239067,5.4982403961380015,190.70437799380923,0.0008480849500861611
6,0.39027177178841865,197.60972569471545,0.20212798442714183,111.36085416129333,0.0002639197854892799,5.477464419201659,288.8721418740677,0.0002133585753386276
7,0.39504393007227045,380.2922143102364,0.43715433918817836,64.90193405244267,0.0018291447144715971,4.246805617050315,278.331654349072,0.0023822362439469293
8,0.6339375313817562,147.44561238890049,0.27764687499543644,126.54815539343222,0.00048748562242450155,5.467784834127258,177.18223936587646,0.007726131148747163
9,0.6433217995582583,121.71234831347056,0.23066691748882615,64.30129962427719,0.001070146574813013,9.117425437855708,215.88300332820117,0.001279937700514357
10,0.3877498075633706,294.65103106613367,0.3598733021040661,96.89557320794287,0.0004595404454584544,7.523475768911996,377.42164813255096,0.0009326699349669854
11,0.42818044537377214,298.78069266672554,0.3532448550517498,99.07547687829671,0.000451366483661871,7.445749621953817,378.641636616077,0.0006480663425407448
12,0.4486945715403842,365.6064814570161,0.34920938666176715,91.72864959993244,0.0005282485137829613,7.291392619215442,375.6035013802783,0.0011312752797731495
13,0.3862214805837163,266.3195106729937,0.2860771422633452,155.02484091164962,0.00038539371860679824,9.88193149567029,327.57135396394335,0.00010454370888900603
14,0.4255287177191523,252.36266286859345,0.274667412364439,171.70923634032553,0.0002086589459965308,9.89328021605014,326.78337761582884,0.00012458851785336945
15,0.5188350380537753,343.25910426656014,0.26232682392167855,152.058893063922,0.0003319217212389159,6.566247895758478,204.85965401132765,0.0064591327625836996
16,0.36529218277665315,183.1108092647877,0.30535842730395985,148.93718920323533,0.0006427084182262713,4.663938725286586,237.05398992074714,0.00010634695861264879
17,0.3760253298693074,173.85765735781575,0.31572965641379197,191.41346699610543,0.0007171466857451039,4.600472923644038,243.92514205091706,0.0003281542689979238
18,0.37733790846820364,221.8101310897934,0.22911420212621783,144.55361783389952,0.0009317181156275497,3.369533194466545,234.29262625171378,0.0003090119726416579
19,0.709661325794494,168.2793111540529,0.3219943259854744,132.2685266240846,0.0014305517738411727,6.5155252354143025,194.41680250007676,0.004299851601034944
20,0.3748374396633959,70.4030679263787,0.37806277541353495,111.70715273629872,0.0006112163076535741,4.990544051518268,157.69480744799617,0.0005563955308715818
21,0.4694746495698562,75.98567000081829,0.3846402549289359,84.17739002639904,0.0006146035151581235,4.817026240162401,67.50091545943215,0.0005014385662816624
22,0.38859847036307443,133.65928865149033,0.3777594025316861,109.52988087143402,0.0006108241975851234,3.152672199313898,144.04544534563192,0.0014602598098125998
23,0.38069125889482613,190.56217760528494,0.3308579358691824,115.45122160073798,0.0008197043936322396,5.266243064005685,176.03903346778142,0.00017342412314987155
24,0.6330700377504269,240.11002786591587,0.2429628790681439,138.86967339182752,0.0003981365258272461,3.8306286784867405,126.26379656437466,0.0007882748740275032
25,0.5992415084274944,100.37065817192125,0.30017851871738277,163.13562113389665,0.0005736938464726295,6.321547731740793,249.39460585704876,0.0016033355026843473
26,0.3524894977668802,322.5895872735635,0.25733139059901766,79.92599524544407,0.0012272915269195509,4.961114529500364,186.96357659897654,0.00044137089278137873
27,0.401811101189452,321.6394436090521,0.2012006441983811,79.62772553609736,0.0014534748436813843,5.9382050492337894,190.92534252480212,0.0004572082006426832
28,0.3370500093627119,350.0218469226179,0.2528110952348076,54.19305000127878,0.001256968574315435,2.2942349105133006,305.8675825807524,0.0002450891185861517
29,0.34259457436507335,364.5624563303945,0.25459162354254006,52.293426103045675,0.001988614632679231,2.2374602402156483,314.13866803817405,0.00021739125319159718
30,0.3491537821507026,344.3908258225212,0.2512447296128232,49.96695255238655,0.0019201335391411324,2.8664941434981634,309.2638944499037,0.0002455658251513894
31,0.40334259735609956,352.81741054970996,0.2547785326033464,50.89802025301152,0.0019988254190560014,2.1017980422935985,308.838362902223,0.00025618990517107675
32,0.3489582181690696,344.40082711525446,0.22299301061265625,40.62293792225208,0.001569585148905667,2.5519998963625685,347.7442820863416,0.00040724156282603445
33,0.3366178196525859,383.9792015591338,0.22155468693692296,34.84198694586253,0.0016484101263389127,2.4862465774711517,342.444970933828,0.00015308930822503086
34,0.34952253540475925,375.7985866184817,0.2178155889012364,34.309579144174386,0.00159432374431686,2.506001612394597,351.7972683791802,0.00014860187423241681
35,0.34450899357210374,358.62716195305626,0.21807853004264108,39.1201164330949,0.0016533185602059088,2.036690873444182,347.44077019513355,0.00017927664995995489
36,0.33879376116270077,383.25855438283884,0.23993942064368218,59.56847187008878,0.001286231428450089,2.1006184636909695,350.52197849634194,0.0001682709757708462
37,0.37190526230428034,383.7402933643297,0.23958242442061284,60.04421991810457,0.0012423274347970244,3.68714602650903,300.28830251149236,0.00013911878215030056
38,0.3470186840988205,296.88699818660365,0.29555198848060205,57.423664112358914,0.0012797512113255926,2.6055372000997936,266.0895048759193,0.0002151991107772807
39,0.3272868499159813,334.8268253107657,0.20610025667772447,45.552070441481874,0.0010221354298865363,3.667018105877289,332.82779501298387,0.0002932777370765169
40,0.36988717306427615,335.34678223387004,0.20893365301232414,43.50571000439463,0.0010357877010573199,3.535018247487178,336.00851877166366,0.000319248213753195
41,0.35646452847087456,369.51157353935616,0.2410212198127329,72.61023658495537,0.0017424118887996293,2.999321381818607,318.31953860884187,0.0002494897393929378
42,0.3722367015427458,360.5302469429428,0.2690459410496295,32.55306500881481,0.000942869046830486,2.251586407517107,360.95640673445985,0.00016482590149044396
43,0.35669575729323716,383.35666433986364,0.2343487558329358,54.62542240435323,0.0013958801700074232,2.838174226106766,289.11817229582323,0.00021055167185438667
44,0.38051309314316617,312.4991749220967,0.21152717546447924,67.7468977398815,0.001112983851429439,2.391276098802187,362.1746638023279,0.00013939321921241504
45,0.4154282701229621,357.1514071496625,0.2847193792779356,48.01503958845116,0.001787095467858072,4.275959404887804,267.8123134107568,0.0002832196166346678
46,0.36327463340259597,279.4925137938007,0.25041596414245526,43.21698789699323,0.0013749361495877977,3.934961878208944,334.6342659206606,0.0003781948884829793
47,0.36020073295978017,331.21963762159714,0.4356031882656933,63.45364909403766,0.0011744918278329681,3.266760051814894,292.1237318639303,0.00021192089652905235
48,0.34992784248319214,370.42828940529506,0.22353698541507733,72.02945685175351,0.0009513828612198717,2.860783310750816,364.9451175316199,0.0001183287886506144
49,0.40410630748478954,310.9033302513265,0.2637956341433842,56.233168617486115,0.00025840207940292344,2.076771153747479,313.40786997411817,0.0001934736011626417
50,0.32394367812457914,278.9634013832126,0.46410922980480906,49.22601265302331,0.001518620281105373,2.426548530917931,381.98957302064053,0.0007016657338566426
51,0.36084892978211364,272.857720097638,0.45570591629375523,47.3539691071941,0.0015631106943112755,2.6846051485176323,383.79278067075904,0.0007564994470252003
52,0.3585146015275738,336.17080098436816,0.4760937614367015,32.02852659492444,0.0013269058633238388,2.4017160898403747,337.24501564484723,0.0005672417033053871
53,0.38079896747709036,350.58358366924466,0.39764814490402317,39.67406488273128,0.0017432235472912908,3.125877965170501,366.4378024766318,0.00035262149206725647
54,0.332500141412912,367.29242547485006,0.4922920776496947,65.2213809456311,0.0014808476069530178,2.0201838118562674,327.70974732126996,0.00012225277921401132
