"Date, Time",TRC-DT,TRC-RT,TRC-PPL1,TRC-PPL2,pH-DT,pH-RT,pH-PPL1,pH-PPL2,cond-DT,cond-RT,cond-PPL1,cond-PPL2,fDOM-RT,fDOM-PPL1,fDOM-PPL2,TOC-RT,TOC-PPL1,TOC-PPL2,DOC-RT,DOC-PPL1,DOC-PPL2,minutes_since_start
2025/11/04 00:00,2.51,1.96,1.658828472360898,1.3606170611545867,7.9,7.8,7.84674274866738,7.86,208.550003,212.449997,213.35024809070137,213.429993,6.64,6.086735487147859,5.98,1.639,1.6373154017140357,1.629,1.639,1.6338182789355868,1.629,70
2025/11/04 00:00,2.48,1.96,1.6541457824982306,1.3652540850162933,7.88,7.8,7.851820405052397,7.86,208.550003,211.970001,213.1925511127048,212.940002,6.68,6.050007813016114,5.94,1.647,1.6353136826962908,1.63,1.647,1.6369624464310717,1.63,75
2025/11/04 00:00,2.48,1.96,1.6477536676638749,1.3702483893194393,7.86,7.79,7.850774620990123,7.85,208.550003,212.449997,213.07163882799327,213.679993,6.66,6.080393947845705,5.94,1.642,1.6323342712312934,1.628,1.642,1.6329075204624075,1.628,80
2025/11/04 00:00,2.48,1.96,1.65952445126611,1.369327494603671,7.84,7.8,7.845849866723566,7.86,208.550003,212.699997,213.1213744240533,212.940002,6.63,6.05550042464207,5.93,1.647,1.6320282024262271,1.624,1.647,1.63481862135599,1.624,85
2025/11/04 00:00,2.48,1.94,1.65,1.370109919913808,7.82,7.79,7.85,7.864819998701935,208.550003,212.449997,213.22843276940625,212.7879094792334,6.66,6.093971791453775,5.9,1.644,1.63417299998202,1.623,1.644,1.6310979306554336,1.623,90
2025/11/04 00:00,2.47,1.94,1.66,1.3772570198697247,7.8,7.79,7.85,7.86448593978786,209.039993,212.940002,213.190002,213.1530321793892,6.64,6.085802846813349,5.97,1.648,1.635182951635839,1.629,1.648,1.6330017347068209,1.629,95
2025/11/04 00:00,2.43,1.94,1.66,1.3790990456769354,7.78,7.79,7.84,7.854212045731734,209.279999,212.699997,212.940002,213.4028468856509,6.65,6.082921452599215,5.891628008607614,1.643,1.633,1.6276345819204086,1.643,1.633,1.6246326556656572,100
2025/11/04 00:00,2.43,1.95,1.66,1.3833213495359582,7.76,7.79,7.84,7.868642042942455,209.039993,213.429993,213.429993,213.22579701927444,6.67,6.05,5.930197725219439,1.649,1.637,1.6255225292040127,1.649,1.637,1.6237511956621342,105
2025/11/04 00:00,2.47,1.96,1.66,1.3824134472116385,7.75,7.79,7.84,7.857575152014839,208.789993,213.429993,213.429993,213.6947547892669,6.66,6.07,5.9172659976646775,1.645,1.633,1.624175004479787,1.645,1.633,1.6264272109878293,110
2025/11/04 00:00,2.46,1.96,1.65,1.3868037528685606,7.74,7.78,7.84,7.862884483456975,209.279999,213.429993,213.679993,213.128647323002,6.67,6.1,5.89558645645922,1.641,1.638,1.6191182646323314,1.641,1.638,1.6219013600396162,115
2025/11/04 00:00,2.45,1.97,1.6549347790180124,1.39,7.73,7.78,7.839270222026004,7.87,209.520004,213.190002,213.57324255,213.64767667945077,6.64,6.05,5.87423832938892,1.641,1.638,1.6228859782012288,1.641,1.638,1.6226125407865544,120
2025/11/04 00:00,2.43,1.97,1.656295753016716,1.39,7.72,7.78,7.842782690718866,7.86,209.279999,212.699997,213.5184939,213.429993,6.61,6.074318394208518,5.863643094592447,1.651,1.637571428571429,1.625,1.651,1.637571428571429,1.625,125
2025/11/04 00:00,1.16,1.97,1.65530580518496,1.39,7.72,7.78,7.833187141435254,7.85,209.279999,213.429993,213.46374525,213.190002,6.66,6.080244028095009,5.89,1.648,1.6371428571428572,1.623,1.648,1.6371428571428572,1.623,130
2025/11/04 00:00,0.44,1.96,1.6533493425196413,1.4,7.72,7.78,7.839190331401343,7.86,209.279999,213.190002,213.4089966,213.679993,6.63,6.063783441129691,5.85,1.65,1.6367142857142858,1.624,1.65,1.6367142857142858,1.624,135
2025/11/04 00:00,0.34,1.97,1.6531283021390204,1.4,7.72,7.78,7.839317501592588,7.86,209.279999,213.190002,213.35424795,213.429993,6.65,6.0666739854403575,5.79,1.643,1.6362857142857143,1.625,1.643,1.6362857142857143,1.625,140
2025/11/04 00:00,0.31,1.96,1.6483647244499904,1.4,7.72,7.78,7.83886951071613,7.86,209.279999,212.940002,213.2994993,212.940002,6.67,6.063792363431907,5.77,1.652,1.635857142857143,1.619,1.652,1.635857142857143,1.619,145
2025/11/04 00:00,1.07,1.96,1.6501553801185638,1.4024367748957112,7.72,7.78,7.84,7.858403887526582,209.279999,212.940002,213.24475065,213.0946528127417,6.64,6.026206692727699,5.76,1.649,1.6354285714285717,1.627,1.649,1.6354285714285717,1.627,150
2025/11/04 00:00,2.46,1.95,1.65,1.399263944305229,8.68,7.77,7.84,7.860437466766522,209.279999,212.940002,213.190002,213.1247681009102,6.65,6.04,5.7578057835935885,1.644,1.635,1.6231666666666669,1.644,1.635,1.6231666666666669,155
2025/11/04 00:00,2.76,1.95,1.65,1.3955389280854784,8.68,7.78,7.84,7.863872482293239,209.520004,212.940002,213.190002,213.0420725828189,6.67,6.03,5.74766548589007,1.639,1.631,1.6225714285714288,1.639,1.631,1.6225714285714288,160
2025/11/04 00:00,2.63,1.96,1.65,1.3979852714285037,8.65,7.77,7.84,7.859651059707578,209.520004,212.940002,213.190002,212.97029045000252,6.69,6.0,5.762855918650945,1.643,1.63375,1.621976190476191,1.643,1.63375,1.621976190476191,165
2025/11/04 00:00,2.64,1.96,1.66,1.390801954487952,8.61,7.78,7.84,7.863370631246653,210.009995,212.940002,213.190002,213.0248204025038,6.64,6.02,5.748214727311671,1.643,1.636,1.6213809523809526,1.643,1.636,1.6213809523809526,170
2025/11/04 00:00,2.66,1.96,1.66,1.399895391173196,8.58,7.77,7.83,7.86504930349283,210.740005,213.190002,213.190002,212.8074201799273,6.65,6.02,5.77019737956412,1.642,1.637,1.6207857142857145,1.642,1.637,1.6207857142857145,175
2025/11/04 00:00,2.65,1.96,1.6599999999999997,1.4010910736119326,8.57,7.8,7.840100313117818,7.87,210.5,213.190002,213.196001775,212.87507384745916,6.62,6.0,5.76274509112048,1.635,1.635,1.6201904761904762,1.635,1.635,1.6201904761904762,180
2025/11/04 00:00,2.65,1.96,1.6599999999999997,1.3986591376472994,8.57,7.8,7.839449655224904,7.86,210.259995,213.429993,213.20200155,212.95283930532295,6.62,6.021717391281399,5.76312879424499,1.639,1.636490073695711,1.619595238095238,1.639,1.6354274773930249,1.619595238095238,185
2025/11/04 00:00,2.65,1.97,1.6599999999999997,1.4,8.57,7.8,7.83899211563869,7.86,210.259995,212.940002,213.208001325,212.940002,6.69,5.997408336091507,5.81,1.64,1.6375014545400322,1.619,1.64,1.637141050850864,1.619,190
2025/11/04 00:00,2.65,1.97,1.6599999999999997,1.39,8.57,7.8,7.837017016833503,7.86,210.009995,212.940002,213.2140011,212.699997,6.65,6.008082236656699,5.77,1.649,1.6357627462724045,1.6205,1.649,1.63753987394035,1.6205,195
2025/11/04 00:00,2.65,1.97,1.6599999999999997,1.39,8.56,7.8,7.840022550945654,7.86,210.259995,212.699997,213.220000875,212.940002,6.67,6.00342595480781,5.79,1.645,1.6371381286966034,1.622,1.645,1.6378434440873948,1.622,200
2025/11/04 00:00,2.65,1.97,1.6599999999999997,1.39,8.56,7.81,7.838979185142584,7.86,210.259995,213.190002,213.22600065,212.699997,6.63,6.023397867060466,5.79,1.65,1.6353736430944086,1.6221111111111113,1.65,1.6384321665468822,1.6221111111111113,205
2025/11/04 00:00,2.65,1.97,1.6599999999999997,1.392189626949622,8.55,7.81,7.84,7.856938775510205,210.259995,213.679993,213.232000425,212.8330409066064,6.68,6.034117065532371,5.84,1.632,1.6379529032511408,1.6222222222222222,1.632,1.6370230373129515,1.6222222222222222,210
2025/11/04 00:00,2.65,1.97,1.66,1.3868042294745906,8.54,7.81,7.84,7.855782312925171,210.009995,213.190002,213.190002,212.6761416691275,6.67,6.02,5.819331912572769,1.647,1.634,1.6223333333333334,1.647,1.634,1.6223333333333334,215
2025/11/04 00:00,2.65,1.98,1.66,1.3892191344568643,8.54,7.8,7.84,7.854625850340136,210.259995,213.190002,213.429993,212.73773960206,6.66,6.05,5.799155606865785,1.649,1.646,1.6224444444444446,1.649,1.646,1.6224444444444446,220
2025/11/04 00:00,2.65,1.97,1.66,1.392498305167203,8.53,7.8,7.85,7.853469387755103,210.259995,212.940002,213.190002,212.86097867812288,6.64,5.97,5.827956385363226,1.643,1.633,1.6225555555555555,1.643,1.633,1.6225555555555555,225
2025/11/04 00:00,2.64,1.97,1.66,1.3917024171755867,8.53,7.8,7.84,7.852312925170069,210.259995,213.190002,213.190002,212.9149001287698,6.68,5.99,5.8204279838300055,1.641,1.6375833333333334,1.6226666666666667,1.641,1.6375833333333334,1.6226666666666667,230
2025/11/04 00:00,2.65,1.97,1.66,1.3900971627326726,8.52,7.8,7.84,7.851156462585035,210.259995,213.429993,213.429993,212.86005720670136,6.65,6.01,5.806184415527438,1.651,1.638,1.622777777777778,1.651,1.638,1.622777777777778,235
2025/11/04 00:00,2.65,1.97,1.6599999999999997,1.3847141004102164,8.51,7.8,7.844897959183673,7.85,210.259995,213.190002,213.4125795744899,212.94399768081144,6.66,6.0,5.771976771753345,1.649,1.6376,1.6228888888888888,1.649,1.6376,1.6228888888888888,240
2025/11/04 00:00,2.65,1.97,1.6599999999999997,1.3940964036839656,8.51,7.8,7.847414965986394,7.85,210.259995,212.699997,213.34726076625736,212.940002,6.69,5.993742794862824,5.807955358612011,1.643,1.6372,1.623,1.643,1.6372,1.623,245
2025/11/04 00:00,2.65,1.97,1.6599999999999997,1.39,8.5,7.8,7.849931972789116,7.85,210.009995,212.940002,213.31183036638825,212.940002,6.67,5.979456528062849,5.8,1.643,1.6367999999999998,1.6225,1.643,1.6367999999999998,1.6225,250
2025/11/04 00:00,2.64,1.98,1.6599999999999997,1.4,8.49,7.81,7.852448979591837,7.85,210.009995,212.940002,213.20929563081984,213.190002,6.67,5.9633401424353405,5.83,1.645,1.6364,1.622,1.645,1.6364,1.622,255
2025/11/04 00:00,2.65,1.98,1.6599999999999997,1.39,8.49,7.81,7.854965986394558,7.85,210.009995,213.429993,213.02518165228275,213.190002,6.66,6.017166787137826,5.78,1.655,1.636,1.6235,1.655,1.636,1.6235,260
2025/11/04 00:00,2.64,1.98,1.6599999999999997,1.4,8.48,7.81,7.857482993197279,7.85,210.009995,212.940002,213.01761997995683,213.190002,6.65,6.028389743529016,5.78,1.649,1.6355999999999995,1.625,1.649,1.6355999999999995,1.625,265
2025/11/04 00:00,2.64,1.98,1.6599999999999997,1.395211183127344,8.48,7.81,7.86,7.850476190476191,210.259995,212.940002,212.79982935896757,213.36952486116124,6.69,6.013908261036433,5.77,1.635,1.6351999999999998,1.624525,1.635,1.6351999999999998,1.624525,270
2025/11/04 00:00,2.65,1.98,1.66,1.398465592115189,8.46,7.81,7.86,7.850952380952382,210.259995,212.940002,212.92656932698523,213.41160787469107,6.66,6.03,5.752856798849724,1.645,1.633,1.62405,1.645,1.633,1.62405,275
2025/11/04 00:00,2.63,1.98,1.66,1.396351790284516,8.46,7.82,7.86,7.851428571428572,210.259995,212.940002,212.940002,213.53824598809467,6.72,6.0,5.779727667908335,1.646,1.635,1.623575,1.646,1.635,1.623575,280
2025/11/04 00:00,2.63,1.98,1.66,1.3964972738405843,8.46,7.82,7.86,7.851904761904763,210.259995,213.190002,212.940002,213.43909180233197,6.68,5.99,5.817449076769539,1.651,1.639,1.6231,1.651,1.639,1.6231,285
2025/11/04 00:00,2.63,1.98,1.66,1.389692553586528,8.45,7.82,7.86,7.852380952380953,209.770004,213.429993,213.190002,213.57571813568575,6.66,6.03,5.825754282551053,1.655,1.629,1.622625,1.655,1.629,1.622625,290
2025/11/04 00:00,2.63,1.99,1.66,1.390025783321817,8.44,7.81,7.86,7.852857142857144,209.770004,213.190002,213.679993,213.66149242181305,6.66,6.01,5.850276012197206,1.653,1.634,1.62215,1.653,1.634,1.62215,295
2025/11/04 00:00,2.62,1.98,1.6599999999999997,1.39,8.43,7.81,7.860952380952381,7.86,210.259995,213.190002,213.66736383844076,213.8137531254907,6.65,6.04,5.85729428549675,1.645,1.6327333333333331,1.621675,1.645,1.6327333333333331,1.621675,300
2025/11/04 00:00,2.6,1.98,1.6599999999999997,1.39,8.42,7.82,7.861904761904762,7.85,210.009995,213.429993,213.6698898221792,213.919998,6.72,6.031204121201385,5.85,1.651,1.6322666666666663,1.621,1.651,1.6322666666666663,1.621,305
2025/11/04 00:00,2.61,1.97,1.6599999999999997,1.39,8.41,7.82,7.862857142857143,7.85,209.770004,213.190002,213.76231697811144,213.679993,6.7,6.005587323697631,5.88,1.655,1.6318,1.621,1.655,1.6318,1.621,310
2025/11/04 00:00,2.61,1.98,1.6599999999999997,1.38,8.41,7.82,7.863809523809524,7.85,209.770004,213.429993,213.7988752702647,213.190002,6.63,6.030366808726432,5.92,1.649,1.6313333333333333,1.625,1.649,1.6313333333333333,1.625,315
2025/11/04 00:00,2.6,1.98,1.6599999999999997,1.38,8.4,7.82,7.864761904761905,7.85,210.259995,213.190002,213.8887984443313,214.160004,6.69,6.054412571596084,5.86,1.637,1.6308666666666665,1.622,1.637,1.6308666666666665,1.622,320
2025/11/04 00:00,2.6,1.97,1.6599999999999997,1.38,8.39,7.82,7.8657142857142865,7.86,210.259995,213.190002,213.9174141728013,213.190002,6.7,6.057820512240991,5.88,1.648,1.6303999999999998,1.62115,1.648,1.6303999999999998,1.62115,325
2025/11/04 00:00,2.6,1.98,1.6599999999999997,1.3830701185198242,8.38,7.83,7.86,7.855220143985116,210.259995,213.190002,214.0585845852452,213.63495465646648,6.7,6.047842285476567,5.88,1.65,1.6299333333333332,1.619,1.65,1.6299333333333332,1.619,330
2025/11/04 00:00,2.6,1.98,1.66,1.380405137189273,8.38,7.83,7.87,7.852839445741522,210.5,213.190002,213.919998,213.20475966054207,6.68,6.08,5.8824559381668,1.647,1.6294666666666666,1.61875,1.647,1.6294666666666666,1.61875,335
2025/11/04 00:00,2.59,1.98,1.66,1.3842520527228428,8.37,7.82,7.87,7.858400106981114,210.259995,213.190002,214.160004,213.73600425148908,6.68,6.04,5.877340678732076,1.643,1.629,1.6185,1.643,1.629,1.6185,340
2025/11/04 00:00,2.6,1.98,1.66,1.3859546492986214,8.36,7.82,7.87,7.852802199045254,210.5,213.429993,213.919998,213.83548670243,6.73,6.09,5.901337347042763,1.65,1.629,1.61825,1.65,1.629,1.61825,345
2025/11/04 00:00,2.59,1.98,1.66,1.3904979264813042,8.35,7.83,7.87,7.8469670817291295,210.009995,213.429993,214.160004,213.8695093559758,6.68,6.05,5.868721610486653,1.644,1.629,1.618,1.644,1.629,1.618,350
2025/11/04 00:00,2.59,1.98,1.66,1.3889827792704064,8.34,7.82,7.86,7.856795454394051,210.259995,213.429993,213.919998,213.83758400356925,6.65,6.03,5.882308906502802,1.65,1.628,1.61775,1.65,1.628,1.61775,355
2025/11/04 00:00,2.6,1.99,1.6599999999999997,1.3902641742308424,8.32,7.82,7.872708883918647,7.86,210.259995,213.429993,213.94296567792333,213.3223278289379,6.72,6.09,5.858625564697116,1.643,1.627,1.6175,1.643,1.627,1.6175,360
2025/11/04 00:00,2.6,1.99,1.6599999999999997,1.4,8.31,7.82,7.868759874840184,7.84,210.259995,213.190002,213.9359246558272,214.410004,6.69,6.073182427343334,5.89,1.654,1.626,1.61725,1.654,1.626,1.61725,365
2025/11/04 00:00,2.59,1.98,1.6599999999999997,1.39,8.3,7.82,7.868320578670857,7.84,210.009995,213.190002,214.0907910743159,213.679993,6.65,6.075024203467014,5.86,1.645,1.625,1.617,1.645,1.625,1.617,370
2025/11/04 00:00,2.59,1.98,1.6599999999999997,1.39,8.28,7.82,7.86752182492757,7.85,210.259995,213.429993,214.09829126842695,213.919998,6.71,6.065434905185249,5.85,1.647,1.624,1.6195,1.647,1.624,1.6195,375
2025/11/04 00:00,2.59,1.99,1.6599999999999997,1.39,8.28,7.83,7.872696235434853,7.84,210.259995,213.429993,214.0629969134386,213.429993,6.69,6.063890619368541,5.82,1.652,1.623,1.622,1.652,1.623,1.622,380
2025/11/04 00:00,2.6,1.98,1.6599999999999997,1.39,8.26,7.82,7.877363537297948,7.84,210.259995,213.679993,213.96481998443545,214.410004,6.69,6.079901625154631,5.85,1.644,1.622,1.6215555555555556,1.644,1.622,1.6215555555555556,385
2025/11/04 00:00,2.59,1.99,1.6599999999999997,1.3936057455191289,8.26,7.83,7.87,7.836168004110336,210.5,213.429993,213.9128059225915,213.9342186558383,6.69,6.084032132494974,5.77,1.645,1.621,1.6211111111111112,1.645,1.621,1.6211111111111112,390
2025/11/04 00:00,2.59,1.98,1.66,1.3924326022526077,8.24,7.82,7.88,7.844723124757357,210.259995,213.429993,213.919998,213.8308735110905,6.71,6.09,5.839184770420896,1.651,1.636,1.6206666666666667,1.651,1.636,1.6206666666666667,395
2025/11/04 00:00,2.59,1.98,1.66,1.3983859094379416,8.23,7.82,7.88,7.838793922711381,210.009995,213.429993,214.410004,213.83244070384788,6.68,6.09,5.8492600168083415,1.649,1.6355,1.6202222222222222,1.649,1.6355,1.6202222222222222,400
2025/11/04 00:00,2.56,1.99,1.66,1.3989337788873584,8.22,7.83,7.88,7.854748810372284,210.259995,213.429993,213.919998,214.7096558334576,6.66,6.07,5.833931880429823,1.646,1.635,1.619777777777778,1.646,1.635,1.619777777777778,405
2025/11/04 00:00,2.57,1.99,1.66,1.3891950594389035,8.21,7.83,7.88,7.8478278789697935,210.009995,213.429993,214.160004,214.64569024296347,6.69,6.08,5.8506745938187175,1.644,1.6355,1.6193333333333335,1.644,1.6355,1.6193333333333335,410
2025/11/04 00:00,2.58,1.99,1.66,1.3967030699927057,8.2,7.83,7.88,7.85147132171396,210.009995,213.429993,214.160004,214.4556438916197,6.7,6.08,5.844510896656375,1.642,1.636,1.618888888888889,1.642,1.636,1.618888888888889,415
2025/11/04 00:00,2.59,1.99,1.6612499999999997,1.3975047587692302,8.19,7.83,7.884009746346454,7.86,210.259995,213.429993,214.1878453754493,214.3376260772056,6.7,6.07,5.898735913917957,1.645,1.6337142857142857,1.6184444444444446,1.645,1.6337142857142857,1.6184444444444446,420
2025/11/04 00:00,2.59,1.98,1.6624999999999996,1.4,8.17,7.83,7.878717757316009,7.85,210.009995,213.429993,214.1366138513169,214.649994,6.73,6.064823717472652,5.88,1.64,1.6314285714285717,1.618,1.64,1.6314285714285717,1.618,425
2025/11/04 00:00,2.57,1.99,1.6637499999999998,1.39,8.15,7.83,7.87808195877797,7.84,210.009995,213.429993,214.136119874566,213.429993,6.69,6.077912433333618,5.86,1.647,1.6291428571428572,1.617,1.647,1.6291428571428572,1.617,430
2025/11/04 00:00,2.58,1.99,1.6649999999999998,1.39,8.14,7.83,7.8847900018824655,7.84,210.259995,213.429993,214.00417195088832,214.410004,6.69,6.072905726317427,5.83,1.636,1.6268571428571428,1.617,1.636,1.6268571428571428,1.617,435
2025/11/04 00:00,2.59,1.99,1.6662499999999998,1.39,8.12,7.82,7.888527414876699,7.84,210.259995,213.190002,214.12356008531356,213.679993,6.68,6.062531778642128,5.85,1.648,1.6245714285714286,1.617,1.648,1.6245714285714286,1.617,440
2025/11/04 00:00,2.59,2.0,1.6675,1.39,8.11,7.83,7.890270998392445,7.84,210.009995,213.190002,214.1609386116828,213.679993,6.68,6.065716041379324,5.76,1.644,1.6222857142857143,1.613,1.644,1.6222857142857143,1.613,445
2025/11/04 00:00,2.59,1.99,1.66875,1.39487684882251,8.09,7.83,7.89,7.839503387401244,210.259995,213.190002,213.94437235530148,213.8296037668478,6.66,6.061752680418722,5.76,1.654,1.62,1.6143958333333333,1.654,1.62,1.6143958333333333,450
2025/11/04 00:00,2.58,1.99,1.67,1.3875337977804845,8.08,7.83,7.89,7.838678408428898,210.5,213.679993,213.919998,213.7028748173519,6.72,6.08,5.804204211128526,1.654,1.628,1.6157916666666667,1.654,1.628,1.6157916666666667,455
2025/11/04 00:00,2.58,1.99,1.67,1.392939239713763,8.06,7.82,7.89,7.83750490145282,210.259995,213.429993,214.160004,213.89056362709687,6.71,6.06,5.802529918888627,1.651,1.6302777777777782,1.6171875,1.651,1.6302777777777782,1.6171875,460
2025/11/04 00:00,2.57,1.99,1.67,1.3850166262650283,8.04,7.82,7.89,7.845399160645065,210.259995,213.679993,213.429993,214.76369858569396,6.72,6.04,5.83541860113698,1.649,1.632555555555556,1.6185833333333337,1.649,1.632555555555556,1.6185833333333337,465
2025/11/04 00:00,2.58,1.99,1.67,1.391644196959342,8.03,7.82,7.9,7.850594571741766,210.259995,213.429993,213.919998,214.23703185639005,6.75,6.04,5.791419255704802,1.64,1.635,1.6199791666666667,1.64,1.635,1.6199791666666667,470
2025/11/04 00:00,2.58,1.99,1.67,1.3905813857645326,8.02,7.82,7.9,7.855429682300114,210.259995,213.679993,214.160004,213.8450387688126,6.7,6.05,5.7804345350281325,1.643,1.634,1.621375,1.643,1.634,1.621375,475
2025/11/04 00:00,2.56,1.99,1.6697499999999998,1.39,8.0,7.82,7.8991836734693885,7.86,210.259995,213.429993,213.9575616557082,213.98462224696203,6.71,6.04,5.777081157276542,1.651,1.634,1.6227708333333335,1.651,1.634,1.6227708333333335,480
2025/11/04 00:00,2.56,2.0,1.6695,1.4,7.99,7.82,7.899319727891156,7.85,210.259995,213.429993,213.81068145422464,214.410004,6.74,6.028318835737732,5.84,1.654,1.6338541666666668,1.626,1.654,1.6338541666666668,1.626,485
2025/11/04 00:00,2.55,2.0,1.66925,1.39,7.97,7.82,7.899455782312925,7.85,210.5,213.429993,213.95025841066877,213.429993,6.71,6.014788669195004,5.88,1.645,1.6338750000000002,1.616,1.645,1.6338750000000002,1.616,490
2025/11/04 00:00,2.56,2.0,1.669,1.4,7.96,7.82,7.899591836734694,7.85,210.259995,213.679993,214.22996901477404,213.919998,6.71,6.040484977680182,5.79,1.645,1.633895833333333,1.617,1.645,1.633895833333333,1.617,495
2025/11/04 00:00,2.54,2.0,1.66875,1.39,7.95,7.82,7.899727891156463,7.85,210.259995,213.429993,213.9742940227977,213.190002,6.71,6.066068524008421,5.8,1.642,1.633916666666667,1.6155833333333336,1.642,1.633916666666667,1.6155833333333336,500
2025/11/04 00:00,2.53,2.0,1.6685,1.39,7.92,7.82,7.899863945578231,7.85,210.009995,213.429993,214.1770204842612,213.429993,6.75,6.048059617438958,5.8,1.651,1.6339375,1.616,1.651,1.6339375,1.616,505
2025/11/04 00:00,2.53,2.0,1.66825,1.3929709917907092,7.91,7.82,7.9,7.845124391511777,210.259995,213.429993,214.2065814327866,213.31256986107195,6.73,6.070219605689505,5.81,1.643,1.6339583333333332,1.619,1.643,1.6339583333333332,1.619,510
2025/11/04 00:00,2.52,2.0,1.67,1.3943186532451797,7.89,7.82,7.9,7.850233006315509,210.009995,213.190002,214.160004,213.48196829460903,6.69,6.07,5.799552436891333,1.65,1.6339791666666663,1.6190857142857145,1.65,1.6339791666666663,1.6190857142857145,515
2025/11/04 00:00,2.52,2.0,1.67,1.3915093673904635,7.89,7.82,7.9,7.848216679306418,210.259995,213.429993,214.160004,213.13353411673327,6.75,6.03,5.746355090174888,1.651,1.634,1.6191714285714287,1.651,1.634,1.6191714285714287,520
2025/11/04 00:00,2.51,2.0,1.67,1.4001535771682747,7.88,7.82,7.9,7.847709303864141,210.009995,213.429993,213.679993,213.5339149901045,6.67,6.05,5.858234777751557,1.646,1.632,1.619257142857143,1.646,1.632,1.619257142857143,525
2025/11/04 00:00,2.52,1.99,1.67,1.396472912147796,7.86,7.82,7.9,7.852165303649079,210.5,213.429993,214.160004,213.2999963622737,6.72,6.05,5.826274613028603,1.65,1.6305,1.6193428571428574,1.65,1.6305,1.6193428571428574,530
