trial_number,value,colsample_bytree,learning_rate,max_depth,min_child_samples,reg_alpha,reg_lambda,subsample
0,0.5324313489864663,0.9545686381887165,0.0036693857030781303,9,80,0.09154123293058414,0.626775735597447,0.9981808608432925
1,0.1766127096372155,0.7239044397662286,0.010289497252410098,25,55,0.2818245697404519,3.965112184774619,0.8851409894618024
2,0.32963479565939996,0.8041672266161766,0.00643554377836164,19,44,0.3837195779312432,1.7345983516209937,0.661092065186213
3,0.6662397374169421,0.9624147008278274,0.002428397501778572,13,38,0.02189501861307466,2.1102266232790554,0.7065756233016921
4,0.718317290202863,0.7349858497541283,0.002146370941984055,13,87,0.18163338592620462,2.736942122736729,0.7024259674579844
5,0.6747311249155618,0.8626581470052139,0.0023432246469861457,25,27,0.38435312363020413,1.1403019515028145,0.8058690908968684
6,0.052342993766986784,0.9754240704426178,0.017656473700056068,21,15,0.01169429162982982,1.5692897203134943,0.6171758291322406
7,0.6273976303270503,0.8625020214244509,0.0028050929878499064,12,76,0.31595821596044593,2.1402137293643286,0.9358001987357089
8,0.343945246682136,0.9482309281266035,0.006013448186148256,23,13,0.12499280595598188,1.8414883567662135,0.6413151310885353
9,0.3225223353928269,0.9367757548601726,0.0066499977313156655,9,47,0.00157449332820007,4.628828361220261,0.6926933693599855
10,0.04618941099540928,0.6187476232127765,0.019131435826746503,30,12,0.010691244995979813,1.0670480086933072,0.6189495282747762
11,0.041745099813222476,0.6053011114647583,0.01989509661232654,30,10,0.011193262493658821,0.9782137436970338,0.6045873624982206
12,0.050932890533627324,0.6035242294809261,0.018822648565451752,30,26,0.0046024108607129344,0.817186215687895,0.6023731383128141
13,0.11024609769848492,0.6002173813230989,0.013024953567523768,30,25,0.006143946825753002,1.0224502561484317,0.7673097203101502
14,0.22598890430520102,0.6620266822671322,0.011957723122435746,4,61,0.03685685891132777,0.5220665574372472,0.7546256781925861
15,0.041502940525861856,0.6638534769766866,0.019601082484108526,27,12,0.0010908520961885077,1.2032762875320595,0.6509179112357232
16,0.2173242956521659,0.6620835981748373,0.009274587206006291,26,98,0.0013425494444195968,0.7748489761334326,0.6634869478025518
17,0.09253108106063075,0.6589940892542526,0.01425088547310051,27,33,0.9673976701968371,1.3456813297661168,0.8189252203291565
18,0.20404759804588188,0.7006778364167603,0.008953789850639762,17,19,0.0024190711575907,0.8032370001015302,0.7362717710142913
19,0.45719546008901696,0.6361137615314298,0.0045535242145245645,22,10,0.003337450662692989,1.4054323558990907,0.6485424762238755
20,0.08390288123832686,0.7071536199133265,0.015070574377722698,19,32,0.0373166163899638,2.799137146535012,0.6781458873636809
21,0.04809833000177702,0.6275055430837734,0.019186789465200037,28,20,0.012514425988998289,1.0435001563310362,0.6232078547900491
22,0.07785900166740715,0.6281900803957415,0.015182188882574998,29,10,0.008365677032195557,1.204289586964657,0.6260632044079816
23,0.042247704898897294,0.6794538769417954,0.019820386258125853,27,21,0.019451794818033344,0.9112216264617964,0.6083106074828005
24,0.1395826369450115,0.6840381516479498,0.011280202222373442,24,20,0.022188901524191066,0.9025551037244433,0.6077644933050188
25,0.07517789190319595,0.7490193719113858,0.015615529043444456,27,39,0.0010462828640824947,0.6482435531498567,0.6358047030546752
26,0.23409499576519854,0.7629164185636097,0.008447153145469299,21,63,0.002527892803635587,0.6807932365209381,0.6715530188492358
27,0.061391800879688666,0.8090442120309819,0.016529033269189367,28,21,0.07624057421572503,0.525476196800887,0.6014392453577242
28,0.10639036781643874,0.681185479149144,0.013124932417201361,26,30,0.018852416515873226,1.3554982632901946,0.7150458823308592
29,0.04038174411633841,0.6476406977384144,0.01997555620106696,23,17,0.06158105197997012,0.6969165955420139,0.979776508427717
30,0.40771765792307557,0.6500303276610352,0.005132904228015745,19,47,0.0735956526935666,0.5975232157370494,0.9811546595298258
31,0.03890811807070569,0.6838742068009509,0.019951923315932235,24,16,0.052154237849841696,0.8852305445126445,0.8590235065463775
32,0.05547508354157439,0.7109606543175421,0.01707736393462145,24,16,0.05517692777840135,0.7366572329471573,0.8849195959030975
33,0.1658867224678138,0.6125199391169378,0.010230388587595559,23,10,0.11817281110637516,0.9040982962245799,0.8720466624836244
34,0.09680886540905533,0.6444421889161069,0.013726708551324105,21,25,0.048492307633221,0.5936336165607912,0.8449321586072991
35,0.041143125084313184,0.7860978164783412,0.019921746224282166,16,38,0.025569345978401818,0.9603736546105744,0.9290111218429953
36,0.5852559474589525,0.8058859243040998,0.00312742799682568,18,37,0.20513484997602657,1.2366827299581793,0.951418574704077
37,0.06940789182084897,0.7829082273723132,0.0165806215601712,16,57,1.9278937907870346,0.7080663552918249,0.918793785127988
38,0.12605496680195,0.8372680893658282,0.011845854333103164,15,41,0.16618483089994018,0.8783640233352863,0.9766412137653215
39,0.060780656715371535,0.7413157597844205,0.01787812275487255,15,69,0.5520875705549784,1.6062185536061948,0.9066830458101413
40,0.07103187008687958,0.721928319365724,0.015851497349733557,11,46,0.02567812353995402,1.1331177872792524,0.9979626400596316
41,0.03864599192264064,0.6911047386779317,0.01993614959586248,25,15,0.03154182010584269,0.9782425943459743,0.9445963377076483
42,0.05262299983924194,0.7850781373287966,0.01745763134143251,25,17,0.10462984055377103,0.9902880270978018,0.8480790298659502
43,0.09070890260128338,0.6922986674223109,0.014295961490603694,23,52,0.034429150797735064,1.236234433091498,0.9472406539929765
44,0.04961603997168158,0.8992831705890229,0.017720791523613087,20,15,0.062398592431221256,0.8424797767693772,0.9203004530794046
45,0.04163745240460707,0.6680197147957515,0.019973958602487206,25,28,0.014628279288091782,1.905452846996476,0.964954941242698
46,0.29266719137206293,0.7249644331465394,0.007008631183940603,22,35,0.02965094966019363,1.5585978183959064,0.8959052321664142
47,0.10142747909167292,0.7615701560392057,0.013035867580448546,14,23,0.008135554778488093,0.7561610583975468,0.7926472464280313
48,0.11163109712623209,0.8302651597830472,0.017899670295926103,4,17,0.22850065888223245,1.0946899883772698,0.8601688659603681
49,0.16147485657992686,0.6446737142910924,0.010520673216524406,25,28,0.04724707792537224,0.5790333796586842,0.9320776340852452
50,0.07564592436523335,0.6705949717634829,0.014989099680090255,17,14,0.13588051673572096,0.9374544779614967,0.8300422814490298
51,0.0431167366348083,0.6720978155605467,0.019735495873039223,26,29,0.01405198957963604,1.9918811670371912,0.9632924591349429
52,0.04423285915138841,0.6922359896877409,0.01963508862855477,24,26,0.016456931964996317,3.2469967107244737,0.9988604005512123
53,0.05001562364366221,0.661647360931531,0.018149020872411426,28,23,0.005093457483123327,1.734566340798602,0.9658793826854029
54,0.06205436972499673,0.7210041471937063,0.01654201639309093,22,13,0.09105520820589448,2.158395235219071,0.9320106165852554
55,0.04671886137936976,0.626809988829709,0.01986027590906329,26,32,0.02992558117919802,2.4017106528456447,0.9003065027116361
56,0.08438163716543068,0.6556773988014999,0.014312541506646334,29,16,0.04225969171228985,1.5137485624713547,0.945373260198754
57,0.06279782154810322,0.6960639204109175,0.016111755039839512,20,19,0.001813160762639918,0.7950803688462595,0.9808971982591864
58,0.06410079936797736,0.6387514900003699,0.018360931121890352,24,88,0.006730580783473333,1.1578012060567984,0.7858498196606092
59,0.4841923804059546,0.9949911306220012,0.00409205683845902,23,24,0.003890375016078821,1.052831777225214,0.9148128379536574
60,0.716933528493502,0.674410410640666,0.002055620792931703,25,41,0.009844513715337178,1.316223380527343,0.8799512402351086
61,0.04821663874160368,0.6110497353220004,0.018611300293102217,29,12,0.015836916134481672,0.9505559254514642,0.7234324459183868
62,0.07193856093465689,0.6233754165375832,0.015489688614397153,27,13,0.025983628748090973,1.0039665841496945,0.9608645610319695
63,0.04087991339283629,0.6070642041518205,0.01990663186170353,28,10,0.06424148957556557,0.6527045862161162,0.684292396358835
64,0.04313033403281797,0.6403056586497534,0.019904586582080098,25,18,0.06384966834173493,0.6798780937371143,0.6943116619686597
65,0.0609099722849923,0.7101667694920596,0.016744006718903658,28,22,0.08197952155227947,0.5471636013802449,0.645711262466201
66,0.047977706716034005,0.6550363625830817,0.01825255138935698,26,12,0.03895298696761549,0.8076316876249814,0.6572158878705053
67,0.08306520004324283,0.6147967561363559,0.014584344898438927,30,20,0.05791337758019277,0.5014527915956759,0.9340246385440363
68,0.06341284612486138,0.6334225752931066,0.017069939365116568,18,30,0.14182793119271628,0.6371546479205233,0.6890596323092214
69,0.11440762198787215,0.6674166742242348,0.012268507504377989,27,10,0.023262200835622044,0.8568336977459842,0.7385596879871011
70,0.04924799484696912,0.6020069287711631,0.018669473656744425,28,27,0.0966544034883922,0.7215755526045615,0.9776047211174935
71,0.04835006456164434,0.6095444017451412,0.01983685824065068,29,15,0.011484511502792687,4.986478903988141,0.7615184742363889
72,0.06991355834694127,0.6487414665086499,0.015848902555307652,30,10,0.019077450378354715,0.9766040240412973,0.6359512001715026
73,0.056612552567761515,0.6895328946489808,0.017202223164806147,12,17,0.045591052611388856,0.6846271522671208,0.6284841486163619
74,0.25970973556975163,0.620421828067278,0.007860388438489367,27,19,0.027434596979073342,1.4177837571648544,0.6103593262650306
75,0.05038954109056207,0.6307174928692469,0.018765396833010307,29,14,0.0025196247458967535,1.8263436031341678,0.6561588576844668
76,0.056953316656275926,0.7624020486437988,0.017091211485167263,24,22,0.07293745278114148,0.8557497828431836,0.6737278177126351
77,0.6473715493757205,0.6004675471373194,0.0026344476795753025,26,35,0.03260139275841254,0.7475803448098429,0.9442963197704953
78,0.09547088054524461,0.7044346673103938,0.01350017856137692,22,10,0.0010310553528270713,1.1197565751332743,0.614777473734621
79,0.3786335212991205,0.7349940850173811,0.005609685329676145,28,51,0.05440750677494203,1.041423463523902,0.8175273196853056
80,0.044425489789023595,0.7938960341390656,0.018875734221301187,30,25,0.00902846423689496,1.1896003331921339,0.986069731683841
81,0.041288125350886634,0.8193550180774514,0.01976883106299918,27,20,0.01976608808656154,0.9236928089910642,0.6061525486241939
82,0.0657247830888029,0.8204268731204606,0.015911014826704848,26,15,0.017162837512425352,0.9142513238478317,0.6281050096517412
83,0.048481414242976945,0.8782686103365878,0.017899440791882815,27,12,0.012795381652363496,0.7983264383607449,0.6192245774603574
84,0.04132004086895754,0.6820194140839878,0.01984030175504988,24,18,0.021174112636251147,0.8916756251060074,0.6016546489854284
85,0.041282363772494286,0.8379940705260136,0.019166809606374537,25,20,0.020857425035387785,0.6090981045682815,0.9599894184766352
86,0.07261796485083145,0.8493741710802131,0.0152687584118157,23,18,0.02175666063516453,0.6066672014008974,0.6045040075130922
87,0.05436652601138283,0.8186667161383664,0.017490196978647125,24,22,0.036936008979731094,0.6562768679983769,0.6010778386608281
88,0.04619037579236167,0.8639658046569194,0.018798970557250032,16,20,0.33653155410579416,0.7652833376498079,0.6666810237513159
89,0.060626549531690416,0.680262159092248,0.01657004178635675,21,15,0.11076949667925542,0.5599980494775942,0.6379112685708269
90,0.0446061829483722,0.7728522532542772,0.018947646158161243,25,17,0.45629120145433527,0.8305395187814892,0.9243388274988432
91,0.0395567336607471,0.8015677184193732,0.019716241269839823,25,25,0.02181830399892221,0.706379507369682,0.9575907664818524
92,0.048768537477943304,0.8458687590504314,0.01795655666343262,25,24,0.022530869318472455,0.7036222190812793,0.9667896584458463
93,0.04047137938656528,0.7936594728098356,0.019327654793960126,26,21,0.031374242181227065,0.6177809707554293,0.956317190935765
94,0.043828736333418016,0.7949547415138334,0.019055578867068663,23,31,0.031933891799138914,0.6530182486453133,0.9552733476105023
95,0.038978083094043534,0.8154075636545323,0.01998966575298126,24,26,0.050151191841163734,0.6168413719455368,0.9115848650325816
96,0.055266131856397185,0.8131738746759795,0.017283059435087747,26,34,0.048447095839462904,0.601642800839125,0.9125382723253516
97,0.049327758267848305,0.7757964785284023,0.01787871813495847,24,21,0.06905838854119664,0.5376833273444367,0.8995081675767544
98,0.07724519519456562,0.7985593620967448,0.014724857643033879,22,26,0.0406368519469315,0.6181465914283854,0.9900277639995533
99,0.06164086490525681,0.7505323557020787,0.016404813408478724,26,28,0.053170770911986916,0.5807734177165887,0.8706323116672715
100,0.1131296148043706,0.830147368627609,0.013925914684485428,6,37,0.02543310964831499,0.7390698477516499,0.9408566129043767
101,0.04110640093335941,0.8071891779933729,0.019131795296278814,23,19,0.0204847663553602,0.5658699990321844,0.9512679742200986
102,0.04260124696235544,0.7878899320074702,0.01906982968855781,23,24,0.01842318722422315,0.5639859513219575,0.9293439220413713
103,0.04625119152647925,0.8069344951657769,0.018314752672030393,25,21,0.03539060034032403,0.6661940557815753,0.949854430480378
104,0.037503770906309464,0.8245168123473076,0.019855752990549584,25,16,0.013597010630982868,0.6274592315905766,0.9724817891673366
105,0.05087585941731147,0.8367741241569296,0.017343294762112833,25,14,0.013306303201678738,0.6350605318464044,0.9715815615948182
106,0.06065433770580613,0.8532414231111992,0.016188631775100736,20,17,0.08887493817577824,0.5222897168299665,0.9581247555611466
107,0.5427075002641186,0.7769042386408614,0.003458171170425536,14,13,0.03074269234540575,0.5026711628374264,0.8891730347406148
108,0.049541611203174823,0.8019209067743988,0.01901921011472567,24,74,0.015569141627262107,0.6994324801542057,0.9890307027027176
109,0.04658456477704862,0.8239692487486288,0.018280311245499038,23,23,0.028231523575245096,0.6233987991415595,0.9400989511879655
110,0.05467925369810736,0.7895037237334547,0.01695979392301312,18,16,0.043687890073562594,0.576630209543084,0.9099385509810711
111,0.03801653043472729,0.8376995846133193,0.01991046458466114,27,20,0.02443207816492398,0.776623416355459,0.973136671207608
112,0.037686432345041855,0.839480156672739,0.019939990934539294,16,19,0.025007475596566145,0.7756658466178208,0.9744872643519129
113,0.0394688361588147,0.8086160773219749,0.019855359989606455,16,26,0.06381734886031784,0.7818641452916844,0.9781973430506256
114,0.04952061801480057,0.8626617696329054,0.01795773059319875,17,27,0.06202471138020367,0.7238735432154676,0.997458747211788
115,0.05125201180241935,0.811936290917244,0.01925107171195889,15,100,0.07761985059459656,0.7745694847012075,0.9751585447523395
116,0.0375610616015757,0.8840854947631397,0.019950828843267758,17,18,0.03945185126978216,0.675032223320604,0.9735772754736765
117,0.03665814270274583,0.9276527434966256,0.01999673962573409,16,12,0.051390174041883716,0.6776996815020906,0.9718218879983623
118,0.07049789924042017,0.922209686062814,0.015345751841138781,15,25,0.052632573041207484,0.7708500665869187,0.9738203352269058
119,0.04500069587002517,0.8952247855946844,0.01827023891346789,16,12,0.0403689162583195,0.6951679878038797,0.9841197003297437
120,0.03734817820371069,0.923127565022839,0.019942205793777232,14,16,0.03529009792550142,0.7336872974992803,0.9973495337584445
121,0.03748522254621484,0.9362581121250967,0.019969697592822366,13,16,0.03567492140771932,0.8311968363830491,0.9981573285510529
122,0.03788629488621887,0.9363374486475493,0.019959349581428188,12,16,0.046278894759003604,0.8190791149022996,0.9958001510242558
123,0.051439386750576035,0.9498439177531831,0.017483971562069153,11,15,0.04795620933630396,0.8085307238661928,0.9965133720081344
124,0.03922089750417926,0.9658861157241051,0.01990338094161861,13,18,0.03779901528712243,0.8744182515130078,0.9901374141990782
125,0.05903124931049948,0.929959700181783,0.016474843896386825,11,18,0.03554437985704013,0.853127421559394,0.9866327618483248
126,0.03746667985360132,0.9747233257693725,0.019999016649243945,13,13,0.040759978920456026,0.819059521348957,0.968957795253108
127,0.046236765840939144,0.9657468702977161,0.018285324641160262,13,13,0.04282237383736239,0.8713937643480636,0.9690458165108593
128,0.053236206173257736,0.9918126255739148,0.017378803623579436,12,16,0.03838583130505555,0.8132764299134934,0.9973183992502656
129,0.0449053210780977,0.9166971553578236,0.018297048033470716,13,11,0.025926434803608255,0.959155108917106,0.999707232388878
130,0.03749408298878609,0.9396124508727574,0.019893838824989366,14,14,0.05435224122002974,0.7437879702042235,0.9695860706135817
