trial_number,value,bagging_temperature,depth,l2_leaf_reg,learning_rate,random_strength,subsample
0,0.13754864471587633,0.013395962950805506,5,3.949665237145836,0.009689226025763761,0.21138405679251202,0.7922514587231392
1,0.13072181661691165,0.1281019605889786,6,3.0795277858731076,0.005010291785091524,0.10384896724097538,0.9073384031614916
2,0.13253444490492833,0.0033049571189760736,8,7.568579713723907,0.0032712345642197903,0.7107496185234479,0.6856951924578768
3,0.14736746159591116,0.6269823553690423,5,1.996167082828239,0.006029900148625598,0.21874655943621307,0.6930392949390733
4,0.13325039512392092,0.007678049375187889,7,9.212042178942566,0.023022667447857522,0.18518867202828962,0.7437952989150421
5,0.12893516002730412,0.026945885196359362,8,1.572867258657985,0.002208780115703858,0.3051002450112291,0.6672840365439208
6,0.1372010780482233,0.0017227441497495368,6,1.7714130740009375,0.005587846827016049,0.12515018853831858,0.64849994645427
7,0.1396487692779169,0.001166755605998272,6,9.786066751886803,0.003104231000691265,0.17657885141365667,0.6885374341382241
8,0.13919512133764958,0.367895434092685,11,8.109268151995256,0.0031557336840888493,0.2068667554333299,0.9720570292135635
9,0.13313941835994153,0.027894559842882617,6,1.022076817090088,0.003816208569801285,0.2724692157380668,0.8645162230061786
10,0.1326964060717241,0.09344537446757087,11,1.0044576173826623,0.011932177379689619,0.5163226120887355,0.6018616743087846
11,0.13407428531781035,0.104073904235971,9,2.981663046006344,0.0022677339735769275,0.10297522829074315,0.9196337068909022
12,0.13163515232811182,0.11085617207176071,9,4.345752764527822,0.002017046185480537,0.38105422886270496,0.8247036488552053
13,0.15041736806963885,0.03470631265922068,4,1.7486436822574452,0.014666382943473806,0.8048465041606327,0.8890262411783576
14,0.1317160162636509,0.23630481827081476,9,2.73186791635749,0.005213432883078613,0.38331835914205453,0.7592016768224453
15,0.13529528960582324,0.04409014505262589,8,5.190847882281843,0.00833407298352479,0.14851212186046353,0.611087371993956
16,0.13361537819447467,0.9799243240828305,12,2.325065449734637,0.004604933671067927,0.5569357103679977,0.9565716239646842
17,0.1290969975221107,0.012247626006261912,7,1.3916779949644684,0.0025448084577998522,0.29488432716509627,0.8265953833328865
18,0.12836627906650064,0.008402552664365563,10,1.357788326957419,0.0024554876697063903,0.30336133479708516,0.8183066367916972
19,0.13012795644310265,0.0041173299452702036,10,1.3873897115304201,0.0026205853688489205,0.3709984447209255,0.7255392381482646
