trial_number,value,batch_size,dropout,history_length,learning_rate,mid_layer_count,mid_layer_size,weight_decay
0,0.3507319951173431,161.61508632606677,0.42883651155053604,67.38216530558586,0.0018232119910035318,10.011435851891203,718.4361642900719,0.008982806619145784
1,0.1896584582766016,489.68075976084293,0.2888775680337986,42.340953218417525,0.0005420845530367782,7.225580908818871,837.1834669248057,0.0001893825832177387
2,0.23069559475462773,417.08804229111774,0.3398190940268886,105.86548630451352,0.0016701909524321863,3.242765745799362,950.8497300305229,0.0029859037491187347
3,0.17074537309567014,483.8662409866651,0.20688633283425079,51.996145399429935,0.0007657067572195221,4.644072722193394,731.3212498169431,0.005251204753495878
4,0.21113198772072791,334.46206840440897,0.22435781970728186,75.9880334471867,0.0017084135187345761,5.030871489073081,282.44007471278826,0.005264748216007563
5,0.2216698510761925,198.9028198430771,0.16486617573584864,76.43690985601779,0.0016513427696266112,2.2093553005461803,268.0590852387845,0.004583442816785972
6,0.19781403477320414,424.1394446967912,0.38945483731971475,120.18327335332972,0.0004435681064984925,11.062082251965144,697.6203759741805,0.0017758696334706193
7,0.1720820570732662,333.31169052059005,0.25565555024653125,55.27035054181914,0.00041748995589533674,9.769389769685827,868.5573830059789,0.0005352976789116626
8,0.3492078705685224,333.9239746031402,0.4388383683134839,120.04357962101919,0.0008471317232819993,8.98996459313394,528.3748698581085,0.00875935407218308
9,0.19828111834065643,234.53540357339267,0.266982680691944,31.056070334752974,0.0013731197453934834,13.187161036126613,857.1911042677295,0.001687470158739236
10,0.20758706972359897,506.73498577817764,0.11933372288463073,20.468197362038335,0.000979594081017742,15.705180612948123,512.8317579386531,0.006662758959217245
11,0.353235039449559,269.30249881966506,0.20938911796328735,53.3085646475651,0.0007096412453279655,6.399963534175306,985.7151081667503,0.006603489815267781
12,0.22301739049395045,415.30444994604215,0.4996486132333802,55.78592504231976,0.0011221592544660862,8.133050494508751,821.2163805979102,0.004054771965296506
13,0.21073429722249687,371.6215411878527,0.22066398753081104,90.8802468929087,0.0006751299641416988,11.91376677067537,571.57381967083,0.006564093750444287
