trial_number,value,bagging_temperature,depth,l2_leaf_reg,learning_rate,random_strength,subsample
82,0.4718396835953779,0.1028554391117811,12,6.62964365383579,0.005025550332598062,0.19028162317839423,0.9506441913907043
83,0.4657015913968532,0.14876488701343474,12,8.19093495052388,0.006084239543779917,0.13238258825100213,0.9874121589267952
84,0.47048021644740107,0.1456401651340765,12,7.858443833266044,0.006115057637148284,0.13513901611557624,0.9986282079162219
85,0.47475043992578453,0.08366010057343906,11,8.463543917604794,0.00720677359487436,0.1263011005102327,0.9718190669941955
86,0.4749500148699412,0.07080840629389518,12,6.2470047179192,0.009434152854223927,0.11035905701314914,0.9886708746519763
87,0.48396835453132786,0.15940345984580534,8,7.121911896864409,0.005807736904354474,0.12044370968262942,0.9680834700405616
88,0.4766489004384644,0.058522799332656854,12,3.3777877336868682,0.007572640885043884,0.13070114237013525,0.9182125449822653
89,0.4820574721256395,0.03540362137041436,11,4.359239404822843,0.006741172782899632,0.14645682881370087,0.7595284829731691
90,0.4758180923325299,0.001552662307038672,10,7.918884357125928,0.005033104533333785,0.280192335179616,0.9863097230725728
91,0.4635570640611504,0.39575756308594984,12,7.437077007280842,0.004512132929990063,0.16424771345348538,0.9570182915714699
92,0.46505257422479684,0.5056442186391137,12,8.131751771338049,0.005550407460373313,0.20601724196452295,0.9437749419710737
93,0.4712745118805959,0.5020434318744836,11,9.503066623644491,0.005422730180967241,0.20954683575350666,0.9473331211314031
94,0.4698804538824521,0.36596428531945546,12,8.148310710943791,0.006325872467351664,0.1632061729800265,0.9322678055258431
95,0.4760034241755628,0.2793340332189717,11,2.869842171429954,0.029116618878696106,0.1635553106028736,0.6035964867863476
96,0.48423486189623804,0.7534214662890539,12,6.702038431190795,0.004925627491547191,0.568140471462905,0.9611323468189757
97,0.4814671915935527,0.4923496825650052,12,8.454927474680343,0.004505605517197423,0.1908427139150598,0.8843176390253938
98,0.4967085786107061,0.4139468206194805,6,7.239199964038767,0.005574797832691149,0.14153707985614444,0.9442368107801848
99,0.4745267985310208,0.004956700057028959,11,9.440623944212836,0.008180796877910566,0.14841010573098606,0.9193368388282183
