epoch,train_loss,val_loss
1,0.415474,0.212738
2,0.175392,0.204896
3,0.158432,0.257950
4,0.169137,0.302847
5,0.154210,0.293324
6,0.151711,0.275741
7,0.155779,0.276342
8,0.151595,0.281167
9,0.146341,0.269015
10,0.137467,0.292580
11,0.149805,0.270166
12,0.147041,0.299105
13,0.142941,0.285285
14,0.143780,0.268522
15,0.151393,0.283439
16,0.156247,0.270086
17,0.146003,0.289477
18,0.136658,0.264500
19,0.133539,0.262876
20,0.139486,0.274441
21,0.133671,0.292067
22,0.134395,0.295237
23,0.133029,0.276597
24,0.129680,0.299640
25,0.140592,0.281319
26,0.139041,0.271693
27,0.129868,0.289066
28,0.128534,0.272938
29,0.129761,0.288477
30,0.131968,0.291582
31,0.134235,0.288524
32,0.128329,0.268725
33,0.125463,0.288275
34,0.124577,0.276341
35,0.126782,0.326630
36,0.126942,0.263966
37,0.123529,0.285813
38,0.130565,0.272066
39,0.128522,0.282600
40,0.120964,0.282753
41,0.123485,0.304041
42,0.120480,0.263640
43,0.122313,0.282722
44,0.120124,0.279532
45,0.117152,0.267736
46,0.111987,0.269395
47,0.161422,0.282599
48,0.125578,0.261958
49,0.120673,0.298597
50,0.121682,0.263323
51,0.122418,0.296634
52,0.119525,0.271032
53,0.115167,0.283052
54,0.113930,0.258745
55,0.112263,0.277101
56,0.127695,0.273260
57,0.114428,0.283001
58,0.119682,0.253036
59,0.116314,0.278010
60,0.112644,0.286476
61,0.117310,0.264617
62,0.115401,0.260496
63,0.114034,0.367465
64,0.108727,0.390158
65,0.111587,0.355498
66,0.111399,0.261167
67,0.120350,0.285349
68,0.114505,0.256718
69,0.109072,0.264975
70,0.109706,0.265432
71,0.111910,0.368203
72,0.127777,0.261968
73,0.110073,0.286165
74,0.107700,0.278697
75,0.095613,0.299136
76,0.097351,0.298898
77,0.104346,0.252196
78,0.101936,0.413484
79,0.104251,0.326639
80,0.093383,0.255032
81,0.089008,0.376538
82,0.093724,0.386747
83,0.093507,0.398399
84,0.091459,0.376073
85,0.094819,0.276672
86,0.089188,0.343680
87,0.087436,0.354032
88,0.097385,0.351414
89,0.093377,0.394077
90,0.088140,0.320501
91,0.087578,0.298967
92,0.081528,0.258225
93,0.084942,0.316101
94,0.081151,0.343743
95,0.080877,0.381228
96,0.080126,0.361395
97,0.084897,0.382269
98,0.088167,0.333024
99,0.086865,0.447752
100,0.081315,0.305661
101,0.083357,0.286812
102,0.078159,0.329484
103,0.079746,0.489466
104,0.085203,0.468586
105,0.082399,0.243811
106,0.077962,0.498483
107,0.077618,0.303802
108,0.079426,0.389647
109,0.085379,0.577083
110,0.079621,0.340449
111,0.076653,0.355132
112,0.077022,0.276477
113,0.102873,0.291005
114,0.086013,0.323392
115,0.077867,0.265983
116,0.077218,0.588716
117,0.079874,0.405381
118,0.075058,0.270734
119,0.079055,0.317424
120,0.078240,0.399241
121,0.078362,0.408275
122,0.082048,0.447819
123,0.074950,0.449170
124,0.075636,0.331333
125,0.081098,0.381771
126,0.081418,0.539469
127,0.079406,0.416105
128,0.078662,0.330191
129,0.076996,0.898480
130,0.077845,0.405873
131,0.076429,0.310618
132,0.078626,0.605393
133,0.075426,0.487221
134,0.168784,0.295675
135,0.129238,0.277419
136,0.097891,0.257370
137,0.086749,0.280734
138,0.083285,0.272379
139,0.083339,0.381605
140,0.075198,0.583381
141,0.079055,0.269378
142,0.081925,0.546357
143,0.086640,0.283788
144,0.083202,0.272755
145,0.078468,0.268688
146,0.072918,0.538864
147,0.076230,0.324334
148,0.080296,0.270748
149,0.078477,0.313762
150,0.073583,0.408831
151,0.072590,0.246542
152,0.078157,0.333379
153,0.076829,0.317266
154,0.073967,0.255986
155,0.081901,0.255217
