trial_number,value,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,reg_lambda,subsample
112,0.017838360262926196,0.8079689592743822,0.024247788118127757,0.029730072070048165,27,4,1.7664015771585841,0.969645221782545
113,0.02043975751363477,0.8124721662605046,0.0250158539372886,0.026778242770707304,29,4,1.6148620888291114,0.9480803251405328
114,0.018923820611844763,0.803317233620247,0.022010895385739478,0.028381363071974156,27,4,1.7677258244753662,0.9833327746257468
115,0.024411294042103134,0.7906563598435424,0.035933279624516846,0.024846004274310222,28,4,1.98829440818087,0.9750537238454141
116,0.14931852156484776,0.860677525202435,0.045538013694560155,0.010600001054065286,25,4,1.6880473497559407,0.9509619188845967
117,0.018020319989139128,0.8355688065103597,0.017401322291283737,0.0296927612659481,28,5,2.290064795694427,0.9684559545874931
118,0.02631067783358145,0.8448443796679412,0.017358572008138323,0.023670821120970787,29,3,2.2839462723534223,0.9632400328841237
119,0.4629285729213126,0.8348208621956317,0.01028398418978718,0.004324688168702558,28,5,1.4480519718329685,0.9297478036803729
120,0.019999601939800816,0.8198764449410315,0.013218085772321725,0.02670099283944523,30,5,1.554584307691303,0.9136922255313266
121,0.017960852982880183,0.8071454588195527,0.023914546910362742,0.029884562005100913,27,4,2.0778423400726798,0.9973094875179304
122,0.018557544381797696,0.8074673824881519,0.019419177313331308,0.02866940177494675,27,5,1.7902554588599944,0.981175015382648
123,0.020382353625771246,0.8534062779889608,0.024588860087430064,0.02727594451856562,27,4,2.1335884459784844,0.9718661248293117
124,0.017942082475252186,0.7825491142274007,0.03797867453064622,0.029984533614429227,28,4,1.2858819013046492,0.9890270047862987
125,0.022505235759323405,0.7772737014675524,0.03659218487151848,0.025342941151828727,28,4,1.2183699722440398,0.9951269522143575
126,0.017253946855314506,0.7834470992038479,0.015615860335021199,0.029749108995019515,24,4,1.0693098038224744,0.9597992001264368
127,0.017795932848871585,0.7834784307792659,0.014997386819840362,0.029958782761597486,24,4,1.9189202143757895,0.9592853823172208
