trial_number,value,batch_size,dropout,learning_rate,mid_layer_count,mid_layer_size,weight_decay
0,0.032799513639299734,172,0.14020575005562286,0.0006795378726420002,3,272,0.0019316491778215645
1,0.03323899430115062,182,0.23528897654679165,0.00020035833617575865,4,510,0.00032769596284761834
2,0.053607709215098366,118,0.31595936255005413,0.0004370158532314966,4,459,0.0005998082647707905
3,0.032144081001121975,206,0.14842635145057564,0.0014598668245510136,2,437,0.009675889910542352
4,0.03635780358172842,196,0.21573637319676808,0.0019868726331719864,2,400,0.00027922687940819724
5,0.03320585622879989,232,0.17822334736466836,0.0004674563477252687,4,436,0.0041660310465178
6,0.048196170223025525,253,0.3023317417462607,0.0006957262903398534,4,486,0.006667613047645041
7,0.04959715491017798,218,0.39108652883185907,0.0006417983665152357,3,279,0.007570949133319058
8,0.05474517159035935,126,0.2883674132174816,0.0014578608561876083,3,151,0.00032648574651117607
9,0.03327361257684941,110,0.14143947884314134,0.0013614558393509888,4,345,0.0033401170763480083
10,0.0328257815381096,75,0.11368985124904007,0.0010585852341580871,2,357,0.0014277112725225583
11,0.034801550337539094,159,0.10214534354864627,0.0009212799936007782,2,239,0.0016889114886041061
12,0.03481272405348419,167,0.137308368829099,0.0002714345615144615,3,231,0.009879887826575146
13,0.0321361173161936,210,0.1615737851862115,0.0004114850204538379,3,299,0.00010688458858452143
14,0.03263362542110552,219,0.18113681687601813,0.0003720078740392753,2,411,0.00010653929679141397
15,0.0421429789344538,201,0.18248937366396742,0.00036599384759279234,2,156,0.00012497124304959679
16,0.05574013078574599,249,0.48807709598494964,0.0009746631627951432,3,305,0.0005882157827281774
17,0.031578662759386526,143,0.12414515701764313,0.001872861446740651,2,369,0.0007854382270249815
18,0.029685789091941417,139,0.11791936379215007,0.000260156334547032,3,381,0.0006532661769828379
19,0.03166589546918801,143,0.11670183509285818,0.00021762046665076574,2,373,0.0008215008275451472
20,0.030233514528264976,95,0.11559941995992574,0.0002866391826622583,3,337,0.0010276213698652407
21,0.0302628796261747,93,0.10094746944987223,0.00028478416837433623,3,339,0.000951959148019843
22,0.029403282131014,85,0.10520919363430624,0.0002717895065537587,3,337,0.0012071470887109192
23,0.028635544337562678,66,0.1254926482176985,0.0002797019302929064,3,391,0.0023991309330122813
24,0.029057212033120217,66,0.12539397230866575,0.0002510538556134666,3,382,0.0026999446601062163
25,0.028993504796121675,68,0.10067976537677316,0.0005336273905868137,3,402,0.002812801423750239
26,0.030758978918467874,67,0.12925808412774686,0.0005160330989355739,3,414,0.0029452659296201485
27,0.028989652645393337,64,0.15843492872103285,0.0003397774232942404,3,451,0.002321156730685235
28,0.030335023988546102,103,0.16159715301057084,0.0003313408376393794,3,468,0.0052654009428901236
29,0.031223269426962626,82,0.21345548215376187,0.0004996947675862151,3,440,0.0021841079835716545
30,0.030168947141792492,66,0.1564389387884503,0.0005579354135442936,4,502,0.0018835228371070116
31,0.02971544164315054,64,0.1343076759806418,0.00022482337008850875,3,387,0.0025824147337961496
32,0.02868818695457462,80,0.1281988934759539,0.00032331704434815134,3,415,0.0034444060053531738
33,0.027936278423134404,80,0.11019302277550576,0.0003345628964214032,3,469,0.003942543582891526
34,0.02955838860591867,86,0.1475126075484036,0.00033289739031474143,3,455,0.004410391363035671
35,0.030900294176662364,111,0.23990718968145305,0.00032216929289787156,3,482,0.0037782836906921024
36,0.03044509651290865,98,0.17143203514896768,0.0004099788444026232,4,512,0.005535533340136212
37,0.033727198630093436,80,0.20306798767223608,0.00020229781418911136,4,443,0.0019711993996703245
38,0.033264494301561365,125,0.2528539684140539,0.0007680444612677798,3,421,0.006322450939023311
39,0.028803599174779853,186,0.14298785721930296,0.00044784813839897656,3,473,0.004564571766712386
40,0.026888817348192103,180,0.10835572532920602,0.0004390710032185429,3,485,0.008281297392730615
41,0.027737026116709394,186,0.11239296093925785,0.0004519862315526841,3,475,0.008081638737515927
42,0.027720205323666095,182,0.11006919853661662,0.0003799516776035775,3,426,0.00785290834549853
43,0.02778170139391193,177,0.10947597501801945,0.0003864101261470219,3,489,0.00783237829194098
44,0.02758700163119642,185,0.10924055346174323,0.0004004295997573984,3,488,0.0080929780187001
45,0.027726321409692195,182,0.11083032665731082,0.000597585035286907,3,496,0.008431126316884913
46,0.02753424962592084,186,0.10761843752971434,0.0005959966347417239,4,493,0.007433266010607169
47,0.04819633376881702,167,0.35910605934468365,0.0007583865295362356,4,496,0.009923781631035829
48,0.02769409737124066,195,0.10745637172151108,0.0006784153811465718,4,508,0.006678165164491038
49,0.027477605031528015,156,0.10568910103132799,0.0006848552273595229,4,510,0.006519708894745685
50,0.028395203619615044,157,0.11995034904836276,0.000661449438010684,4,505,0.005719905769853526
51,0.028110970074112472,194,0.10612659067090556,0.000747564337342624,4,512,0.006859462356150174
52,0.0293973084594649,209,0.10046131514528261,0.0008703600780859857,4,431,0.006666598356303504
53,0.030279885416366118,151,0.13426566612249968,0.0006065608978306539,4,458,0.00880527524494198
54,0.030522617651202972,193,0.12037964385830249,0.0004908477138549591,4,488,0.004819032463820415
55,0.03600556712559203,170,0.10704270172994684,0.001117263563645115,4,482,0.006010821058797592
56,0.02920657552497084,215,0.11464966750491615,0.0005739868715555755,4,462,0.007111366376598036
57,0.030823325138765238,229,0.13609803566266432,0.0008481376990821656,4,430,0.00962548002785329
58,0.043948054817192606,177,0.12112180290715026,0.0006817151802174837,4,177,0.00772240670427052
59,0.028232400197821656,202,0.10490082496475371,0.00041645889524350956,4,496,0.005190433029556306
60,0.03268991262872809,161,0.12870790295173348,0.0006444946000539001,4,450,0.00335738105784751
61,0.02761791751881099,180,0.11052579909957921,0.0006114651239938014,3,495,0.007972210513802216
62,0.029650477600739446,188,0.11361521269004729,0.0007145537066030762,2,512,0.00022517019375466776
63,0.03029954152870902,175,0.10029469256077936,0.0008143552591136573,2,482,0.006916031688495651
64,0.028176541129748028,197,0.10884435337598804,0.0005341191442471854,4,494,0.009026287834350277
65,0.02823905772470868,161,0.11988888632384424,0.0003697015291311885,3,469,0.006224861833137637
66,0.026990152306573086,182,0.10501771022738592,0.0009425554348788085,3,476,0.009959839453663317
67,0.03219516747945841,166,0.10529816283983934,0.0010579098408886691,3,253,0.004996451374912873
68,0.04632169503680209,153,0.4702134210156019,0.001261634723512222,3,481,0.00042089097772914975
69,0.028073354362844055,203,0.11728565488364495,0.0004727944564968062,3,462,0.009891487143877158
70,0.027268654595364955,223,0.13193308353298175,0.0009579700627008635,3,503,0.004206399839632308
71,0.02709993347738958,224,0.10425502148178031,0.0009445797856739082,3,501,0.005836628230817219
72,0.02810494507634148,236,0.12639871133414313,0.0009734746816603417,3,490,0.00575842475186397
73,0.02701317689852002,225,0.10397993730462435,0.0011816053288351348,3,501,0.004042579193665716
