trial_number,value,batch_size,dropout,learning_rate,mid_layer_count,mid_layer_size,weight_decay
74,0.027405781223345867,225,0.10251599882373578,0.0012254276476705915,3,502,0.0041297847662570475
75,0.026970813846704203,224,0.10254432533282487,0.0012425118805018684,3,502,0.00411380068639521
76,0.03032368194751382,226,0.10342243742250401,0.0012639919022748186,3,501,0.0038668002489495893
77,0.028467693889912597,240,0.11516918163113876,0.001732971790382031,3,475,0.0032119180328159073
78,0.027695768823226292,222,0.10121364274959149,0.0015608533445545753,3,445,0.004228322771894191
79,0.026720455509502725,247,0.13180270187587786,0.0010929038502104605,3,503,0.003015143713252512
80,0.03090119700695368,255,0.1408906238769098,0.0011455319975998827,3,475,0.0015009889153198722
81,0.027147721657092082,245,0.13233206185713728,0.0013597921403139613,3,503,0.002930542405307198
82,0.028595821799674122,247,0.14812624192961926,0.00139505864140018,3,501,0.003145911608131485
83,0.0337585836461183,245,0.19338699158320344,0.0012492389611364035,3,316,0.0036743070894420917
84,0.027875534370797605,235,0.13149439659568102,0.001016212499724777,3,482,0.0024977208887281555
85,0.02929081293708407,215,0.12324488163550612,0.0011673504821992755,3,464,0.003901923653548193
86,0.033938696725296126,241,0.15364568983495852,0.0009321234422491395,3,501,0.004493495744738918
87,0.029132257193275744,223,0.17218528454631504,0.0015934558620066847,3,454,0.002792766099351613
88,0.026952137475041726,251,0.11581880476095363,0.0013873076664392638,3,503,0.0020884719734816995
89,0.029185525791341906,253,0.14078103039808987,0.001376130195935693,3,479,0.002916045527908331
90,0.028476568092544053,234,0.12515290109266689,0.0015110672762533258,3,468,0.0018814230383320458
91,0.027751970769493987,229,0.11648589028292985,0.0011980567979705933,3,504,0.002154089537884255
92,0.026764044809109294,248,0.1134231734692549,0.0010885883864772343,3,503,0.003466785817924019
93,0.03217357906799887,250,0.2826112875541341,0.0010761582650763283,3,487,0.0036319168434453823
94,0.027512150124261607,243,0.11327541776301596,0.00130071465754613,3,512,0.004857099524207137
95,0.03534732137263709,250,0.13338987790325657,0.0009118712377731181,3,204,0.0012487307466455635
96,0.027863967485239415,256,0.11837719105136801,0.0009970414596301325,3,491,0.00222868992437206
97,0.02816771781594756,238,0.12304835355394868,0.001334357659336301,3,502,0.0031046959555990784
98,0.042205025859066166,231,0.1293653785796108,0.0010842682945307448,3,129,0.003439600763657765
99,0.027355542726481902,217,0.11238375237800696,0.001426595738319527,3,473,0.0026328878779331563
100,0.026469103761554993,245,0.10387570107495897,0.0016304668071072369,3,485,0.005542450392414728
101,0.027464707750071773,211,0.10342978302719077,0.0016747003719343274,3,486,0.0052092807088277085
102,0.02674080234315387,245,0.10617935096125015,0.0017387280803837016,3,505,0.004501646242049
103,0.027184686955290697,248,0.1062611335164855,0.0015185618980248165,3,493,0.005619199468954145
104,0.026990455403531403,244,0.10023465785219883,0.0016593397508834016,3,512,0.004553704976813865
105,0.026986776681495288,238,0.10043455859279757,0.0019292979282992011,3,509,0.004609204838180079
106,0.031948536101041654,240,0.1001197958441403,0.0018669651656714828,3,280,0.004804895192264293
107,0.028911385260616245,251,0.1099590425061469,0.0018090104400008036,3,356,0.004652365802990965
108,0.027195934325729722,232,0.10776547330429646,0.001918850080681542,3,511,0.0035927996208314278
109,0.02777511158793789,242,0.11318685321725518,0.0016572886508546328,3,478,0.004373257808838562
110,0.02764565736388218,246,0.11671926747752927,0.0018050214098613267,3,495,0.005290042585496613
111,0.027521759862632823,238,0.10377842101737246,0.001994989577620711,3,484,0.006024021329414893
112,0.02773793549079529,253,0.1031004102376264,0.0014548552286568481,3,507,0.007265606677434625
113,0.027271337352718684,228,0.10797308025382406,0.0016305462204306209,3,497,0.00401463386775909
114,0.027407849757992934,220,0.1045650369136453,0.0017638447392619755,3,512,0.005530005590954458
115,0.027945059781546308,233,0.1004807541018504,0.0010301840458747092,3,469,0.009178312710651995
116,0.02779161872263285,243,0.11203733687388119,0.0011314782704048081,3,459,0.0033201454494580064
117,0.027343046272179924,237,0.10843887821084987,0.0015139238259443263,3,488,0.005976162089232891
118,0.027620873506792223,256,0.10471241705264968,0.0017037407104387242,3,496,0.008595088861960138
119,0.028312719161414198,247,0.12019921671387834,0.0011764226514320978,3,479,0.004504626386154975
120,0.026909686260155795,208,0.11495348194834197,0.0008814988111634108,3,505,0.004942077769267339
121,0.027025047984115036,226,0.1149551726499916,0.0018948924038803751,3,505,0.0050023314660097296
122,0.02711852989826279,207,0.11556040133335367,0.0019367755742955932,3,506,0.005031170045157351
123,0.02754958416255274,228,0.11113530516148169,0.001819280835717801,3,489,0.004174200864105196
124,0.027233270106822218,211,0.10034363562765079,0.0015801515006669878,3,512,0.003816260936026528
125,0.02857701969199642,235,0.11835743114629887,0.0008966509148068984,3,497,0.0062761281878785016
126,0.02906149314270533,191,0.10978970495781894,0.0008098612412370689,3,485,0.004762728647877101
127,0.03056257091385802,219,0.12275090098180827,0.00131112356790777,3,472,0.007177345930043434
128,0.026991258585507653,133,0.10708025360359297,0.0017406599790537795,3,492,0.003541322186813875
129,0.0279520261149431,137,0.10666962085659475,0.0014822713349810128,3,492,0.0030363798772057742
130,0.02872912473507217,130,0.10335968200217538,0.0011186414745276059,3,464,0.0035608041965994167
131,0.02760919175384927,121,0.11395604502292322,0.001881187860828541,3,504,0.004454585645926387
132,0.027638949432494578,243,0.10704495653291952,0.0017133622848143808,3,506,0.00014620416792481138
133,0.027251399264063895,113,0.11155903283105957,0.0016188676964392112,3,498,0.0038520317284105815
134,0.02823759459880824,251,0.11660970644863544,0.0017546561973538922,3,480,0.0024677797508068865
135,0.03557934137733327,146,0.33857123178187715,0.0014276321507708804,3,512,0.0033656201542541357
136,0.02752569477412026,247,0.10036726381905427,0.0012288972653741984,3,490,0.004159746636627836
137,0.02699935669239444,240,0.1069178280715375,0.0019299703976630232,3,499,0.002675885835801125
138,0.027598963391125407,198,0.10612636236809664,0.001552030759960163,3,476,0.002702652429638933
139,0.02848861303142051,239,0.10971220202672077,0.001042282030328799,3,400,0.0020733959259933874
140,0.02774122633671501,171,0.10360754112267102,0.0010921564952000068,3,448,0.0017242448843426262
141,0.03131956083514437,233,0.11376705965226204,0.0018909522207619734,3,498,0.00523932717807197
142,0.02865208878063459,244,0.10788330224769425,0.0019862637104629418,3,506,0.00316529405717447
143,0.02768424760554528,251,0.12211387911549071,0.00181327994674423,3,487,0.0024089307479292876
144,0.02678758279129197,239,0.1030402449307209,0.0016743995931648094,3,498,0.002872266053409305
145,0.02786751965408609,238,0.10303638910717217,0.00029815315589987336,3,494,0.002666950040538741
146,0.027567453669620955,243,0.10587916731386027,0.001674535208492026,3,482,0.002858639603999568
147,0.027021158277510504,249,0.10002347980651924,0.0013107267084939108,3,499,0.0035597758461774313
148,0.027640234896612333,256,0.11048937496682172,0.0017571664027023518,3,492,0.0039268726768418374
149,0.03006262230427609,240,0.22334634820505067,0.001598648953404845,3,470,0.0033970987291361263
150,0.026955203653525515,231,0.10420973705087916,0.0009876662757192405,3,512,0.003084770173901768
151,0.02644937389870553,237,0.10313793012577673,0.0010056315030377648,3,505,0.0028679938811200264
152,0.027279023433110557,230,0.10714935122001377,0.000995475615846079,3,507,0.0023550878707949536
153,0.02706165330746944,236,0.10274094856156019,0.0008651255338816619,3,499,0.002950574503648133
154,0.0273392526763582,245,0.11135223167527977,0.0009366403483702776,3,512,0.003222884064603264
155,0.03158216893604667,240,0.26117739539025264,0.0008157753751410889,3,486,0.002935282860687487
156,0.027530204071604645,232,0.11851642188936075,0.0009938573803464517,3,512,0.002552013106581815
157,0.027794555294725357,248,0.10585039312438381,0.0010580656397398663,3,492,0.002004195692271733
158,0.027356675863351335,253,0.10903890339066127,0.0017137802027721188,3,501,0.0005500518318250664
159,0.032884085168987345,242,0.10062454907474254,0.001973969798280187,3,484,0.002309655506319902
160,0.027001497633371157,165,0.11299844849581937,0.0018465737564911607,3,506,0.0027107952853235072
161,0.027079480244668216,164,0.11300500193766569,0.001817726345922804,3,505,0.00259926746583834
162,0.026860139062809506,148,0.10308384823774988,0.001653484800499479,3,495,0.003611725018030397
163,0.04067312736162342,134,0.41864611058065476,0.0016302322342837715,3,492,0.0035189158086917807
164,0.030011322135948506,153,0.10368156449992467,0.0014737444477619817,3,475,0.0045249055275294395
165,0.02754887163997516,146,0.10755889944926615,0.0015397805864654447,3,497,0.0032074921898453926
166,0.027145261811209846,236,0.1039344586294044,0.0016743569142288637,3,512,0.003819981375221279
167,0.02798892562101592,127,0.10000407380059706,0.0009012407718377524,3,481,0.004251262384989965
168,0.02763248814050138,139,0.10959630607637363,0.0009662706584755062,3,500,0.0009321178338141937
169,0.02803448178002105,247,0.10518081562288388,0.00023917444603222847,3,490,0.003106083733481668
170,0.02748220862408957,234,0.11664285954153505,0.0014085477202324388,3,501,0.0036449895191093817
171,0.0265037320097663,176,0.11076904367386695,0.0018397779660198517,3,505,0.0028988533040866567
172,0.02806245840078845,176,0.10253388907277963,0.0017594334276292152,3,494,0.0028852880108319275
173,0.027058291081488474,182,0.10808709203106034,0.0018938738357796108,3,505,0.009891961618221043
174,0.027873838580675415,172,0.11124029263467491,0.0011347850084942517,3,488,0.0034351385247781796
175,0.0270596000260299,190,0.10003229855253579,0.0017195469270542096,3,512,0.004088991103690162
176,0.02871291293311365,182,0.10551069483367313,0.0010402692625636801,3,497,0.004622854489523365
177,0.030722134809552736,244,0.1144369305452754,0.0018369481553630988,3,478,0.00830955401035165
178,0.02716208637008211,252,0.11925775867475298,0.0015827755395883536,3,505,0.003111249135721166
179,0.026977649651988404,239,0.1086138532728468,0.0016732205754633332,3,485,0.0037076401973624587
180,0.02723513750353015,147,0.10280831757238783,0.0016502865149023549,3,484,0.003932038685710463
181,0.027315996738763063,241,0.1084269595631436,0.001985397545802687,3,495,0.003751677823094168
182,0.0276302388631328,239,0.10555493915565499,0.0017810485449423655,3,504,0.00273928249490379
183,0.02747201606127746,230,0.11051947472373547,0.0016827180171228918,3,489,0.00538887874780099
184,0.03003501861792523,248,0.10366873613342413,0.0003520483527439082,3,512,0.003228955651284906
185,0.027342710515989882,237,0.11382044693686727,0.0015097384508099305,3,500,0.004355634955154412
186,0.02781867152901381,245,0.1080412966570797,0.0016051932458297177,3,474,0.004756031502345861
187,0.027993885450329704,178,0.10671128837918849,0.0019124573274322666,3,494,0.0035256604020142326
188,0.02723325546596195,250,0.10276700812586777,0.00176126752636215,3,485,0.002433329762948896
189,0.028122970672219753,204,0.11061315839307069,0.001107588249912425,3,465,0.002197953040701999
190,0.027310061380523176,159,0.11699235981878071,0.0012445276394002123,3,505,0.003016354276476439
191,0.027949646906873887,168,0.12626800300672758,0.0018174599623113912,3,504,0.00265304758099286
192,0.028062955739844977,166,0.11399482400371022,0.0018580861012159485,3,497,0.002788958445636309
193,0.028358394964966168,187,0.11190206755213382,0.0017166439603499375,3,506,0.0033522707149668883
194,0.03023080175736106,234,0.10584650870548569,0.00101192935697177,3,326,0.001795531945118257
195,0.029413810806329717,175,0.19037104617354622,0.0011834658472156803,3,512,0.002877026243671952
196,0.027610780850462487,162,0.10192355287846182,0.0009540550156598092,3,490,0.003755381264990305
197,0.03360908533332342,240,0.10025281808039888,0.0018979496447397502,3,228,0.004293783950286712
198,0.027771031161832098,244,0.12192230278503031,0.001640333785219812,3,499,0.0051450400782512605
199,0.028244253075153557,155,0.10907642529071712,0.0018173221325088228,3,481,0.0026390582109456343
