trial_number,value,batch_size,dropout,learning_rate,mid_layer_count,mid_layer_size,weight_decay
0,0.40296304977671826,275.0592122597972,0.17659835142488534,0.0010373436585797715,4.626153842379862,272.10143149935453,0.00013513177121243642
1,0.3945321810102748,265.4314221583189,0.4692936590941377,0.0019894272915346248,5.145490232688739,503.1135396141374,0.0005129425502860512
2,0.4025232624686407,289.3754467577802,0.19638652172783871,0.0008639351630876463,4.824432575978163,155.27539245874243,0.0003148112690212391
3,0.5287233061062362,228.6852409697755,0.18988394463714495,0.0016845241212696497,10.092766845047523,366.34164731606757,0.005041564732562445
4,0.403002411992607,218.76400415516372,0.3965778439971561,0.0011843229109732866,11.712945172878676,218.02880041828277,0.00015434381207319236
5,0.4555677693136438,199.8987252613862,0.22271042986903894,0.0006784642555290673,12.44420701208141,466.914457042977,0.002835583086652015
6,0.4340529046729653,242.70614931731586,0.3933382822753342,0.001107779813906361,11.578076435302066,131.35401926943842,0.002628133779243885
7,0.4491375958223543,205.41259515790625,0.45940017719312237,0.00041261038639525606,8.198442055821747,141.71761103040052,0.000996346092185643
8,0.40362260599960825,357.1084987377882,0.4314106913011141,0.0005291105074214826,8.626931816822001,317.63989742459773,0.000487696561410361
9,0.49098653184350377,361.6017755656785,0.11729150560618727,0.0004636692297022531,13.847232109997385,274.085397022443,0.0011086785658297247
10,0.3352971778569107,142.07489681923792,0.29901763550923327,0.001969647569613835,3.0871671387862367,495.25535626607024,0.00045961527169212797
11,0.36192281979643653,133.76187495300854,0.29096237782132156,0.0018891770127123949,2.376762367873399,502.70657327377114,0.00043895333717962803
12,0.38970876653751213,128.82376132728814,0.2897521515102332,0.0015094361980251447,2.2316279765651843,430.2066170168815,0.0003622015115129408
13,0.3868204833236997,129.77455738502843,0.2972138854850278,0.0019937206021394182,3.0748024987027076,415.8057593320755,0.001087009392469893
14,0.3658785614781751,165.61936891057425,0.29522687665208247,0.0014281519915745825,7.206358386715575,510.2008416203491,0.0002623076336789067
15,0.4183160737156868,167.96413588246637,0.14492955818845807,0.0013652648523548657,6.394288950510513,393.3532216070318,0.0006897585577519417
16,0.4633375241370972,156.23645759561862,0.32945246968681213,0.0008452591387535336,3.246195207793112,461.91319846498243,0.001990574181588632
17,0.40062827407243007,308.6736492351505,0.2440913151416144,0.0017068936461854826,2.117351573882452,356.34822825093573,0.00020943654936222413
18,0.40424345701397535,171.7171558103305,0.23991707081473315,0.0007041339435008221,6.134036316590634,462.7093018908083,0.00011300166259012328
19,0.5100873611644356,192.48456015551884,0.33998221163226977,0.0012528315155226847,4.27688291351034,484.46536369961814,0.008090407520658103
20,0.3964864733154902,146.51101597631072,0.15660531346541018,0.0017441832890297997,15.489224583855924,429.545717606714,0.0007273978540167325
21,0.36082265357414406,178.0941837305349,0.28498431387016576,0.0014666437955535643,7.422535979138833,511.4129661239793,0.00026219082154567186
22,0.3714288359362922,178.35450394994842,0.26848363483276644,0.0016212255402406448,3.8363986766588383,448.5995530492371,0.00018942150996250108
23,0.3652503750995248,140.59779349485052,0.3511223159197504,0.0019942460387808547,6.037635483813636,510.65492547805866,0.0003979456185800096
24,0.37422112441526917,154.90863494270778,0.23995447675802525,0.0012889446424756092,10.091498509110691,398.293402267215,0.0006946848839313158
25,0.3959136034824891,183.59552601418238,0.21249667109551426,0.0010124256513729766,2.035702197210262,482.2176611807645,0.00025684668426930634
26,0.4229228017126729,333.57395442430095,0.36568417618867305,0.0015292434321780358,7.260173003281128,444.09876618036867,0.0014824000605776278
27,0.3907825608274894,142.97710497207203,0.27891970486444984,0.001810086288712085,3.1673241440436763,482.16550232028266,0.0004978040185992375
28,0.39834731642803745,217.64774788940343,0.32409097227425904,0.0014182251604367853,5.548850996212968,376.73938428721954,0.0001986370801237433
29,0.39905310471257766,250.70022470675084,0.26182714151621794,0.0009705806733098587,7.493182981760664,319.15524165785376,0.00014062825721893404
30,0.38878027755700184,187.01561969539523,0.16318430020428196,0.0017670611770395,3.917590298399297,196.2171151892188,0.00031986979863461273
31,0.37760193082029947,138.64194403806283,0.3544367681845941,0.0019589662756080858,9.599801086476868,508.7765171268779,0.00044152045619306557
32,0.37565403693093513,154.82424514302213,0.3115373019891912,0.0018887721068533586,5.988895054781368,490.4276549752362,0.0006328678204677495
33,0.38916808425666327,141.0597055908085,0.3724609215280421,0.0015903713558441794,5.4833457103314105,504.31446303896166,0.00037178582968920196
34,0.39994571437378845,272.48507813947106,0.4190941855796525,0.0019939343624554703,4.721195467307178,511.60016485366396,0.00026407913269110866
35,0.36762571250071785,155.4757765870872,0.19895122663381118,0.0017840229124915215,4.852058336844644,471.091451537565,0.0003860355707447096
36,0.4266099821486159,131.70554957438569,0.4983116979338579,0.0015938386717563708,6.615725940247606,446.3729007315037,0.0008786363437900649
37,0.3460995472833782,170.02492471191016,0.24990452113187667,0.0011398443547975552,7.9111172617353285,483.29658818647613,0.0005531970608571276
38,0.3998674398990805,205.2456351736171,0.2592239976136621,0.0010690847673488796,10.863858266656646,283.0612723864307,0.0005703196327340661
39,0.42993583672060937,232.03739816051353,0.22077187845674293,0.0012061865835812841,7.997153236742975,417.09249391110154,0.001549370003778969
40,0.4220056326134119,295.849333472458,0.1823964177472061,0.0011560422820453794,9.328391583048937,341.0154030782038,0.0001728180252987236
41,0.3649693878467925,166.2380154686688,0.3201468031894952,0.0014616470752300051,8.578342626121472,488.44624875720575,0.0005030668792829144
42,0.3763482272803427,166.6640896313449,0.3069349970636965,0.0013409375813623725,8.898292298157713,488.07880024492886,0.0008460665034614887
43,0.3808547545023664,193.38815260023208,0.2508103800073733,0.0014746429608611929,12.830412246307436,462.7200589323797,0.0004981754753318932
44,0.3725728620624471,173.60451189481043,0.28808131231830575,0.0009110895884002127,8.113340674258646,492.57678573410215,0.00030032347793970877
45,0.3822277313221001,215.99760718485473,0.21039654368383529,0.0013199714326157538,10.626461158329889,234.42525771521497,0.00024241040769773715
46,0.3969147633649632,160.46477590105823,0.39264194640584893,0.0011061619374880154,2.8278257161083262,471.3874293389289,0.0005713579053726973
47,0.4551980041458221,128.60036913344732,0.2789419373529616,0.001685603262009808,6.8075536701479065,445.18464652119314,0.0013124164446647402
48,0.3963628972986501,381.81246155839096,0.3218211468291333,0.0014590894434605838,7.908920625792728,418.6614630626439,0.0003209765922912159
49,0.4120314719077356,180.97562023850827,0.23492949820936398,0.0018566079547223295,2.650037561760477,493.77509027431296,0.00010200938559608774
50,0.4010338971090174,150.7360475468592,0.27082102295695976,0.000814802384920631,8.842825283238618,393.79748520436675,0.0008642899645223283
51,0.36754145049406384,140.18050126925147,0.34780810944394014,0.0016330215013506718,3.753939208252809,498.7631664163101,0.00040714136112138445
52,0.353005801203722,166.78700181903673,0.30045244703802654,0.0018799403851741919,7.439493457542511,474.92368996932845,0.0004312680398126577
53,0.3941578568812616,200.62873910390033,0.3013357380924069,0.0018530363031392255,9.687512619337953,474.14316408096903,0.00045259942159930243
54,0.4075196351833686,168.58322613199732,0.11531734771681554,0.001207270609200485,8.584466705976759,457.9122747078576,0.0005723033842716601
55,0.6086473402238177,161.70056964307346,0.32734245197250117,0.0015511595472277701,6.982273390738735,434.5983844169228,0.004039046790947637
56,0.35463613432324576,190.09017210678385,0.2858494909647551,0.0013914359164439254,7.746880535765173,479.46440073397156,0.0007465466783036557
57,0.38816125889024333,194.42049093961995,0.2511685066583506,0.000560293875524151,7.590341766311226,459.7244495011405,0.000764140679455411
58,0.37520623992303176,176.19883361672018,0.28016468988439774,0.0012607140294585884,5.215208398169651,476.4267005825681,0.0003254899148666382
59,0.39402372383785816,207.35837067479105,0.2339648963788462,0.0017020692209787063,4.214542461101544,429.8692737063639,0.0010849489103172425
60,0.37983109368357115,229.10446004104057,0.2908122616491412,0.0018823325974229228,3.479844705172646,497.4324001659745,0.00021974811257820647
61,0.3701618027544307,186.58761528193168,0.30738915887824925,0.0013688428420523201,8.411160874522794,484.62291918817823,0.0006378680094533302
62,0.37792649732199973,146.20345125084566,0.37589595797297376,0.0014416652775818802,7.580041388655039,454.0110163407807,0.000518256170024142
63,0.36168906071228896,162.7429808179585,0.26091755289857177,0.0015122702150391282,9.292051778196619,499.72450253389525,0.00044488920834416935
