trial_number,value,batch_size,dropout,learning_rate,mid_layer_count,mid_layer_size,weight_decay
0,0.207312157732284,144.55844397323074,0.4794354714229012,0.00054250636060764,3.7545424425033875,468.5096159702361,0.0005621230720963537
1,0.2294862436130643,167.95697539998494,0.1618472651666113,0.0010152669163181229,11.749624769123177,273.2846819772045,0.002839720187840715
2,0.20286888928113583,284.1091314403186,0.3595799546697942,0.0005258772234011831,10.976867461015125,217.34976180819908,0.001042881309101966
3,0.2145670248295911,365.3358312531617,0.470569379964401,0.0009557578935935308,4.806196734248871,241.6521242463785,0.00017109713014539003
4,0.24586251007314927,142.8105911161959,0.2005729420712155,0.0019547878738797827,2.6150858765570786,488.3765351921143,0.0006729911454272546
5,0.2274695493860873,380.0643956675091,0.16166308777052435,0.0007156902205785533,3.2261385081242517,267.32928590880806,0.007344326262799202
6,0.25424050515640284,263.53443709877615,0.16846591698291954,0.0019957332294694035,13.734831978526474,223.6254799533654,0.006367119475807536
7,0.2094070678833359,322.95526784487663,0.19559323042615712,0.0005227591218913545,3.3957306695597245,413.6425837530748,0.0008514320760667155
8,0.2272334243812247,140.5544965812725,0.21865832613699204,0.0009118598963579101,15.900950817634696,243.24663867008695,0.0004790229235636615
9,0.19799304784771926,375.93599073870297,0.37706693131305674,0.0004922114258449849,11.779013796779637,429.9636377094819,0.00012459055649388605
10,0.22401724891837485,210.98756596032152,0.10305587679091303,0.000424372577612112,7.61698886687101,359.10402165706427,0.00011238514352224335
11,0.2062707023115126,295.1019353668416,0.32572282375468214,0.0004019139110060284,10.057664046314681,137.2903463144653,0.0021026910903744335
12,0.200555000161964,322.2668459682349,0.3251661626209841,0.0006493404519688691,8.462153149433222,147.98136551445035,0.0002453212816105531
13,0.21278811034462053,338.6886232305798,0.2995414162002473,0.0007132608024572668,7.437637013121096,355.91230870297414,0.00024224466070338585
14,0.19511141491618877,333.71683161322335,0.2807418030422268,0.0006854497894023173,7.920211510565349,139.42627944332253,0.0002868112597689266
15,0.19906051769339575,353.4943680732447,0.2629610014112843,0.0010953608619514226,6.421790173559728,413.47638244564405,0.00011024232721106271
16,0.21113368109047057,242.5267009243551,0.39890980731015785,0.0014020754478846248,12.938209235430193,444.11212398687894,0.00030121482101967207
17,0.201489887638631,383.57095311556054,0.2523717333287848,0.0006561278893749267,9.621097543173134,321.69611966546427,0.00034464432737313437
18,0.20301475413366707,308.0420712859278,0.41261008492384216,0.0007811781871834898,5.790764200052445,193.18131000901903,0.00015076929381247474
19,0.18641142695249913,352.3788217148967,0.261763117049434,0.0004778643836760985,14.752770135185749,374.7042791747372,0.00143012371704839
20,0.2134898612242259,238.7394803367273,0.12371032829589926,0.0005856582678082399,15.755185117722712,313.99170437525214,0.001414310697158748
21,0.2099774428113492,353.62094135924065,0.24646241411690156,0.00046445655858425136,14.232393067238023,388.9805202725542,0.00318928204911284
22,0.18900679196872397,331.3313225972431,0.26577801847385385,0.0004552126966998145,12.168192198063068,436.21768118482623,0.00017407066456937362
23,0.1979416587507118,335.16270965211356,0.2810564593582849,0.00044553163127989987,14.18734107776864,360.8833071413105,0.0004104942568931192
24,0.21808443242449782,277.598748083509,0.22320238723823185,0.0005911967497675618,12.223179926891142,307.5161604334146,0.0014398249475025353
25,0.19429612690750175,307.5443276064993,0.3134088921111572,0.0007933659406141964,10.365454216956973,501.83921447444754,0.00021486637357984094
26,0.20482500132820206,310.02403621066856,0.31703673172228425,0.001180415209576066,10.648566063855508,502.9710685502621,0.0001909249165967815
27,0.20711076955595417,300.6179261692158,0.18342833193977517,0.0007923911948160988,15.069442156218248,466.83132681076415,0.0008174247700691906
28,0.21258562118662688,351.86982314532906,0.2379161542681071,0.0008348052053375993,12.997862893054222,458.3313186641007,0.0039054505805620407
29,0.23123902856165957,211.81528164787693,0.46222956687649724,0.001387507994574939,9.111916112271865,510.3167645870048,0.0005107300604415419
