"Date, Time",TRC-DT,TRC-RT,TRC-PPL1,TRC-PPL2,pH-DT,pH-RT,pH-PPL1,pH-PPL2,cond-DT,cond-RT,cond-PPL1,cond-PPL2,fDOM-RT,fDOM-PPL1,fDOM-PPL2,DO-RT,DO-PPL1,DO-PPL2,TOC-RT,TOC-PPL1,TOC-PPL2,DOC-RT,DOC-PPL1,DOC-PPL2
2025/5/16 12:00,2.7,2.35,2.0578675139733345,1.78,8.54,7.67,7.426651623326804,7.5,220.509995,,224.8064524520729,226.130005,6.06,5.426115389359908,5.43,7.98,7.7298155433307185,7.78,1.143,1.2664990740419857,1.282,1.1168,1.1941084563061146,1.2056
2025/5/16 12:05,2.7,2.35,2.0562899932701515,1.7733333333333334,8.53,7.66,7.44,7.499455782312925,220.020004,,224.660004,225.88575415000003,6.02,5.38,5.431292517006803,7.97,7.71,7.784693877551021,1.137,1.2735409564848945,1.282225,1.1131,1.187892597239086,1.2050525
2025/5/16 12:10,2.7,2.35,2.06,1.7666666666666666,8.52,7.65,7.44,7.498911564625851,220.270004,,224.179993,225.6415033,5.98,5.45,5.432585034013605,7.97,7.74,7.789387755102041,1.142,1.268,1.28245,1.118,1.1963,1.2045050000000002
2025/5/16 12:15,2.7,2.35,2.06,1.76,8.5,7.66,7.43,7.4983673469387755,220.020004,,224.179993,225.39725245,6.02,5.39,5.433877551020408,7.97,7.76,7.794081632653062,1.142,1.265,1.282675,1.115,1.1909,1.2039575
2025/5/16 12:20,2.71,2.35,2.07,1.7533333333333332,8.49,7.65,7.43,7.4978231292517,219.779999,,223.690002,225.1530016,6.03,5.43,5.435170068027211,7.97,7.76,7.798775510204082,1.144,1.261,1.2829000000000002,1.1182,1.1885,1.20341
2025/5/16 12:25,2.71,2.34,2.06,1.7466666666666666,8.49,7.64,7.44,7.497278911564625,220.020004,,223.690002,224.90875075000002,6.04,5.41,5.436462585034014,7.96,7.77,7.8034693877551025,1.14,1.268,1.283125,1.1206,1.1805,1.2028625000000002
2025/5/16 12:30,2.71,2.35,2.07,1.7399999999999998,8.48,7.65,7.45,7.496734693877551,220.020004,,223.690002,224.6644999,6.0,5.42,5.437755102040816,7.97,7.77,7.808163265306122,1.149,1.259,1.28335,1.112,1.1905,1.202315
2025/5/16 12:35,2.71,2.35,2.0669999999999997,1.75,8.46,7.64,7.441191516840444,7.49,220.020004,,223.54969603388116,224.42024905,6.02,5.441703562228658,5.46,7.97,7.778135164398306,7.8,1.149,1.2625668071449017,1.2835750000000001,1.1167,1.1843983360839663,1.2017675
2025/5/16 12:40,2.72,2.35,2.066,1.72,8.45,7.65,7.448009799332752,7.49,220.020004,,223.57580059160588,223.929993,6.04,5.452538079417315,5.42,7.96,7.7861688007010015,7.82,1.146,1.2608904102882752,1.282,1.1202,1.184820727837515,1.2029
2025/5/16 12:45,2.72,2.35,2.065,1.73,8.44,7.65,7.443104782923439,7.48,220.020004,,223.70398316675363,224.910004,6.03,5.408874837227924,5.42,7.97,7.795149894458151,7.83,1.138,1.2571127468113952,1.285,1.1143,1.1841539207475553,1.2006
2025/5/16 12:50,2.72,2.35,2.064,1.74,8.42,7.65,7.448237349323493,7.46,220.020004,,223.66046291649468,224.419998,6.06,5.4116148375199415,5.39,7.97,7.7928828043027085,7.83,1.147,1.2571216985874363,1.287,1.1223,1.1858860420123638,1.2045
2025/5/16 12:55,2.72,2.35,2.0629999999999997,1.74,8.41,7.65,7.4495781232612845,7.45,220.020004,,223.78291670304162,224.419998,6.04,5.41859834699896,5.4,7.97,7.796261995600208,7.82,1.137,1.2628172721076218,1.283,1.1248,1.1871921022720973,1.2048
2025/5/16 13:00,2.73,2.35,2.062,1.75,8.4,7.64,7.463146746113395,7.44,220.270004,,223.7801826373305,225.149994,6.06,5.393445144615989,5.42,7.97,7.798871729277233,7.82,1.137,1.262840665375217,1.284,1.1213,1.187721214251517,1.2083
2025/5/16 13:05,2.73,2.35,2.061,1.748623774565535,8.38,7.64,7.45,7.437470916299727,220.270004,,223.8240720093055,224.95836321513258,6.01,5.39,5.430014569763873,7.97,7.8,7.827660520577309,1.137,1.2649917748106285,1.2861996078670606,1.116,1.1822667320913873,1.2039214059273275
2025/5/16 13:10,2.73,2.35,2.06,1.7428252835681628,8.37,7.64,7.45,7.439913606902876,220.020004,,223.929993,225.1000496471938,6.03,5.42,5.42252135981827,7.96,7.8,7.799386099080537,1.135,1.267,1.2865862196350872,1.1196,1.1887,1.206273862645977
2025/5/16 13:15,2.73,2.35,2.06,1.7437542788537002,8.36,7.64,7.46,7.443958332143741,220.270004,,223.690002,224.42618231932536,6.03,5.45,5.397226689899681,7.96,7.79,7.824057791291737,1.139,1.264,1.2822196196158075,1.115,1.1826,1.2028221468868172
2025/5/16 13:20,2.74,2.35,2.06,1.7432906300555446,8.35,7.63,7.46,7.443706894077547,220.020004,,223.690002,224.4434163044748,6.06,5.46,5.4042458500796124,7.96,7.79,7.836369820367447,1.138,1.255,1.277352267666975,1.1165,1.1867,1.1995923387482728
2025/5/16 13:25,2.74,2.35,2.06,1.7511749416735194,8.34,7.63,7.47,7.43799329401908,220.020004,,223.690002,224.51281820640335,6.03,5.43,5.4318311274197875,7.96,7.79,7.808011687108537,1.137,1.264,1.2775651620751163,1.12,1.1883,1.20100790384876
2025/5/16 13:30,2.74,2.35,2.06,1.7432844882443888,8.32,7.62,7.46,7.438993426145819,220.020004,,223.690002,224.5921608444127,6.03,5.43,5.409695610823964,7.96,7.79,7.813931544319944,1.141,1.258,1.2769056438024575,1.124,1.187,1.2004855350467827
2025/5/16 13:35,2.74,2.36,2.05875,1.7444640495913508,8.28,7.64,7.467180060119428,7.44,219.779999,,224.04890955432572,224.1474762122287,6.04,5.431773573360586,5.45,7.96,7.797333990896248,7.81,1.136,1.2581830055493486,1.2792678970609863,1.1186,1.1826092681403626,1.196444982250214
2025/5/16 13:40,2.74,2.36,2.0575,1.75,8.27,7.64,7.4668955176858685,7.44,220.270004,,224.30985490044048,224.419998,6.05,5.450761964878286,5.42,7.96,7.804795829342441,7.82,1.14,1.2594669803346608,1.275,1.1172,1.1902852276259273,1.1925
2025/5/16 13:45,2.74,2.36,2.05625,1.74,8.25,7.64,7.465220337486806,7.45,220.020004,,224.70437001390707,224.419998,6.01,5.445945122130195,5.39,7.96,7.812994308098661,7.8,1.135,1.2630761003130744,1.276,1.1196,1.19147260394637,1.1973
