epoch,train_loss,val_loss
1,0.9465470060326073,1.07875219700239
2,0.8975661243063817,1.0305408222092745
3,0.8538940471790177,0.9916124318418207
4,0.8129318260153258,0.9511914822463372
5,0.7749755640887822,0.9179995398769952
6,0.7403709388264598,0.8865177947832763
7,0.7077234547314858,0.8568120746064928
8,0.6768823776036361,0.82637992339235
9,0.6501348594560402,0.8029651360679863
10,0.6246997674247919,0.7828220854719902
11,0.6011673639930966,0.7606938704310948
12,0.5802555071014505,0.7428801054158092
13,0.5589253269241352,0.7225726529889744
14,0.5412302319846853,0.7063872214945904
15,0.5237756037555056,0.6867050028134558
16,0.5081054981864547,0.6788783080049122
17,0.49283156713712,0.6643304879798377
18,0.47994637255133615,0.6523356672059466
19,0.4658107104013646,0.629719800395327
20,0.453358815562956,0.628426306625396
21,0.44247447974971016,0.5937383378372149
22,0.43220513671528393,0.5880913477074621
23,0.42286460546891425,0.5860808070327289
24,0.41355188360995127,0.5815290665642954
25,0.4037984710269818,0.5808964012986219
26,0.39566368804739194,0.5800402028874648
27,0.3880147165899939,0.5803538979337195
28,0.38071023862289394,0.5714272627869283
29,0.3748676531138171,0.5671855338435269
30,0.368154794640296,0.5639890734322732
31,0.3629192184273329,0.5403186721471293
32,0.35769175937582176,0.5156101254717405
33,0.352627274142473,0.5156141356888546
34,0.34722237384714383,0.5140327232547786
35,0.34274608400111606,0.5158361082091867
36,0.3381753675216208,0.5147990546533697
37,0.33429037331259637,0.5169689625450573
38,0.3296167285559785,0.5193868837110475
39,0.32576932355766985,0.5114031281130121
40,0.3219008083412907,0.5117164677604575
41,0.31843022835369805,0.49089967450592575
42,0.31563354910464264,0.48225313564196504
43,0.31234476265814004,0.48946911528504994
44,0.3094097033418177,0.4902248727967333
45,0.3065806934798447,0.4891262639826301
46,0.3032269947723107,0.4867663951522675
47,0.30077392761214305,0.46987376068467274
48,0.2976713404235621,0.46938851637771034
49,0.295287987710208,0.467149778712029
50,0.29224965087409976,0.4653595822637888
51,0.29025208356718185,0.4580254152137824
52,0.28814078120538045,0.44557154765635026
53,0.28615912543635197,0.4382174842934108
54,0.28396176077300245,0.43644676258896775
55,0.2814140788829243,0.436120181073409
56,0.2797104398356408,0.43740275022472985
57,0.2777894718498606,0.43928936011559283
58,0.27611963896231634,0.4325811660514826
59,0.2735908802446035,0.43406642501884707
60,0.2720862025223988,0.4229597272982758
61,0.27001327597230995,0.41847642587405515
62,0.26780333874914186,0.41748935349584443
63,0.26636347209312705,0.4096123853032758
64,0.2649669785844381,0.4095633582664634
65,0.26329741128368467,0.4107123286391028
66,0.2614114296338957,0.4125513994916959
67,0.25960504686051167,0.41209100668122906
68,0.25839136645432437,0.3994652499818782
69,0.2570323063324868,0.39582621377459276
70,0.25532056314707174,0.3944287111364756
71,0.2534449815674859,0.3923565351388471
72,0.2523923683475922,0.38167316070938634
73,0.251151589470253,0.38249540633019297
74,0.2498269954289581,0.3843391088195103
75,0.24846668857921309,0.38353291627547625
76,0.24691142819199774,0.38455653061460265
77,0.2454499540288545,0.3853930937793176
78,0.2444307295256685,0.3865362872007858
79,0.24329531002886362,0.38835092221068035
80,0.24213452382982725,0.38818291930513626
81,0.24091144747083076,0.37827117399792154
82,0.23897281875410673,0.37816237325003393
83,0.23769568509154865,0.38675568179933545
84,0.2364379965833555,0.384549238709996
85,0.2354824657230209,0.3830709817576177
86,0.23455146089121656,0.37506600792961103
87,0.23366225156666137,0.3754889587373181
88,0.23254647781023294,0.36647967289790334
89,0.23155900586225367,0.36683869404762426
90,0.23068933865425806,0.3677464962696674
91,0.22983503991991452,0.3598536958691534
92,0.2286157356084199,0.3606590842815551
93,0.22737972938468143,0.35943514289106565
94,0.22655284586048755,0.35257156371310416
95,0.22577113228123277,0.3515662496816543
96,0.22507329254905667,0.345458725106358
97,0.224095962837793,0.34439521250976446
98,0.22339226534868703,0.34391034911032947
99,0.22228421604424684,0.3432012881048946
100,0.22167512822039548,0.3436371521731483
101,0.2207523570293695,0.3430133016251812
102,0.2200601376088567,0.3434807330936655
103,0.2188243127561491,0.34406642448359037
104,0.21814255827793783,0.3437677327788073
105,0.21760410897597038,0.3443757918848455
106,0.21666420305533163,0.3387727587025934
107,0.2161768671923091,0.3370667178825918
108,0.21511733383395948,0.3370468483776191
109,0.21426614835022478,0.3363371797358291
110,0.2135663380719223,0.3366412041724671
111,0.21254696552855823,0.3355419659869453
112,0.21157867424526672,0.3307871848667602
113,0.21100510271224615,0.3310285438296999
114,0.21024679173782082,0.3373077727932394
115,0.20942502451177972,0.33645083912293294
116,0.20837130026283585,0.3373900022562041
117,0.20741074649286798,0.33656969145492127
118,0.20676020749168794,0.33689572669712603
119,0.20598800759428518,0.33678603335048507
120,0.20524112334072772,0.3359684246731879
121,0.20465674043779108,0.33434368899425215
122,0.2036148348678768,0.33392258796739094
