epoch,train_rate_mse,val_rate_mse,val_value_mse
1,0.00013462424695613885,0.00018374164130861257,0.00012145719457988538
2,0.00012589760408313703,0.00017859878859919295,0.00012145719457988538
3,0.00011835535237560603,0.00017518282333059445,0.00012145719457988538
4,0.00011143893188319427,0.00017109790563744572,0.00012145719457988538
5,0.00010497666969664876,0.00016912149831631114,0.00012145719457988538
6,9.924635767535391e-05,0.00016181245755142798,0.00012145719457988538
7,9.405213614950073e-05,0.00016084435738444175,0.00012145719457988538
8,8.91249556283298e-05,0.00015516034094244113,0.00012145719457988538
9,8.545485224176285e-05,0.00015469136027492623,0.00012145719457988538
10,8.16171441712254e-05,0.00015518161211998326,0.00012145719457988538
11,7.808682679458489e-05,0.00015484665070885438,0.00012145719457988538
12,7.480062358741695e-05,0.00015151597923733788,0.00012145719457988538
13,7.160978705301693e-05,0.00014865552902678682,0.00012145719457988538
14,6.925538798542416e-05,0.00014755161829578786,0.00012145719457988538
15,6.684878801471608e-05,0.00014350361808010005,0.00012145719457988538
16,6.444240433463028e-05,0.00013944758556413587,0.00012145719457988538
17,6.22801332055857e-05,0.0001371559242449303,0.00012145719457988538
18,6.04426540284971e-05,0.0001352946214868538,0.00012145719457988538
19,5.884100033894146e-05,0.0001345533986102859,0.00012145719457988538
20,5.730975295612887e-05,0.0001332654919504565,0.00012145719457988538
21,5.557143895418896e-05,0.00013252343501261843,0.00012145719457988538
22,5.4121436237260995e-05,0.0001308727512863149,0.00012145719457988538
23,5.293225920394445e-05,0.00012907158401665128,0.00012145719457988538
24,5.1768733350627515e-05,0.0001281302835381145,0.00012145719457988538
25,5.0733202707530324e-05,0.00012636646064518274,0.00012145719457988538
26,4.972515263657935e-05,0.00012253692365219351,0.00012145719457988538
27,4.881914490931419e-05,0.000120999813763803,0.00012145719457988538
28,4.783175851608104e-05,0.00011974456028485963,0.00012145719457988538
29,4.7139462226615806e-05,0.00012153919998939548,0.00012145719457988538
30,4.637857945923143e-05,0.00012089630677725986,0.00012145719457988538
31,4.573619895566337e-05,0.00011768260633889504,0.00012145719457988538
32,4.526816965778556e-05,0.00011692971187069914,0.00012145719457988538
33,4.4612218486071736e-05,0.00011593430408095176,0.00012145719457988538
34,4.3915825057896415e-05,0.00011633580204480732,0.00012145719457988538
35,4.335049469551926e-05,0.00011593940907666691,0.00012145719457988538
36,4.2849782331408574e-05,0.00011405803256284219,0.00012145719457988538
37,4.2397238036400196e-05,0.0001128928151749538,0.00012145719457988538
38,4.206509617551452e-05,0.000112545434092942,0.00012145719457988538
39,4.168776901076237e-05,0.00011011721924143556,0.00012145719457988538
40,4.133429444198292e-05,0.00011006469900924875,0.00012145719457988538
41,4.109532980020279e-05,0.0001099189796329155,0.00012145719457988538
42,4.0667496137419195e-05,0.00010985609253696469,0.00012145719457988538
43,4.0340092304078555e-05,0.00010970009462441049,0.00012145719457988538
44,4.0109593162092366e-05,0.00010946317442149865,0.00012145719457988538
45,3.9904912138211956e-05,0.00010797772382768578,0.00012145719457988538
46,3.953427488783597e-05,0.00010750471026594447,0.00012145719457988538
47,3.927256408010439e-05,0.00010829861530836834,0.00012145719457988538
48,3.903930671185871e-05,0.0001073599960612639,0.00012145719457988538
49,3.87987369602385e-05,0.00010677318366722462,0.00012145719457988538
50,3.858747536693587e-05,0.00010681786043121664,0.00012145719457988538
51,3.8394189879085876e-05,0.0001064809089163125,0.00012145719457988538
52,3.818035047844699e-05,0.00010486054773433516,0.00012145719457988538
53,3.7973083007689146e-05,0.00010469717471652528,0.00012145719457988538
54,3.777367082974054e-05,0.00010405619808452245,0.00012145719457988538
55,3.756737787767305e-05,0.0001038666790581783,0.00012145719457988538
56,3.739947172058418e-05,0.00010189292768503634,0.00012145719457988538
57,3.724825964066509e-05,0.00010209570307743793,0.00012145719457988538
58,3.70462443451203e-05,0.0001018071275813405,0.00012145719457988538
59,3.688068813050648e-05,0.00010181736613900586,0.00012145719457988538
60,3.6699311085638066e-05,9.909906219279823e-05,0.00012145719457988538
61,3.65988864570877e-05,9.761855508779229e-05,0.00012145719457988538
62,3.647174989359228e-05,9.571353463723277e-05,0.00012145719457988538
63,3.626843744843464e-05,9.568612935085874e-05,0.00012145719457988538
64,3.609067717619448e-05,9.557808706388946e-05,0.00012145719457988538
65,3.5921870091388286e-05,9.578880978062214e-05,0.00012145719457988538
66,3.581763465681082e-05,9.568996937574707e-05,0.00012145719457988538
67,3.569811656016719e-05,9.614185316481442e-05,0.00012145719457988538
68,3.5528707546135663e-05,9.580848303593379e-05,0.00012145719457988538
69,3.541883148117412e-05,9.59635394148499e-05,0.00012145719457988538
70,3.533029315820003e-05,9.593107840512022e-05,0.00012145719457988538
71,3.522689084890353e-05,9.406649925326756e-05,0.00012145719457988538
72,3.5115757547902214e-05,9.38821918966828e-05,0.00012145719457988538
73,3.4945942841543064e-05,9.266954759223969e-05,0.00012145719457988538
74,3.481462713388649e-05,9.232572022832081e-05,0.00012145719457988538
75,3.4711481936152824e-05,9.23949001898585e-05,0.00012145719457988538
76,3.4584366317564525e-05,9.154140719056223e-05,0.00012145719457988538
77,3.447931219130023e-05,9.15199827022062e-05,0.00012145719457988538
78,3.434698321440095e-05,9.131605305324098e-05,0.00012145719457988538
79,3.426292728436048e-05,9.130215936677344e-05,0.00012145719457988538
80,3.419710096117868e-05,9.134916705756224e-05,0.00012145719457988538
81,3.407943412343559e-05,9.016313490530935e-05,0.00012145719457988538
82,3.398565300520466e-05,9.020012858237315e-05,0.00012145719457988538
83,3.38882832230651e-05,9.114004837185003e-05,0.00012145719457988538
84,3.378035531617513e-05,9.119338908288401e-05,0.00012145719457988538
85,3.370217172699577e-05,9.133538611595477e-05,0.00012145719457988538
86,3.3631843053102755e-05,9.011876538504997e-05,0.00012145719457988538
87,3.353085234839697e-05,9.021548038396029e-05,0.00012145719457988538
88,3.3442608003009135e-05,9.036002210628105e-05,0.00012145719457988538
89,3.338756371420109e-05,8.943243897830756e-05,0.00012145719457988538
90,3.329172936127296e-05,8.935575477502261e-05,0.00012145719457988538
91,3.3228820891985966e-05,8.970770922729252e-05,0.00012145719457988538
92,3.3113888303092636e-05,9.008552201452993e-05,0.00012145719457988538
93,3.3018818400813076e-05,9.018566794316125e-05,0.00012145719457988538
94,3.2947349315318094e-05,8.880467873279817e-05,0.00012145719457988538
95,3.283207765891991e-05,8.886441091136436e-05,0.00012145719457988538
96,3.2760095182450326e-05,8.792231828631583e-05,0.00012145719457988538
97,3.2684282637193544e-05,8.766913743553408e-05,0.00012145719457988538
98,3.263212483275784e-05,8.702948269993875e-05,0.00012145719457988538
99,3.256692624167061e-05,8.704609670277496e-05,0.00012145719457988538
100,3.2525491328052744e-05,8.703710666656622e-05,0.00012145719457988538
101,3.2473511820193255e-05,8.716754760253393e-05,0.00012145719457988538
102,3.2428698283524294e-05,8.712238787218328e-05,0.00012145719457988538
103,3.237117785934053e-05,8.694863115357304e-05,0.00012145719457988538
104,3.232978792513176e-05,8.678584970782957e-05,0.00012145719457988538
105,3.226824142558736e-05,8.675896979109213e-05,0.00012145719457988538
106,3.219584519524657e-05,8.701248324202014e-05,0.00012145719457988538
107,3.213550019143247e-05,8.667511054440588e-05,0.00012145719457988538
108,3.20448859300783e-05,8.661561431193553e-05,0.00012145719457988538
109,3.196689351925063e-05,8.662800297409283e-05,0.00012145719457988538
110,3.192066847737983e-05,8.655103092141352e-05,0.00012145719457988538
111,3.186989728573186e-05,8.658924237818928e-05,0.00012145719457988538
112,3.183812548294117e-05,8.649787203268798e-05,0.00012145719457988538
113,3.1779452885981696e-05,8.65614266240001e-05,0.00012145719457988538
114,3.169999936806314e-05,8.649821331590655e-05,0.00012145719457988538
115,3.164861562111523e-05,8.647512520617301e-05,0.00012145719457988538
116,3.160167685817859e-05,8.641929414967414e-05,0.00012145719457988538
117,3.15378486963553e-05,8.643898104113082e-05,0.00012145719457988538
118,3.147671399295728e-05,8.610780648637286e-05,0.00012145719457988538
119,3.145169025379555e-05,8.571996670112126e-05,0.00012145719457988538
120,3.1384812331965417e-05,8.570779089487598e-05,0.00012145719457988538
121,3.135246925421934e-05,8.52817671755676e-05,0.00012145719457988538
