trial_number,value,batch_size,dropout,learning_rate,mid_layer_count,mid_layer_size,weight_decay
0,0.1965455075826295,171.06825122135245,0.18134707106537312,0.0006344870022066846,5.188164642338234,430.46099333756723,0.0005250960747489489
1,0.20560109103042745,333.4568372191367,0.22150850319534224,0.0006072151661310764,3.6092501566862993,321.2133694316725,0.00021797351337101014
2,0.20949888586284157,236.17374410213694,0.4008313098554745,0.0004822575068841065,13.001309654128558,510.5096956687309,0.00039858645736135184
3,0.23519234995017507,367.99806619680896,0.12381743351862819,0.001027665714481385,8.5116791887848,249.02090886557494,0.00038156899965677754
4,0.22044939772186878,249.29078906986297,0.15212177376672173,0.0011154001865728027,6.070210772774217,431.2668042709981,0.00018275023187614884
5,0.22280896438988382,284.8732088409538,0.2747421333054535,0.0019802580109482167,8.003966415930527,400.3379397421329,0.00029197818822261493
6,0.22052403802197137,238.91191995644277,0.13278302336839531,0.0013066692190669348,10.700600364141238,422.31813302771957,0.0016246384699531533
7,0.23732375252300394,132.99194999205895,0.30975011184215345,0.0013124213169704644,9.410362187319919,171.56409237451362,0.002384506710795773
8,0.24899261835962533,167.83428511765197,0.12994679809640003,0.0011404490751383083,9.183634547541036,507.1288447395612,0.00597301573531356
9,0.25607599119940205,146.3594559031686,0.4220128140660869,0.001790094728690467,4.8847842375629735,250.5388437170028,0.000788436549642558
10,0.2042567773114243,190.4158739413991,0.19196257012652795,0.000699180741452652,2.4866293524028347,334.30591190754916,0.00010769330873853887
11,0.2032201577803332,192.10105572974356,0.1961675318812623,0.0007103219262572345,2.194183386904065,346.89308679808056,0.00010146414244246478
12,0.2129329265591627,198.98547960623745,0.18207820843602635,0.0007551373244036434,2.1913517967699407,396.1950920984226,0.0007958498171170598
13,0.23176166699407344,199.9490006104228,0.10530720799312639,0.00040626410353285496,5.766373890262219,375.1436971031317,0.00011394668618865163
14,0.2122573021777019,282.95328288328216,0.2775773027198596,0.000560808140379484,15.470035372373996,460.14162731294647,0.008594751056541563
15,0.22529841905604758,177.91891930474657,0.16492563004255498,0.0008042055353266259,4.338205828730958,263.8438784142086,0.0005500537017284042
16,0.18699157553875517,216.8943184274983,0.23550120377712366,0.0005884154757907818,6.542391319900846,356.05535920324826,0.0016959033948711645
17,0.21514462107669807,224.13672303911216,0.2409254514452756,0.000518941890705951,6.326426167406556,289.7018561849725,0.0019210904656267326
18,0.2106042198256818,276.6409299449158,0.35060383813592927,0.00040787447922969176,6.98557775358848,185.10139845076813,0.0036115187042308696
19,0.21748082965255497,158.40263730064393,0.2538317174594703,0.0008732736678299803,10.937144251331771,128.5500361273209,0.0012610348540273164
20,0.21879661543640547,211.3259529150068,0.22043571539059262,0.0006417495662328581,7.47043606381255,458.34538851814807,0.0037978012320352317
21,0.20186079857859782,170.74762141761465,0.19440948954765863,0.000677239021288069,3.2024527902071993,355.1007289891413,0.001061535930008949
22,0.20728684613804618,128.97346949262675,0.15712981192005282,0.000483070284696604,3.7734100404417625,360.68178588731325,0.0009365411908558543
23,0.21580906178423032,168.9608362900963,0.2144940845928483,0.0006232535850303208,4.815854980253478,377.98903896439606,0.0012130518786045543
24,0.2133169790584884,216.3660747204597,0.16732638153243085,0.0009199434600101783,3.5342466209791565,289.84407110631673,0.0005823734930545665
25,0.20973482824371248,268.4824367159486,0.32723723711500513,0.0005230456343417247,5.724690264044112,439.2677749166304,0.0028135477144867853
26,0.21736903282518158,152.87054264220393,0.20098091067965135,0.0008508158419697027,5.113404875739304,474.77164472837137,0.00160715248698641
27,0.20980016996269812,182.95235218720848,0.14618818080472704,0.0006698249830179234,3.2961186291821574,303.7406201486026,0.0005941762100156611
28,0.19098223574504167,304.83730897049463,0.24806954382560106,0.000571115234501639,6.848387134009645,406.14069167002776,0.001147004012681824
29,0.19564406555480585,308.5916060839621,0.2406675555938554,0.0005769818943667274,6.944682212977776,409.07024500041985,0.00017897004500303532
30,0.20373396672040758,307.9860087826771,0.27854256142259687,0.00045388925949101685,10.28872598314366,408.0101158070506,0.004613497467915216
31,0.21223347404759801,336.49196095870406,0.4968252545216673,0.0005615409175750561,7.068010112770292,388.5584585278876,0.00019593509570602237
32,0.20267486208659447,310.68566587569876,0.24639889008806257,0.0005927920059487088,7.931159279565229,490.23716371661357,0.00031297309666515025
33,0.19406484356986548,349.77602109210784,0.2296649139305501,0.0005104079726565502,6.413850360154557,438.0066879875312,0.0001545340401563449
34,0.18816778905979709,371.1169411196337,0.23277249540157638,0.0004478155042903518,6.522353770975365,440.4890562238766,0.0001598850087366592
35,0.18907489548409415,382.21126745413017,0.30237697429449556,0.0004527902694095188,8.681085513402524,437.3396483213524,0.00014705861938079103
36,0.19471641009796165,382.54327834366654,0.35890730923972713,0.00044576814441306997,8.449835407684798,463.49825237234995,0.0002519309358672846
37,0.19436885190648054,359.89959525878993,0.3028002549963179,0.00043679906612248057,12.097363529686255,422.7194162661899,0.0003904713884240604
38,0.1878179542898775,377.0657792957789,0.2593908133675622,0.00047678501856939783,8.960630403649889,325.90260169298415,0.00015380425536672856
39,0.19070657730816368,380.7332393581917,0.29737592912167815,0.00047340814165069804,10.16480584589699,320.21775673287755,0.00014387640233548112
40,0.1909030528962166,367.40421793602457,0.2654333853456646,0.00040036291486069184,12.19713792687033,306.0151172009117,0.0002485415364962834
41,0.18697353064523128,382.91808680621915,0.29325268189201303,0.00047805019707844226,10.07061659532532,330.15479492396383,0.00014651582159390148
42,0.20049288036179042,354.8739085583636,0.38514338113534047,0.0004902413588134888,9.725977371284438,210.4032558800181,0.0001364153329308281
43,0.1997204593689499,338.30310276779517,0.31706554816905325,0.00043816073032628143,8.732889556478622,339.4289432843674,0.0003200509612225196
44,0.1842180486924634,370.66213139393784,0.2835505077795725,0.0005298230836607242,11.265958213831105,270.916248120598,0.00020329769363482044
45,0.2056804350393261,368.53567433608754,0.20944860313276806,0.0005286963207559406,11.40986505971638,258.0122955604057,0.00021211003263307623
46,0.19263291516436074,343.3062108356386,0.2738344789558731,0.0005382357665836013,14.166825687334466,218.79720890121087,0.00011788142131669207
47,0.19977746639779942,328.50516906088023,0.2253221965755722,0.0016057728482841676,12.996363311499616,277.01991536765814,0.00017010342000909698
48,0.20143299266963663,248.40911191428114,0.33111218298768685,0.0006172614068696178,9.52929643680102,330.3049295293383,0.00025108013658115187
49,0.19691414864856505,323.13995158819637,0.28676027992773906,0.0004945044210299185,7.939093467518893,236.74791342301356,0.0004570451900430103
50,0.19080197238279673,368.87508423637803,0.257697077287047,0.0007337144834535693,10.794643806899492,365.7530980326717,0.0001235534071908961
51,0.19341220033026027,382.86219092273086,0.3520940866832995,0.00046597067967916154,9.012242988755334,314.0409571601084,0.00010161751356398268
52,0.18995378960347817,371.45064276206307,0.2993680424847169,0.00044100138008120897,11.833429562056256,276.1380038134375,0.0001501983436044118
53,0.19333256020539713,359.3886523543154,0.26401294800207364,0.000434058854838492,8.348661952208161,344.92515286945354,0.00021414081273996027
54,0.19924155612905584,373.4016254340357,0.2291168788109188,0.00042363669691324464,10.086709279399892,502.3396809885792,0.00013590726057872624
55,0.2064463274430729,346.1326043777682,0.4150104405453947,0.0004747357001718403,7.425293554526357,387.43943318531313,0.0001690547763392629
56,0.19834519643894213,235.29200138943997,0.28400000856839963,0.0005403684252871763,9.23984372137295,289.709311323711,0.002426817350958936
57,0.19665056460364136,359.0686884918598,0.3264960904358068,0.0010793796273118345,11.052545484509439,447.4783137726455,0.0002878190649974947
58,0.2001814419280983,375.5748505854883,0.18572501328565325,0.0005059553747505643,7.529730150168392,482.1265048201617,0.0014657657289947818
59,0.21149656839088765,321.28326863946137,0.2390190979472324,0.0004135007633251312,5.463532823787258,372.96828091967825,0.0006829510533165641
60,0.2039784945491813,353.457281007461,0.2057877879122794,0.0007782276617841788,12.849942852852445,331.82402587554037,0.0004703633663963133
61,0.1974808580147292,366.41380909155924,0.30339117936124044,0.0004563189042356803,11.644573010432518,264.00918102297453,0.00015588396701033145
62,0.20249243690046723,376.15431643200134,0.37153272846321944,0.0004926357409975467,12.28263710114259,234.241367195385,0.000124471012697924
63,0.19411166221751067,363.4422124647931,0.26364054660602454,0.00042214662663678286,14.058297983417166,278.7705571774218,0.00019059414569316078
