trial_number,value,batch_size,dropout,history_length,learning_rate,mid_layer_count,mid_layer_size,weight_decay
0,0.20841039338087786,359.6280338231955,0.46362212839446715,103.7463951061138,0.0008738862685390803,5.352632375218554,357.203134433752,0.002583929247428576
1,0.2293329790736476,289.7381913363742,0.19851562950623675,98.6832825798372,0.0011112625378807623,11.745882532239865,766.1390548799334,0.004168759473714949
2,0.20671568864476894,220.26522556130755,0.14758651342603996,120.22468777545652,0.0008295461173733194,9.094702819933516,264.94891927181254,0.0007817893536388687
3,0.2352371397668016,504.68804197921395,0.22443493570304085,123.409241195806,0.0006938530035554423,5.136468500525858,560.4056213253692,0.008294902913991115
4,0.3164644387835068,473.5427676935099,0.3528127753559662,57.35297036161883,0.0018960480046598615,5.910717453776736,769.4963550083448,0.005370193552311878
5,0.19905645601942154,454.42731531503864,0.33060809186560514,24.48890540701075,0.001533099236767481,15.18749115912629,972.3690796685075,0.0014854144280696457
6,0.1969880162833069,509.9443278097707,0.1337711856149318,54.02934894250865,0.0005384544546771906,15.080022523690616,601.0389941628989,0.003906434041008955
7,0.2288456351144942,286.9274201101241,0.45305020430025966,54.793019418783715,0.0009085594001740738,13.545920960302247,437.578392516908,0.006924413764188113
8,0.24381084617918836,158.06914457862115,0.39206672865753367,57.48635812760848,0.0008613294527953498,7.173893129946992,912.634302691896,0.002152155717623562
9,0.27375374023250476,232.6330314439374,0.22225443710780676,81.20552180221407,0.0013685306484753851,7.361299506513921,900.6943764177308,0.004824963900699821
10,0.21836426368061296,394.8276949182834,0.11688290397061425,17.600882243304987,0.0005003023899147157,10.950579923564646,575.9044180108086,0.009183770560234724
11,0.16584123408276877,429.6726662235307,0.29853295616090403,19.106090798416734,0.0014855447195486703,15.90606707207537,746.3659237731763,0.0003385546307163802
12,0.21340501788490546,422.0798141653494,0.28524615784022384,37.18605050647348,0.0016930165444982534,15.892915828259621,731.3600941142307,0.0033338432463193815
13,0.16753561345938436,509.516837109075,0.2702362232308455,37.47775963824862,0.001160662162322542,2.019583231140942,664.9320018994382,0.00019880061706056024
14,0.179970459555259,380.6288359249921,0.2850730568201496,32.26264288527838,0.0012027148431492068,3.4299337330341597,693.6200515828739,2.2302325042634333e-05
15,0.1774749418464071,435.0609675278376,0.25061030986848776,41.49547994551728,0.0013363731196894754,2.0661390166493154,839.3762794328704,0.00020996560236854027
16,0.23589829455414218,472.94725893660757,0.3873616599508461,71.90540747695569,0.0017166595706429786,9.810076529357529,523.6720637907081,0.0014657252829061657
17,0.2077990164299925,336.2433438696304,0.33258360650706514,16.464089922025074,0.0011400200356436305,12.827314974070383,677.6834529341512,0.0062306142070146986
18,0.17878161317217137,440.3668080002209,0.17254964956684912,41.54588791126464,0.0013913081823389768,3.609906510103104,840.1802800751758,0.0028845457792673244
19,0.1906972660030612,399.5655350670941,0.26334198224906746,27.64369291253555,0.001988608735107793,7.817606765351245,632.458761720908,0.0012880693131502982
20,0.2624846123382003,483.3823331703535,0.3997796889092703,70.65468625940233,0.0016840152278893576,13.584163534339538,509.90268418735354,0.0020683456709831554
21,0.2291864772433203,429.3814430991428,0.24858690221008103,44.88607068784238,0.0013200359272459278,2.1413607181969807,808.5141817241454,4.1281226781451284e-05
22,0.1615915702667065,510.9770377049281,0.3120440851687751,46.871815738119835,0.0015467917358074762,2.025323502421624,857.5459066116673,0.0005532737802227385
23,0.20430840703541647,502.6810945472746,0.30015701237991976,25.540673755377924,0.0015468198177569822,3.4987157187342506,972.2156625717054,0.0009711604748200897
24,0.17395226204555905,463.4526237325308,0.31060208059535993,49.84904746539814,0.001497084877923256,4.343380443385177,894.6864685204591,0.000765204218987583
25,0.2306401657977861,510.8168920094998,0.3532422190642199,32.264781079753995,0.0009853523009265366,6.491596616437233,686.9214035590808,0.0019435229725897445
26,0.24001474831766353,417.2593700569865,0.49753110003230966,62.20154248487617,0.0017971845262727947,2.8081868911212196,1020.7749167579929,0.0032506513491603003
27,0.21255729643929147,482.20436847646147,0.3603956020956316,84.5768559382158,0.0012394739029806178,4.229242735857252,744.6861607232726,0.0006838289353034552
28,0.2403095019523969,344.9102097029868,0.20311965431984363,34.952525992678204,0.001052062270069782,10.799747208799587,806.7664577780995,0.0017434757556075778
29,0.22174891757884782,373.6281315124097,0.43749823367421525,46.27617057630656,0.0014731042832010044,5.138290558006139,403.7031389329207,0.0025030906686837272
30,0.21933872732082885,453.68808927065203,0.2727163586320235,64.23295355171241,0.0016089612334998574,2.6707947977606405,633.0860509712543,0.0026044699891803738
