trial_number,value,batch_size,dropout,history_length,learning_rate,num_layers,units,weight_decay
0,0.12273384393411896,371,0.4167137005631297,89,0.0009036034177046109,3,221,0.0003720964752103506
1,0.1619862618969708,266,0.38193869459216234,107,0.0006220129348062476,4,70,0.00018956985550291016
2,0.30302179613501695,191,0.45267695847189243,126,0.0002368441054486912,10,303,0.0008383196630743005
3,0.1004870531994154,107,0.35948090952555667,65,0.0014209666771820902,2,312,0.004011682366990179
4,0.09691341796653162,104,0.23699176141422407,79,0.0003808810787937568,6,305,0.0005322029066132557
5,0.1394826275260447,207,0.3188717514038147,120,0.0016234537382811974,2,241,0.0037562648023796432
6,0.06225233404853064,320,0.2194343975633139,36,0.00042472222878305917,9,369,0.0012912643774894478
7,0.10821838495383361,243,0.2981048398623042,89,0.0003933148280851279,2,197,0.00018623817030088773
8,0.21322852915659213,276,0.3358581248849369,143,0.00043195505156580976,9,79,0.00010518592466000635
9,0.31370290133950146,166,0.20557483213550523,129,0.0005110594412670642,8,154,0.001432784175413779
10,0.06558148350283416,363,0.26677892046136537,37,0.000215623128531038,7,376,0.008727228213699183
11,0.06215735070838992,380,0.25892226426543136,38,0.0002050815520858308,7,373,0.007268086382733822
12,0.06240720111149046,321,0.2033282324556432,32,0.00028004522417199806,6,367,0.0019288489576717452
13,0.08886544932440855,322,0.26703447667690416,53,0.0009656482595767626,8,336,0.009947928100879539
14,0.11169679146611465,323,0.2637653468562204,51,0.0003083261969888189,10,384,0.0032100016472564035
15,0.08434674558493327,379,0.23280355868516323,51,0.0007497616551387187,5,267,0.005481358532606182
16,0.12361723560662496,287,0.28876256446699494,67,0.00030547616375648255,8,341,0.0018130538188237514
17,0.08480501177547126,339,0.4816726679592697,41,0.00020695282510149095,7,272,0.0009840688824136255
18,0.1294535708382948,293,0.23040922413462436,72,0.0004918258665489819,9,138,0.0006634251739182558
19,0.10246211908815032,347,0.30669993756516556,58,0.000616471973211304,7,341,0.0022104215779671635
20,0.06834067612396719,238,0.3682419358833038,43,0.0012246116438164162,5,274,0.00593494965497997
