epoch,train_loss,val_loss
1,0.9113535963157361,0.8012746419554755
2,0.8325380213834312,0.7231251107395513
3,0.7613153734241918,0.642545879154571
4,0.6953037232895825,0.5734560755228828
5,0.6359012178376726,0.5015700950949922
6,0.581384033723484,0.43537346683268546
7,0.5324960813901569,0.37771564897016163
8,0.48846490696558664,0.32758102383058124
9,0.4488436963251892,0.2978402575401406
10,0.41192388215834547,0.2604244789412313
11,0.37866106465922716,0.22661462885068673
12,0.3487025552173728,0.20510217610579212
13,0.32133763758793965,0.1795523562490923
14,0.29615993891920117,0.1577033211569509
15,0.27326295952789564,0.1407673726410707
16,0.253385513341498,0.12541797032171922
17,0.2353463600954756,0.1144167677433192
18,0.2179213343670845,0.10390049539037563
19,0.2028406277670255,0.09551401640235024
20,0.1888877641180691,0.08825091159713289
21,0.1765912439751545,0.08328316507888799
22,0.16441952626657644,0.07902418858024489
23,0.1536546019792028,0.07586422324931419
24,0.14412447642380605,0.07452998290054792
25,0.13535030718769295,0.07283652144019086
26,0.1274593625915236,0.07219706399330719
27,0.11995472033108924,0.07201557666165799
28,0.11338534314400567,0.07247448307018281
29,0.10740218542759314,0.07351449583538722
30,0.10183031276091668,0.07441275969531082
31,0.09666512753083159,0.07577594958643931
32,0.09174573637115628,0.07771313422111358
33,0.08744585344704632,0.07967451297374889
34,0.08368056417496872,0.08205732561211566
35,0.07998352208378415,0.08460750064126721
36,0.07662860757147108,0.08743067529694463
37,0.07368233375145818,0.09017264019369277
