trial_number,value,batch_size,dropout,learning_rate,mid_layer_count,mid_layer_size,weight_decay
69,0.3224848910686594,250,0.14945138690926676,0.0019797523733273825,4,141,0.005556111754131705
70,0.3773416130304471,64,0.11183104731501703,0.002502080274829025,3,138,0.0021382299472223133
71,0.33594503256643243,252,0.14832271749225204,0.0020259200493810497,4,158,0.006092259286969825
72,0.37315544887392754,241,0.17001043919165443,0.0020067055116215348,4,188,0.005058451709490015
73,0.3863612985388833,165,0.18552852877181927,0.0011588827070352658,4,142,0.0013625014418340699
74,0.35582355629886225,233,0.13504566249078487,0.0008140417203584805,4,314,0.0035888403668164256
75,0.3387157516517187,248,0.1592551407799642,0.0017526264077205097,4,160,0.007447382121033451
76,0.43128663200500117,152,0.17768600269745344,0.0014648688666848968,4,182,1.005999361403206e-05
77,0.31428638149425175,254,0.2076136397811146,0.0004808344515056659,4,227,0.00982096567621505
78,0.30781263028882033,256,0.20896914519342974,0.0004799564407623407,2,223,0.009564358244405454
79,0.30855933762350574,256,0.23828943623101587,0.0004688858846169656,2,261,0.008467357507554582
80,0.3173327681743648,235,0.22887372324190108,0.00038715686452803997,2,242,0.007408038427405605
81,0.309694540805227,255,0.21033794490468963,0.00048744560492908147,2,227,0.009718847633562207
82,0.34293455267477546,241,0.23246813440172856,0.0003285116220778801,2,265,0.00877835046022031
83,0.32101905970234174,245,0.2571916998359592,0.0005578569319183326,2,205,0.009999680747998398
84,0.3030693597044062,229,0.27797157936583394,0.000424401238229106,2,222,0.008038699467206043
85,0.333495674952486,197,0.36745259280114667,0.00041459411559715816,2,218,0.006655113469488962
86,0.35027127089068283,229,0.28201450687448143,0.00034707954689284625,2,287,4.012372683106611e-05
87,0.3490125197666907,224,0.30682169021149985,0.0002012085368070325,2,252,0.004216455529029221
88,0.3353326532091548,210,0.33191671390464766,0.0006662572817912997,2,264,0.0030314119025042336
89,0.33695681070891026,240,0.19243081303659035,0.000532824475376493,2,215,0.005274441991202694
90,0.3365862005001606,177,0.2754455705889591,0.00045181430389090553,2,273,0.008244367545035056
91,0.33500986502104596,254,0.2514190399827232,0.00038626947818001654,2,233,0.008282268861277338
92,0.343120850618447,159,0.21937289914445549,0.0006077454568886552,2,199,0.0064107004795053955
93,0.3005861020707465,244,0.24068551928551735,0.0004893459552099601,2,305,0.007361112049597971
94,0.3189324000876614,218,0.24092808160008622,0.000729702439200219,2,320,0.007747878953054259
95,0.3190772278977948,245,0.19945904992804153,0.0005645774952668985,2,301,0.006188226915255244
96,0.3374127329052134,237,0.26768208898907153,0.00028556472995222326,2,248,0.005102594387973044
97,0.3607815731251596,232,0.29523715819801355,0.0004475745555962378,2,305,0.004181184258410898
98,0.41163146263593203,230,0.23600411826945522,0.0004035765233943284,2,335,0.0008691571709856173
99,0.3802678770160083,144,0.3203878967134762,0.0005068142691776052,2,169,0.00037746723859814865
100,0.3822199450264133,135,0.21910680850686062,0.0003559467810960821,3,348,0.006709526778662841
101,0.29832552916111077,251,0.2119908841666152,0.00047689612835586417,2,230,0.009949592799472603
102,0.3020549266268344,250,0.2246175152798721,0.0004561896343715412,2,279,0.008390780742187581
103,0.31009401990188035,249,0.2530723471655251,0.00045865569428057393,2,277,0.008380548468003447
104,0.2977857318454917,243,0.22878767343506257,0.0005091688050002885,2,289,0.00745102869157016
105,0.35109190194368495,243,0.22676912148050668,0.000609869655455009,2,307,0.004921766661883967
106,0.3036852628245049,250,0.19410356188674208,0.0005218182193000725,2,292,0.007080185963446295
107,0.32392716045974673,188,0.19838025465319223,0.0005202913351812006,2,279,0.005580417686490784
108,0.31900763216326966,247,0.22377903092892285,0.0004349647450817341,2,323,0.0071378663233761215
109,0.3572113277345374,96,0.17535937595226211,0.0005786454112826346,2,295,0.0037054253818311574
110,0.37670206087985864,166,0.19322585837794767,0.000691381405308012,2,295,0.0026563886605873127
111,0.3153574240116801,239,0.2621725150992469,0.0004993869283044731,2,359,0.007089356265201831
112,0.31165187006983497,251,0.20663123200255124,0.00039727065279906656,2,314,0.009907681444611382
113,0.4070577357597502,82,0.18420940535094996,0.000567238641304912,2,335,0.008509273105588987
114,0.4087458430946647,115,0.2175760574434233,0.00042811719540620423,2,206,0.005727786114248047
115,0.33404899329233145,243,0.20640153390482724,0.0005233799053494798,2,284,0.004504299510124036
116,0.4263877835669536,252,0.24544529977240498,0.0006473197977587415,2,236,0.0005894945935824619
117,0.35083952916334876,246,0.28650226420614605,0.0003382703614468355,2,267,0.007649168013830188
118,0.35331878067745726,237,0.2330749431687282,0.00010249610271405368,2,247,0.00019123658520851347
119,0.32549379825726665,250,0.1922576733615909,0.0003676449823974149,2,222,0.006814623859418285
120,0.3181146527206676,227,0.16946395277126935,0.0005436031685048855,4,309,0.009115549972445063
121,0.3133601773044337,255,0.24041211248734293,0.00047228117748662616,2,258,0.008356959047932471
122,0.3222816570003042,256,0.2576276998284553,0.00046911615568892003,2,291,0.006244575294903788
123,0.3202279913162929,248,0.07017782083631219,0.0004981170410798319,2,263,0.008871855128197563
124,0.3609209781578878,243,0.21298980433663287,0.0003139117629009786,2,282,2.1783006764706513e-05
125,0.38978497360063635,154,0.27107189392639447,0.00041003860653570864,2,271,9.773628910096033e-05
126,0.3507713633429055,148,0.22500145156381843,0.00044485112800794643,4,257,0.005114601937032272
127,0.3980623610877237,252,0.20469675614284974,0.0006192461265256693,2,243,6.39726641334064e-05
128,0.3473988257007771,139,0.18288492050394398,0.0003709132430705656,4,229,0.007476908799426663
129,0.3185820283188381,241,0.23625244449030197,0.0005368313078222362,2,219,0.009921865057539525
130,0.3217758577483176,234,0.1638089952466963,0.0010828846166297155,2,237,0.005882967649328929
131,0.3594250874220484,256,0.15618147566229626,0.0010089815323828296,3,192,0.006544563231307004
132,0.30220142718276216,237,0.14434798859041234,0.0009105584071713377,3,319,0.00812772163972589
133,0.3784344057404746,247,0.13920670249266942,0.0009328423323213562,4,325,0.00798356766354152
134,0.33582012354486207,240,0.14366637607090002,0.0008588930970135724,3,343,0.008652700182481475
135,0.3053221101396707,222,0.21507253292165918,0.0007793331708314611,2,299,0.00708641286379161
136,0.32215677168933365,222,0.21261705181254473,0.0007560108265008699,4,300,0.0046845259124418245
137,0.29904259653800896,130,0.19531818720391292,0.0008219666748054249,5,332,0.0069815552579823885
138,0.4000571222627722,125,0.12433137319359394,0.000906681260175282,3,317,0.005698678363348983
139,0.3938474726165371,213,0.19799559868976963,0.0007970764777549323,3,351,0.006740498751122706
140,0.44931952257334073,108,0.17566047345476957,0.0007105066414685619,5,329,0.0040185546808450545
141,0.3459670472488371,130,0.186988836718785,0.000954451089037075,5,309,0.007624707000497647
142,0.34148911241587104,230,0.2198818068452281,0.0008405171711425942,5,371,0.009771171413008968
143,0.37431512182796156,115,0.20155158319625144,0.0011768760038851826,5,336,0.007069583245680191
144,0.3461016589162513,157,0.23011947807655925,0.00264673009783566,2,319,0.0053384174994646665
145,0.363149131929585,150,0.24858551710281565,0.0006568194860744244,2,289,0.006369923270627312
146,0.35161671974711467,225,0.1901515203700218,0.0010474251494579112,5,302,0.00786429903637444
147,0.3582527381570443,209,0.2117766767123551,0.0005989696947213969,2,328,0.0088082516082611
148,0.4420033124023612,162,0.17876368564551304,0.0007609573497038751,4,338,0.0032535722642949793
149,0.35762333905272803,217,0.2038990775828081,0.001352416891519177,2,209,0.005241286070528545
150,0.34467906725736475,175,0.22250583742396168,0.000877352612880661,3,311,0.009908329360800928
151,0.2972554617568236,251,0.24090347634772688,0.0004961738529191511,2,294,0.008003487830594645
152,0.3139268168616874,244,0.25999636999747083,0.0005723156196151943,2,290,0.007524486197277429
153,0.29895483488285357,251,0.24995257949427896,0.0004836987001187843,2,317,0.006352082353983444
154,0.3125414027501674,235,0.24818193579872969,0.0005098312125475005,2,306,0.006183536776234242
155,0.33958631264227784,249,0.274326247060887,0.0004269154542327602,2,319,0.004602999935766956
156,0.32068346648617424,239,0.29731966746302935,0.0005448113271584382,2,297,0.007217856668987693
157,0.3077047073541557,251,0.2282805819706154,0.0004857024401296026,2,490,0.005253496035689576
158,0.30482038219455676,245,0.23967097065128268,0.0004545562924772752,4,323,0.006102232864116912
159,0.34572811905170553,170,0.24263681213126764,0.00044601679190913514,2,321,0.006099908158497347
160,0.3705294646411074,245,0.23111877052688137,0.0004038732967643092,2,357,0.00026889936346934616
161,0.2952218303600992,237,0.25985597284542544,0.0005082077077306879,4,333,0.00824013994327347
162,0.31331208083233814,238,0.2537320954602831,0.0005002996443877224,4,345,0.008609278033225105
163,0.30347745957716515,244,0.267661872319904,0.00047324335690168354,4,331,0.007105239654770827
164,0.30176003483444336,243,0.2886877360312492,0.0004709045239370291,4,331,0.007041004960895432
165,0.3010881208283022,243,0.2662971226964629,0.00045673031422331883,4,332,0.00807105635443445
166,0.3068328860164833,241,0.2885511526465855,0.0004765205820312598,4,334,0.008108297011249488
167,0.3232056249557815,249,0.31594449302943095,0.0005284937257847535,4,347,0.006771962683254696
168,0.3037130851519438,252,0.27997320271971715,0.0004215912289168337,4,334,0.008346739365195095
169,0.33010065203026684,233,0.26212730374790827,0.0003783230727244788,4,313,0.009917200628038397
170,0.3102343420165195,243,0.2994602867633082,0.000578261731655225,4,363,0.007825209897850158
171,0.30371538640953333,252,0.27872235446961696,0.00042230619080914475,4,330,0.008471158659234958
172,0.32544923248531993,247,0.2688969766390175,0.0004589380886231472,4,336,0.00693924381044031
173,0.2980178976247433,252,0.2725426536487945,0.0004954986129575276,4,344,0.008871547903156233
174,0.33275067494085186,238,0.26596874337725707,0.0005069482960830688,4,342,0.00574921510681071
175,0.3206144236764418,248,0.2877072544780886,0.0004847908153561589,4,326,0.008796075247249565
176,0.3091855403277781,243,0.3101159178659077,0.0005485982183291975,4,351,0.007348012136760726
177,0.31299313631924713,252,0.25052829556115475,0.00039705591260398327,4,312,0.009987529896650181
178,0.298110748644874,245,0.14725733555733836,0.000451095474273708,4,355,0.0065662549395494665
179,0.3087998187387144,236,0.1332783498321911,0.0004409186158326856,4,368,0.006471947620479799
180,0.32593731172403867,241,0.14418859617448268,0.00047192463772147814,4,383,0.005581730243715612
181,0.3192530577799346,246,0.270944319960909,0.0005197099011312529,4,343,0.007598858397692674
182,0.30973770273802037,249,0.14972630639751255,0.0004987724843003297,4,355,0.008874469248098517
183,0.32506103600774494,253,0.1595129938132514,0.000449550544409634,4,329,0.0067713940562110575
184,0.31019510410385304,244,0.3368160394847196,0.0005515343205350996,4,317,0.008171452077158409
185,0.3508191334114177,247,0.27815942674252697,0.0006213986784806801,4,349,0.0063274724533695
186,0.32342773154251725,240,0.12527126661745286,0.00041251977044343016,4,340,0.007714485353889133
187,0.3549236748462205,232,0.2592955865123021,0.0005227548962287346,4,303,0.0048739927302942935
188,0.31455296338580546,256,0.24498517887553425,0.00047242875514745346,4,283,0.009046221470239719
189,0.3010937823692599,251,0.16579133075466257,0.0005850435237018699,3,324,0.006980241044845191
190,0.3133902293285497,236,0.16705272674432656,0.0005677293054974582,3,325,0.005784329782292293
191,0.30662231453558203,247,0.15275028569540272,0.0004922446923359112,3,331,0.0070403073387187666
192,0.2973757870263935,251,0.1390972842015167,0.00044159532109210264,3,316,0.007667308097718643
193,0.31935660753931316,253,0.14594221529829451,0.00043785416302715064,3,312,0.008110056426478796
194,0.31815816390521107,243,0.1394889483216274,0.00039576666477858486,3,323,0.009937701253577281
195,0.3018637507026442,250,0.16130805686912425,0.00045395522782205617,3,339,0.006513568778941475
196,0.30556458742991466,250,0.13728675708886995,0.00043403795056408254,3,340,0.00614333027994075
197,0.33050840002611354,256,0.17076602411969052,0.0003846969936995657,3,360,0.008837245678373178
198,0.3472919614048478,251,0.1600304432135414,0.00011738966452252393,3,306,0.007780156020560448
199,0.31295304363020254,247,0.14837690779655438,0.0004552675505042907,3,350,0.0058067782318863715
