trial_number,value,batch_size,dropout,history_length,learning_rate,mid_layer_count,mid_layer_size,weight_decay
0,1.450577842796634,250.33878923090163,0.34558189588627286,22.99235239180323,0.0012548868627562703,8.570592751341973,759.2851747191967,0.007013168001530094
1,0.4193980975065403,368.7745657387752,0.203263581288826,88.63169356557029,0.0006420453286143802,11.033183101011392,651.567139565225,0.0049130110401323715
2,1.4390001335543787,298.8016235584394,0.3964440574704762,78.35990728464233,0.0004375879252254844,9.857826375194517,685.2238330041259,0.008872400228907382
3,0.4173051087174587,345.1014796883197,0.23381709899823555,116.92037522380838,0.0011497403848913178,14.223540384769256,579.582590058639,0.00334546549895799
4,0.4509985229212367,364.5501259163831,0.4349897847622147,104.74857583082616,0.0008951878159678326,14.856033644034733,745.3006068721967,0.0037371778881373687
5,1.4366091229958449,143.73552003606065,0.17803771599860216,92.51447514345976,0.0007547795976586187,15.984850922834095,351.83950507206873,0.009039645373341605
6,0.48969713200530607,182.99739613337857,0.15517341985294966,48.33021861788342,0.0012687375145733451,9.913059210788141,820.3165729586156,0.005897195960492838
7,0.43325353257670374,380.42590206189664,0.12101650369407135,39.84868293221026,0.0018976504467929027,9.994499623727108,862.7182147813843,0.004060523060719536
8,0.6262470485207563,198.8539280342535,0.3947513081898292,65.76328131183448,0.0013444651672413098,9.815747881381949,794.1432123280572,0.003783224962448137
9,0.4231587994598343,440.2537818752268,0.3668654741361772,56.03497119114638,0.0013870993273193712,4.146319538838084,549.87353001257,0.002301928857769604
10,0.3708422055501424,484.0722346640239,0.26074865869268765,124.21821484973779,0.0016886935427461165,2.0304215343950442,977.9074432837208,9.89531086215429e-05
11,0.40083260075774735,510.2197118047031,0.2534042210946466,127.69878724143977,0.0017654993071173233,2.1237665325567363,1016.9819301661217,0.0003790847947184729
12,0.4141265385165186,509.3852060694322,0.27476849645640455,126.3826193297918,0.0018970077483545975,2.282525905925065,1015.9928283077129,0.000430155210213648
13,0.3586039713399853,507.4363473702011,0.2971377242370918,127.73700253562316,0.0016411762739474787,5.2879780093237825,1017.4452478976334,0.0003401564589211424
14,0.4383327031876156,445.6582586805484,0.3232674129660837,106.06056272059855,0.0015774131317389554,5.940651450771722,920.9027405667509,0.0017142767419946058
15,0.3864150836885332,447.15152220280953,0.2823682470002875,108.12635449836287,0.0016166944175864885,5.559062399953955,930.4755661443144,0.0013361377739551416
16,0.3892553984405038,468.88593628175477,0.30545788151795256,92.2469421250579,0.001608252049256483,4.282743664339786,445.2039101715772,5.440116480346834e-05
17,0.45311127858247585,412.14168191810745,0.23463817893556718,113.5518838879536,0.001476822268781117,6.771054965332593,926.1726340788326,0.0023151795419538053
18,0.3985111283328005,295.6762272042469,0.45645089977148356,77.63544837040536,0.0019936504424259704,3.825239806274152,979.9307868692279,0.0014443658348800097
19,0.4190463362161271,482.53691209380963,0.10160331089148525,120.19736748903148,0.0010407828703356986,7.601690539585629,267.9027428445991,0.006780297413325945
20,0.4422171789193582,406.3223172727852,0.48344556766087343,99.02902089583158,0.001719029667787135,3.2431055001645266,858.4886919286042,0.002897683000234283
21,0.45678259675017374,468.1827522783855,0.2921663963094791,108.61206721883713,0.0016935099916162452,5.594610535833121,923.91344960657,0.0010773995172044988
22,0.38386501309400545,432.22321316713806,0.27753856013122324,119.10957037720254,0.001476156511016248,5.157029647780825,927.8822038928399,0.0010799696745781972
23,0.4225835072066256,412.7504971629277,0.2078351637081545,121.13296053247333,0.0014761338815072592,5.16849057865839,983.9914487478435,0.00021013122650039302
24,0.4705473736731592,509.8966239536528,0.34813584752200055,126.05244925686459,0.0018317977842029457,7.42381373676111,882.2020498035713,0.0009141622210569982
25,0.4102154184065893,486.63473114266003,0.26105816677720767,115.49351222909708,0.0014991569246230979,3.011553960776177,1022.6269051867981,0.0022715611094765967
26,0.39713150020131094,427.48321241968097,0.32316709347797046,96.98540214314863,0.0010275594442193698,12.508609276316118,948.9664048524219,0.00191278062121492
